[00:00.000 --> 00:02.000]  You a Letterman fan?
[2:08:46.760 --> 2:08:52.760]  Right. And I think it's also a way of saying, hey, you know, analysts and investors who are
[2:08:52.760 --> 2:08:57.880]  making their financial models for Apple for the next 10 years don't bet on some
[2:08:59.080 --> 2:09:05.480]  great product line, you know, with $2,000 five KTVs either. Yeah, because that's the thing, too,
[2:09:05.480 --> 2:09:09.240]  is even if they make an Apple TV that comes very popular, it seems to be that the market for
[2:09:09.240 --> 2:09:12.760]  these things is about a hundred bucks. So there's not a lot of money in selling the hardware,
[2:09:12.760 --> 2:09:15.960]  like whatever money there might be for them in this is in the content side.
[2:09:15.960 --> 2:09:23.400]  And services and iCloud, you know, whatever. Right. Selling the movies and TV shows through
[2:09:23.400 --> 2:09:29.480]  iTunes, taking a 30% cut of all the apps and games that you buy and whatever cut they get from
[2:09:29.480 --> 2:09:35.640]  Netflix for, you know, theirs being built in and et cetera, et cetera. But it's a content play more
[2:09:35.640 --> 2:09:42.680]  than a, you know, than a, hey, we're selling $3,000 ultra high-def TVs. Yeah. And I've heard,
[2:09:42.680 --> 2:09:48.680]  and you know, I've read that they're really pushing on this content thing to launch in September.
[2:09:48.680 --> 2:09:56.440]  So we'll see. Yeah, but they've been on that for a long time with struggle. I mean, you know,
[2:09:56.440 --> 2:10:05.320]  and probably for good reason that TV and movie industry has seen what happened to the record labels
[2:10:05.320 --> 2:10:13.240]  and is pretty, pretty much still, you know, cable, cable TV is in decline. I think that's not,
[2:10:13.240 --> 2:10:18.120]  you know, controversial to say that cable TV is in decline. But cable networks are still,
[2:10:18.840 --> 2:10:21.560]  you know, the ones that are doing well are still doing well.
[2:10:21.560 --> 2:10:25.880]  I think the way we've seen is we, I just think we've hit peak cable, like cables,
[2:10:25.880 --> 2:10:32.040]  yeah, peak is behind it. And it'll be here for a long time to come, you know, decades to come.
[2:10:32.040 --> 2:10:35.960]  I think, I don't think that the end is going to come quickly because I think there's too many people,
[2:10:35.960 --> 2:10:40.280]  you know, and again, let's just face it, excuse older, like my parents are not going to
[2:10:40.280 --> 2:10:46.520]  cut off their cable and switch to getting everything through the internet. But it's, you know,
[2:10:46.520 --> 2:10:50.040]  it's no secret that there's an awful lot of people in their 20s, and especially their early
[2:10:50.040 --> 2:10:55.000]  20s who've never, you know, never called a cable company and said come hook me up for, you know,
[2:10:55.000 --> 2:11:03.240]  cable TV and it probably never will, that they just obtain their content legally or illegally
[2:11:03.240 --> 2:11:09.960]  through other means. But it's all ones and zeros for them. Yeah, and I think you make a good point.
[2:11:09.960 --> 2:11:14.520]  I think with these, with the content, with the negotiating with the studios and the TV networks,
[2:11:15.160 --> 2:11:20.360]  it's like Apple having become the gargantuan industry Titan that it is. When it comes to
[2:11:20.360 --> 2:11:25.640]  manufacturing physical things, it's been nothing but a tremendous advantage, you know, the rich
[2:11:25.640 --> 2:11:30.680]  getting richer and that they have these economies of scale where they can corner the market on
[2:11:30.680 --> 2:11:36.760]  components and that they have these state of the art, you know, they can drill single pieces of
[2:11:36.760 --> 2:11:42.520]  aluminum into these shapes that know where the company has the ability to do, you know,
[2:11:42.520 --> 2:11:45.880]  and they're doing it with steel now with the Apple watch, right? Like they're making,
[2:11:45.880 --> 2:11:50.920]  they're doing things with steel for, with Apple watch that are just unprecedented for the mass
[2:11:50.920 --> 2:11:56.920]  market, consumer market. When it comes to the rights for these things though, I think the bigger
[2:11:56.920 --> 2:12:01.880]  Apple gets, the harder it is for them because the more wary all these other companies are,
[2:12:02.680 --> 2:12:06.760]  you know, that like you said, like the music industry is sort of like, whoa, we end up giving these
[2:12:06.760 --> 2:12:10.760]  people so much control over the music industry. Nobody is going to make that mistake now with
[2:12:10.760 --> 2:12:16.760]  movies and TV, like nobody is going to go into a negotiation with Eddie Q and not, you know, have
[2:12:16.760 --> 2:12:22.840]  their hand on their wallet, right? Right. And you can tell when, when Disney and ABC are supposedly,
[2:12:22.840 --> 2:12:31.640]  you know, the ones that also not just jumping on it, and even though Steve and his family
[2:12:31.640 --> 2:12:39.240]  is so involved, that you know that there's actual resistance, usually Disney was the one that jumped
[2:12:39.240 --> 2:12:43.880]  on first for a lot of the initiatives. Yeah, I think that, yeah, I think like ABC had their TV
[2:12:43.880 --> 2:12:49.080]  shows for sale before anybody else. Yeah, like before NBC and CBS at least, it was like ABC and
[2:12:49.080 --> 2:12:54.840]  a bunch of like cable networks and stuff like that. Anything else on your mind before we wrap up?
[2:12:54.840 --> 2:13:00.040]  I think that's good. All right, I've got one thing. I've waited till I, I promised last week on
[2:13:00.040 --> 2:13:06.200]  the show that the live version of the talk show, I'm going to give first crack to people who
[2:13:06.200 --> 2:13:10.840]  listen to the show. I'm not going to post it on during Fireball until some time after the show's
[2:13:10.840 --> 2:13:15.720]  aired. And, you know, look, you had to go through, I don't know how long this show was. Well, how long
[2:13:15.720 --> 2:13:20.600]  was this show? There's at least an hour. We'll find out. Yeah. Yeah, it was at least an hour. So
[2:13:20.600 --> 2:13:24.840]  you've waited through at least an hour. And now here's where you can go. If you want to come,
[2:13:24.840 --> 2:13:27.800]  you're going to be in San Francisco. So the last couple of years, I've done it the same way.
[2:13:27.800 --> 2:13:32.600]  WWDC week, I'm there in San Francisco all week. Monday, you don't want to do it on Monday. Monday
[2:13:32.600 --> 2:13:40.200]  is busy because that's the keynote day Tuesday of WWDC week. This year, that's June 9th.
[2:13:41.560 --> 2:13:48.520]  I will be holding a live version of this podcast at Mezzanine at, I think it's 444 Jesse Street
[2:13:49.080 --> 2:13:54.840]  right across from Blue Bottle Coffee. Great location, just a few blocks, two, three blocks away from
[2:13:54.840 --> 2:13:59.560]  Moscone right in the middle of where all the hotels are six o'clock to nine o'clock
[2:13:59.560 --> 2:14:04.680]  at Mezzanine. Great event. We've been there. This will be our third year at Mezzanine.
[2:14:06.200 --> 2:14:09.560]  We're going to have an open bar. We're going to have somebody who's going to, I forget who's
[2:14:09.560 --> 2:14:12.760]  going to sponsor. We have a bunch of sponsors for it. But somebody's going to sponsor the bar so
[2:14:12.760 --> 2:14:18.360]  you don't have to worry about it. The only downside to the open bar is that therefore requires
[2:14:18.360 --> 2:14:23.320]  you have to be 21 or over to come to the show, which sucks for anybody who's 20 years old or
[2:14:23.320 --> 2:14:28.840]  whatever. So bring ID. But you're going to need tickets too. And it sold out the last couple of years.
[2:14:28.840 --> 2:14:39.560]  So here is where you can go. You get a heads up on getting a ticket. Go to tto. That's ti.tio.tio
[2:14:39.560 --> 2:14:46.920]  slash daring fireball. And you can buy a ticket there for $25. And that will get you into the
[2:14:46.920 --> 2:14:51.560]  show. Remember to bring ID. I think that the confirmation will remind you to bring ID. And it'll be
[2:14:51.560 --> 2:14:58.920]  Tuesday, June 9th at Mezzanine. Do you want to WDC this year, Dan? I'm not. That's a shame.
[2:15:00.120 --> 2:15:04.360]  I need you. Yeah, I haven't gone. I've only gone twice, maybe.
[2:15:06.520 --> 2:15:11.960]  Maybe next year I'll go. I don't know. Here's the thing. So I just started this,
[2:15:13.160 --> 2:15:16.360]  by the way, you haven't told people how to get tickets yet. So don't forget to do that.
[2:15:16.360 --> 2:15:22.440]  No, I did. I said go to tto.com. Oh, that's terrible. Ti ti dot. All right. I wasn't listening.
[2:15:23.800 --> 2:15:28.760]  No, I did say all right. That Tio slash daring fireball. All right. It sounded weird. So I didn't
[2:15:29.560 --> 2:15:35.800]  now. Tito is the, it's a ticketing system created by the, the, the, the geniuses behind the
[2:15:35.800 --> 2:15:41.160]  old conference. Oh, nice. All right. It's a, in my opinion, it's a really great. It's great for me.
[2:15:41.160 --> 2:15:45.400]  It was great for me setting it up. And it's really great. And it gives you like all sorts of cool stuff
[2:15:45.400 --> 2:15:49.800]  like you get, uh, you buy a ticket and then you get a little thing in your email that you can put
[2:15:49.800 --> 2:15:53.080]  in your, uh, past book. And then when you show up at the show, you don't have to have a ticket,
[2:15:53.080 --> 2:15:57.480]  you just open up your past book and, and it will scan you right in. I totally used that
[2:15:57.480 --> 2:16:04.040]  past book on the Apple Watch to buy Starbucks yesterday. And I got a very funny look.
[2:16:04.760 --> 2:16:08.840]  Have you used Apple Pay? Well, yeah, every day. But I do it through my shirt. So no one even
[2:16:08.840 --> 2:16:14.760]  knows what I'm doing. I just kind of rubbed my sleeve up against the Whole Foods, uh, point of sale
[2:16:14.760 --> 2:16:19.080]  and it pays for my food. So that's cool. But, you know, with the past book, it's,
[2:16:19.080 --> 2:16:25.000]  you're scanning a barcode. So there's a very kind of awkward positioning of your arm over their
[2:16:25.000 --> 2:16:30.120]  reader. Uh, it was weird, but it worked. It was cool. I don't know, whatever. I'm not ashamed at this
[2:16:30.120 --> 2:16:37.240]  point. Uh, I'm used, I haven't had a Google Glass moment where I'm like, oh, man, what am I wearing?
[2:16:37.240 --> 2:16:41.880]  You know, even with short sleeves. So I think I'm over it. I think we're cool with that.
[2:16:41.880 --> 2:16:45.960]  Yeah. So we're about three weeks out from WWDC. Yeah. You can get your tickets now.
[2:16:45.960 --> 2:16:53.320]  TI.TO. TI TI TI.TO slash Daring Fireball. And I want to thank, uh, our sponsors,
[2:16:53.320 --> 2:17:00.440]  our sponsors this week are Squarespace, Fracture, igloo, and, uh, automatic great sponsors. Uh,
[2:17:00.440 --> 2:17:07.080]  Dan Fromer, you are, uh, what's your title at the courts? Tech editor, tech editor at
[2:17:07.080 --> 2:17:14.120]  courts. But even better, you don't have to spell it out. Just go to qz.com. Boom. Uh, great domain name.
[2:17:14.120 --> 2:17:18.360]  Mobile first, baby. Uh, you guys are doing good work over there. And what else? Well,
[2:17:18.360 --> 2:17:21.960]  I just want to give a shout out to you. Oh, just, uh, follow me on Twitter. That's where all the good stuff
[2:17:21.960 --> 2:17:29.080]  happens from dome. F R O M E D O M E. Uh, you can go to from dome.com. I have, I post on there,
[2:17:29.080 --> 2:17:34.040]  maybe once a year so you can check that out. But, uh, Twitter is where all the, the fun or
[2:17:34.040 --> 2:17:42.600]  Instagram, whatever, from dome or email me at from dome at AOL.com, which I recently reused.
