[00:00.000 --> 00:02.000]  How is sunny California?
[01:51:34.000 --> 01:51:35.000]  in the middle from both of them.
[01:51:35.000 --> 01:51:40.000]  Yeah. There was, they announced Android Wear 2.0.
[01:51:40.000 --> 01:51:41.000]  Yeah.
[01:51:41.000 --> 01:51:44.000]  Nothing really grabbed me in there,
[01:51:44.000 --> 01:51:49.000]  and they added a keyboard, which I,
[01:51:49.000 --> 01:51:52.000]  I'm sorry, whoever I'm stealing this from,
[01:51:52.000 --> 01:51:53.000]  but somebody on Twitter last night quipped
[01:51:53.000 --> 01:51:57.000]  that they still have a hard time entering
[01:51:57.000 --> 01:52:00.000]  their PIN code on an Apple Watch, you know,
[01:52:00.000 --> 01:52:03.000]  with just a zero to nine keyboard.
[01:52:03.000 --> 01:52:06.000]  I don't have a lot of faith in a full,
[01:52:06.000 --> 01:52:09.000]  QWERTY keyboard on a device this size.
[01:52:09.000 --> 01:52:13.000]  They say Google's pitch is that it's, you know,
[01:52:13.000 --> 01:52:16.000]  you're supposed to use it with the slide typing
[01:52:16.000 --> 01:52:18.000]  and that their machine language will,
[01:52:18.000 --> 01:52:21.000]  their machine learning will, you know, be accurate,
[01:52:21.000 --> 01:52:24.000]  but even during the demo, they got it wrong.
[01:52:24.000 --> 01:52:26.000]  Yeah. Yeah. Yeah.
[01:52:26.000 --> 01:52:28.000]  I mean, like the iPhone is not as easy to type on
[01:52:28.000 --> 01:52:30.000]  as the Mac, but we use it for things that are brief
[01:52:30.000 --> 01:52:32.000]  and important that we don't want to have to go back
[01:52:32.000 --> 01:52:36.000]  to our Mac for, and the Apple Watch significantly,
[01:52:36.000 --> 01:52:40.000]  exponentially harder to interact with than an iPhone,
[01:52:40.000 --> 01:52:42.000]  but you're supposed to use it again for briefer
[01:52:42.000 --> 01:52:43.000]  and even more important things.
[01:52:43.000 --> 01:52:45.000]  You don't even have to pull your iPhone out for,
[01:52:45.000 --> 01:52:46.000]  and it's just not clear to me,
[01:52:46.000 --> 01:52:48.000]  and we're still really early days.
[01:52:48.000 --> 01:52:50.000]  We haven't had a decade of phones and tablets
[01:52:50.000 --> 01:52:52.000]  that, you know, we haven't had decade of watches
[01:52:52.000 --> 01:52:53.000]  like we had phones and tablets
[01:52:53.000 --> 01:52:55.000]  that what that interaction model should be,
[01:52:55.000 --> 01:52:57.000]  but Android Wear 2.0 doesn't look like it,
[01:52:57.000 --> 01:52:59.000]  it moves the needle in any direction significantly.
[01:52:59.000 --> 01:53:01.000]  Yeah, and with this keyboard, I like, I'm not going to,
[01:53:01.000 --> 01:53:03.000]  you know, it's a cardinal rule.
[01:53:03.000 --> 01:53:05.000]  I'm not going to say it's a bad idea without having used it
[01:53:05.000 --> 01:53:07.000]  because who knows, I could be surprised,
[01:53:07.000 --> 01:53:10.000]  but I would certainly wager that it's a terrible idea.
[01:53:10.000 --> 01:53:11.000]  Well, you're not going to be writing
[01:53:11.000 --> 01:53:12.000]  during firewall post lines.
[01:53:12.000 --> 01:53:14.000]  I wouldn't write anything.
[01:53:14.000 --> 01:53:17.000]  I'm convinced that one thing that's true is for wearables,
[01:53:17.000 --> 01:53:21.000]  the only way to get text input is to dictate it.
[01:53:21.000 --> 01:53:23.000]  The only good way.
[01:53:23.000 --> 01:53:27.000]  I just cannot believe that a full QWERTY keyboard on a watch,
[01:53:27.000 --> 01:53:30.000]  even if the watch is, you know, a big watch,
[01:53:30.000 --> 01:53:32.000]  there's no way.
[01:53:32.000 --> 01:53:34.000]  You need like that holographic Tony Stark keyboard
[01:53:34.000 --> 01:53:36.000]  that makes a full size floating above your wrist
[01:53:36.000 --> 01:53:37.000]  that you could type on.
[01:53:37.000 --> 01:53:38.000]  I was trying to keep track.
[01:53:38.000 --> 01:53:41.000]  I think every single person who came on stage at the event
[01:53:41.000 --> 01:53:45.000]  had a Google or an Android Wear watch on.
[01:53:45.000 --> 01:53:47.000]  You have to be watch loyal, John. It's just part of the job.
[01:53:47.000 --> 01:53:50.000]  Well, I'm guessing that since the Apple watch has come out
[01:53:50.000 --> 01:53:53.000]  that there hasn't been a speaker in an Apple event
[01:53:53.000 --> 01:53:55.000]  who's not wearing an Apple watch either.
[01:53:55.000 --> 01:53:58.000]  But to me, it's sort of, I don't know.
[01:53:58.000 --> 01:54:00.000]  There's something about that that rubs me the wrong way.
[01:54:00.000 --> 01:54:03.000]  On both companies.
[01:54:03.000 --> 01:54:05.000]  Yeah, I don't know if we talked about it on this show previously,
[01:54:05.000 --> 01:54:08.000]  but we were joking about are you going to have to be car loyal
[01:54:08.000 --> 01:54:10.000]  because there's people at Apple that love their Porsches
[01:54:10.000 --> 01:54:13.000]  and their Ferraris and are they going to have to leave those at home
[01:54:13.000 --> 01:54:15.000]  and drive the little Apple smart car around
[01:54:15.000 --> 01:54:17.000]  and how happy will they be with that?
[01:54:17.000 --> 01:54:19.000]  And they've got to do it in public the way they're not wearing
[01:54:19.000 --> 01:54:22.000]  their Omegas or Panerais or Rolexes right now,
[01:54:22.000 --> 01:54:24.000]  but they're wearing their Apple watches in public.
[01:54:24.000 --> 01:54:26.000]  Yeah, I don't know.
[01:54:26.000 --> 01:54:33.000]  Well, it's a damn good question. I don't know.
[01:54:33.000 --> 01:54:35.000]  Turn that Ferrari around, sir.
[01:54:35.000 --> 01:54:38.000]  Go back, get your Apple car, and then you can park here.
[01:54:38.000 --> 01:54:41.000]  The last thing I have from my notes was they call it,
[01:54:41.000 --> 01:54:43.000]  I don't know if it was the whole thing,
[01:54:43.000 --> 01:54:50.000]  but I think it's the Daydream, which is their mobile VR on Android phones,
[01:54:50.000 --> 01:54:54.000]  and there's an API so that developers can start writing their own stuff,
[01:54:54.000 --> 01:54:57.000]  and Google didn't announce any sort of hardware
[01:54:57.000 --> 01:54:59.000]  they're actually going to sell,
[01:54:59.000 --> 01:55:02.000]  but they've made a quote-unquote reference design
[01:55:02.000 --> 01:55:07.000]  for how to make a headset that you will put your phone in
[01:55:07.000 --> 01:55:11.000]  and then make it your VR headset.
[01:55:11.000 --> 01:55:14.000]  They did Cardboard previously, which was a really low cost,
[01:55:14.000 --> 01:55:17.000]  and there are versions of that that were sold in the Apple store, I think.
[01:55:17.000 --> 01:55:20.000]  I forget what the name of that really popular kit, ViewMaster or something,
[01:55:20.000 --> 01:55:22.000]  was making a version of that.
[01:55:22.000 --> 01:55:24.000]  All sorts of people did.
[01:55:24.000 --> 01:55:29.000]  I have a relative who works for Kellogg,
[01:55:29.000 --> 01:55:32.000]  and Kellogg even had, the cereal company,
[01:55:32.000 --> 01:55:36.000]  even had a kit that you could put together to make your phone into...
[01:55:36.000 --> 01:55:38.000]  A toy in the jack-in-box.
[01:55:38.000 --> 01:55:40.000]  Yeah, yeah.
[01:55:40.000 --> 01:55:42.000]  I don't know what to make of this.
[01:55:42.000 --> 01:55:47.000]  Is the phone going to be the future of VR?
[01:55:47.000 --> 01:55:49.000]  I don't know.
[01:55:49.000 --> 01:55:56.000]  I do feel like the whole industry is moving in big trends across multiple companies.
[01:55:56.000 --> 01:56:00.000]  The voice-driven assistants, which we've talked about at length before,
[01:56:00.000 --> 01:56:07.000]  and VR and or slash AR, augmented reality.
[01:56:07.000 --> 01:56:09.000]  These things are obviously coming.
[01:56:09.000 --> 01:56:14.000]  On the VR AR front, Apple has been publicly absolutely absent.
[01:56:14.000 --> 01:56:17.000]  There's no way that they're not working on stuff.
[01:56:17.000 --> 01:56:19.000]  They have to be.
[01:56:19.000 --> 01:56:23.000]  It's almost 100% certainty that internally they must be working on something.
[01:56:23.000 --> 01:56:26.000]  But as typical for Apple, they're not going to talk about it
[01:56:26.000 --> 01:56:28.000]  until they have a product ready to announce.
[01:56:28.000 --> 01:56:32.000]  I don't know. This idea of the phone as the thing,
[01:56:32.000 --> 01:56:36.000]  it kind of works because if you have VR goggles on,
[01:56:36.000 --> 01:56:41.000]  you need a display in the goggles that's roughly about the size of a phone,
[01:56:41.000 --> 01:56:44.000]  and a phone isn't that heavy.
[01:56:44.000 --> 01:56:46.000]  But is it the way to go?
[01:56:46.000 --> 01:56:50.000]  Is it the way to go to slide into a pair of...
[01:56:50.000 --> 01:56:52.000]  I don't know.
[01:56:52.000 --> 01:56:55.000]  I think if you want to evangelize the technology,
[01:56:55.000 --> 01:56:58.000]  one of the problems with Google's previous AR attempts, the Google Glass,
[01:56:58.000 --> 01:57:01.000]  is that it was really expensive, and you wore it out in public,
[01:57:01.000 --> 01:57:04.000]  and it just wasn't a good social situation.
[01:57:04.000 --> 01:57:09.000]  And things like Oculus and the HTC Vive are these big elaborate headsets.
[01:57:09.000 --> 01:57:15.000]  You have to put on helmets, and you need a really powerful PC to run them.
[01:57:15.000 --> 01:57:17.000]  That's just not available to mainstream.
[01:57:17.000 --> 01:57:20.000]  This way, Samsung did it with the Samsung Galaxy Gear,
[01:57:20.000 --> 01:57:23.000]  or just the Samsung Gear. I think it's Galaxy Gear anyway.
[01:57:23.000 --> 01:57:26.000]  You put the phone on, and you put the goggles on, and you're doing it.
[01:57:26.000 --> 01:57:28.000]  And that at least is accessible to anybody who has a phone
[01:57:28.000 --> 01:57:31.000]  and a few dollars extra for the case that holds it on your head.
[01:57:31.000 --> 01:57:36.000]  And I don't know if wearing something on your head is the end point for VR, AR,
[01:57:36.000 --> 01:57:39.000]  or if it's just going to become a pervasive layer in our lives
[01:57:39.000 --> 01:57:42.000]  that's projected on services around us.
[01:57:42.000 --> 01:57:48.000]  But if you do want to get people into looking at VR displays,
[01:57:48.000 --> 01:57:51.000]  this is the cheapest way you can get it to as many people as possible,
[01:57:51.000 --> 01:57:54.000]  and at least introduce the technology into our culture.
[01:57:54.000 --> 01:57:59.000]  I guess so, but do you think Apple would go down this route?
[01:57:59.000 --> 01:58:00.000]  No.
[01:58:00.000 --> 01:58:02.000]  No. I don't either.
[01:58:02.000 --> 01:58:05.000]  I can't see Apple doing something like this.
[01:58:05.000 --> 01:58:08.000]  Although everybody's doing it, so maybe? I don't know.
[01:58:08.000 --> 01:58:10.000]  I guess I wouldn't be shocked if they had that.
[01:58:10.000 --> 01:58:14.000]  But Apple AR, VR could be the HUD display in their car.
[01:58:14.000 --> 01:58:16.000]  There's so many ways.
[01:58:16.000 --> 01:58:18.000]  When you think about current display technology,
[01:58:18.000 --> 01:58:20.000]  the display technology doesn't matter anymore.
[01:58:20.000 --> 01:58:24.000]  I have an OLED display on my wrist, and I have an LCD display in my hand,
[01:58:24.000 --> 01:58:26.000]  but that's the last thing I really think about.
[01:58:26.000 --> 01:58:28.000]  They're just ways of displaying information,
[01:58:28.000 --> 01:58:31.000]  and maybe Apple will figure that out for this as well.
[01:58:31.000 --> 01:58:34.000]  It's an interesting contrast with Oculus,
[01:58:34.000 --> 01:58:38.000]  because Oculus is sort of going the high-end route.
[01:58:38.000 --> 01:58:45.000]  To drive an Oculus, my understanding is you effectively need the power of a gaming PC.
[01:58:45.000 --> 01:58:49.000]  Yeah, absolutely, and famously they complained that a Mac won't drive it,
[01:58:49.000 --> 01:58:52.000]  at least not any standard Mac on the market will drive it.
[01:58:52.000 --> 01:58:55.000]  I preordered the Oculus. I haven't received it because it's been delayed.
[01:58:55.000 --> 01:58:57.000]  My friend Georgia preordered the HTC Vive, and she hasn't got it yet
[01:58:57.000 --> 01:58:59.000]  because it's been delayed either,
[01:58:59.000 --> 01:59:02.000]  but both of those require significant computer investments.
[01:59:02.000 --> 01:59:05.000]  You're easily talking over $1,000 to just get into the entry level of these things.
[01:59:05.000 --> 01:59:10.000]  Right. It's really high-end gaming PC-caliber graphics to drive it.
[01:59:10.000 --> 01:59:16.000]  From what I've seen, again, you really have to wear the goggles to really get the full effect,
[01:59:16.000 --> 01:59:21.000]  and Oculus is obviously producing much better graphics than what Google was showing with Daydream.
[01:59:21.000 --> 01:59:23.000]  I was watching someone put on the Vive,
[01:59:23.000 --> 01:59:26.000]  and it looked almost like the first Iron Man movie where they were holding their heads up
[01:59:26.000 --> 01:59:29.000]  and things were going in their hands, and the thing was going on their head,
[01:59:29.000 --> 01:59:32.000]  and the cables were being tightened.
[01:59:32.000 --> 01:59:35.000]  Maybe PlayStation VR will be easier because people who have PlayStation won't be able to game it.
[01:59:35.000 --> 01:59:40.000]  Wait, you mean the Iron Man one where Tony Stark made it in the cave?
