[00:00.000 --> 00:01.000]  So where to start?
[2:10:01.520 --> 2:10:06.080]  because, you know, those things as, as cool as they are, they don't, they don't come across anywhere
[2:10:06.080 --> 2:10:12.160]  near the lines that Apple draws. Well, on the other hand, though, I do think, to take a
[2:10:12.160 --> 2:10:20.160]  devil's advocate position, you do, we do have far more, far richer variety of, of outside the
[2:10:20.160 --> 2:10:28.800]  bounds of the stock factory OS productivity software on Mac than we do iOS. Yes. The difference is
[2:10:28.800 --> 2:10:35.760]  that iOS is starting with this foundation of, we Apple are promising you that nothing you install
[2:10:35.760 --> 2:10:42.160]  from the App Store is going to do something like run away in the background or, you know,
[2:10:42.160 --> 2:10:48.960]  be hard to uninstall. If you don't like it, you know, that you, you know, whereas the, the risks
[2:10:48.960 --> 2:10:54.560]  you take on the Mac of allowing anything and everything that you can download outside the App Store
[2:10:54.560 --> 2:10:59.520]  is that you have utilities that can be hard to uninstall. I tried to install,
[2:10:59.520 --> 2:11:04.000]  uninstall Blackberry Connect and it was a nightmare. It's, you know, it's always, and I think it's
[2:11:04.000 --> 2:11:08.800]  less of a problem than it used to be, but it's always been a problem and that you might add uncertainty.
[2:11:08.800 --> 2:11:13.280]  And if you feel like, you know, like a non-technical user, like we know that if the fans running on
[2:11:13.280 --> 2:11:17.600]  your computer and you don't think it should be, you can go to activity monitor or up there to the
[2:11:17.600 --> 2:11:22.160]  battery menu and it'll tell you, you know, in recent versions, who's, you know, which app is using
[2:11:22.160 --> 2:11:29.040]  excessive power? You know, but it's, it can be, it can be confusing to a typical user. They don't
[2:11:29.040 --> 2:11:34.160]  know to do those things. And what if it's some app that they've never heard of because it's, you know,
[2:11:34.160 --> 2:11:39.040]  the helper app for another app? It's a faceless background app that doesn't, doesn't even show up
[2:11:39.040 --> 2:11:45.840]  in their doc. Well, then what do they do? You know, iOS has this promise of we're, you're never
[2:11:45.840 --> 2:11:50.800]  going to have to worry about those things. And, you know, part of that promise, it only happens if,
[2:11:50.800 --> 2:11:55.280]  if everything goes through an App Store review process, which is why to install the keyboard,
[2:11:55.280 --> 2:11:58.800]  you go to download an app. And even though that app does absolutely nothing once you download
[2:11:58.800 --> 2:12:02.960]  it. And if you delete it, the keyboard goes away. It's still the same mechanism to deliver all
[2:12:02.960 --> 2:12:07.520]  the new features that they're adding. And it's an interesting problem to solve. And I think, you
[2:12:07.520 --> 2:12:12.560]  know, I, I use pcalc the widget all the time. I bear, sorry James, I barely launched pcalc anymore
[2:12:12.560 --> 2:12:17.360]  because a widget is just enough almost all the time. And I use drafts and I use transmit and I love
[2:12:17.360 --> 2:12:21.920]  all these features. And I'm happy that Apple reversed the stuff. I just think that it's worth
[2:12:21.920 --> 2:12:26.400]  breaking down the process that happens because more you understand it. Did drafts get everything back?
[2:12:26.400 --> 2:12:31.600]  Yes. Well, I did, I wasn't aware of that. I knew that they, that they had had some, you know,
[2:12:31.600 --> 2:12:34.640]  the same type of issues. Yeah, well, that's good to know. The only thing that was rejected
[2:12:34.640 --> 2:12:38.320]  outright was the launch, the app launcher, because Apple really doesn't believe that other
[2:12:38.320 --> 2:12:41.440]  things should launch apps. And the guy who tried, there was a rule, it says you couldn't have
[2:12:41.440 --> 2:12:45.440]  keyboards and widgets. So the guy basically drew his own instead of invoking the built-in one and
[2:12:45.440 --> 2:12:49.440]  that was still rejected. Yeah, I think it comes down to my, all right, I forget I was arguing
[2:12:49.440 --> 2:12:54.960]  earlier words, you have to err on one side or the other. And that at least with iOS, Apple's going
[2:12:54.960 --> 2:13:05.040]  to continue to err on the side of being a little too strict. And, you know, the side effect of that,
[2:13:05.600 --> 2:13:13.840]  I like the benefit of that is that abusive software isn't going to, it's less likely to slip
[2:13:13.840 --> 2:13:20.000]  through. Yeah. The downside to it is, like you said, sometimes it's going to take some ugly
[2:13:20.000 --> 2:13:26.640]  airing of dirty laundry, public airing of dirty laundry to get it sufficiently, you know,
[2:13:26.640 --> 2:13:30.240]  looked at by a high enough level person. And I think, I don't want to call it a problem,
[2:13:30.240 --> 2:13:34.240]  but I think the sign of the change is that, you know, Craig Federicki, he skews more towards
[2:13:34.240 --> 2:13:39.840]  geeky than Scott Forestold. I mean, it was hard to get AirDrop on the iPhone. And now we have,
[2:13:39.840 --> 2:13:44.640]  you know, extensibility and continuity. An app store review hasn't changed the way software
[2:13:44.640 --> 2:13:49.360]  development has changed. You know, they're, they're still very much the organization they were
[2:13:49.360 --> 2:13:53.120]  back in the forest all year. And there's going to be some tension until that's worked out. As we
[2:13:53.120 --> 2:13:57.040]  get geekier features, we're going to, the iPhone was not made for geeks. It was made for
[2:13:57.040 --> 2:14:01.040]  app for mainstream people. It was a smartphone that everybody could use, but, you know, geeks loved it
[2:14:01.040 --> 2:14:05.440]  as well. And now it's becoming a phone that that works great for geeks because of these features.
[2:14:05.440 --> 2:14:10.240]  And I think app, app review is going to have to evolve the way software has. Yeah, totally agree.
[2:14:12.880 --> 2:14:16.480]  All right. I think that's, our catch is up. I think that's our year in review. Good year.
[2:14:16.480 --> 2:14:23.120]  Yeah, it was. Excited about next year? I can't wait. Everything from the Apple watch to the
[2:14:23.120 --> 2:14:28.880]  theoretically larger iPad to the new features. We'll see with it. I'm an iOS 9. I think it's going
[2:14:28.880 --> 2:14:33.360]  to be a great year. I think it's good. I think one thing is for sure. I think one thing when we,
[2:14:33.360 --> 2:14:39.280]  if we look back a year from now on 2015, I think the first half of 2015 is going to be a lot
[2:14:39.280 --> 2:14:42.720]  more interesting than the first half of 2014. Yeah, it's going to be hard in back. I think to the
[2:14:42.720 --> 2:14:47.520]  first year, I wouldn't be surprised if the first year, the first part of 2015 is very similar
[2:14:47.520 --> 2:14:51.840]  to the first part of 2010 and the eye watch is similar to the launch of the original iPad. Yeah,
[2:14:51.840 --> 2:14:57.600]  I do. Because I, you know, just off the top of my head, I expect both a bigger iPad and the watch
[2:14:57.600 --> 2:15:02.560]  in the first half. Yeah. Whether they come at the same event or not, I don't know, but, you know,
[2:15:02.560 --> 2:15:06.720]  I think they're both coming sort of before. I just don't know if the Apple TV will come with them
[2:15:06.720 --> 2:15:12.320]  where that's still in the garage. You know, honestly, no idea wouldn't be surprised. It would be huge
[2:15:12.320 --> 2:15:19.920]  if they did all three in the first half. That'd be almost unprecedented. And it just, as I'm not
[2:15:19.920 --> 2:15:25.440]  to try to, you know, err on the side of getting too excited, but it would kind of make sense in the
[2:15:25.440 --> 2:15:32.560]  context of Tim Cook's previous, you know, maybe over-promising of what they were going to deliver in
[2:15:32.560 --> 2:15:39.120]  2014 that some of these things, you know, maybe got bumped, you know, you know, Apple Pay and
[2:15:41.760 --> 2:15:46.560]  Apple Watch count as the plural new product categories.
[2:15:48.640 --> 2:15:52.960]  But it does seem like when he first started talking about that, I expected a little bit more,
[2:15:52.960 --> 2:15:56.560]  like maybe one more thing for 2014. Yeah, I don't know if you heard the same thing I did,
[2:15:56.560 --> 2:15:59.680]  but the Apple TV sounded like last spring and then it sounded like this fall and then it sounds like
[2:15:59.680 --> 2:16:03.520]  next spring. And it sounds like that's that's a bigger job than people thought it was originally
[2:16:03.520 --> 2:16:12.720]  going to be. Yeah, I definitely heard back at June and WWDC that it was maybe originally thought
[2:16:12.720 --> 2:16:17.680]  that it would come up before the end of 2014, but even back at June, it was no way. It's not even
[2:16:17.680 --> 2:16:22.720]  not even feasible for it to be a 2014 thing. I'm happy with that. I mean, I liked it when Apple
[2:16:22.720 --> 2:16:26.240]  had products spread across the year. I find everything coming in fall just quite a lot to deal with.
[2:16:26.240 --> 2:16:30.880]  Yeah, well, and the other thing too, that I think made it impossible and it's not even to get in
[2:16:30.880 --> 2:16:35.040]  any details of it, but it's just the simple fact that if it doesn't ship by October, it doesn't
[2:16:35.040 --> 2:16:39.920]  ship that year. Yes, that November and December don't count because they can. They're just too late
[2:16:39.920 --> 2:16:44.160]  for the holiday season. Absolutely. That if it can't be announced in October, it doesn't get
[2:16:44.160 --> 2:16:49.760]  announced till 2015 and it doesn't get announced in 2015, it's probably like more like February
[2:16:49.760 --> 2:16:53.840]  than January. Yeah, and we'd start to see signs already. I mean, if any of those products were
[2:16:53.840 --> 2:16:58.800]  like January, February, we'd start seeing things moving. Yeah, like November, December, January,
[2:16:58.800 --> 2:17:03.200]  not that Apple doesn't get work done, but products don't get slated for release in those months.
[2:17:04.080 --> 2:17:08.880]  All right, Renee, more people can find out more, see your great work at imore, of course,
[2:17:08.880 --> 2:17:14.640]  imore.com. What are your podcasts? List your podcasts. I have debug with Guy English. We talk to
