[00:00.000 --> 00:02.000]  fashionably late as always.
[2:51:25.000 --> 2:51:27.000]  Where like somebody will say something
[2:51:27.000 --> 2:51:29.000]  and you want to jump in and you know,
[2:51:29.000 --> 2:51:31.000]  either correct something they said was wrong
[2:51:31.000 --> 2:51:35.000]  or point out the logical conclusion of where this is going.
[2:51:35.000 --> 2:51:37.000]  And the thing that makes ATP my favorite show
[2:51:37.000 --> 2:51:40.000]  is that you're always there to do it.
[2:51:40.000 --> 2:51:41.000]  And it's so satisfying.
[2:51:41.000 --> 2:51:43.000]  Like I'll think, oh, I gotta write to these guys
[2:51:43.000 --> 2:51:45.000]  and tell them that reminds me of something.
[2:51:45.000 --> 2:51:48.000]  And as soon as you have a chance to jump in,
[2:51:48.000 --> 2:51:50.000]  nine times out of 10, you say exactly what it is
[2:51:50.000 --> 2:51:52.000]  that I was hoping somebody would say.
[2:51:52.000 --> 2:51:53.000]  Yeah.
[2:51:53.000 --> 2:51:54.000]  I cut both ways.
[2:51:54.000 --> 2:51:56.000]  I was just complaining one of the after shows recently.
[2:51:56.000 --> 2:51:57.000]  I think I tweeted you about it.
[2:51:57.000 --> 2:52:00.000]  Like when you're talking about the 16 gigs of flash
[2:52:00.000 --> 2:52:02.000]  which we didn't get to talk about in the iOS devices
[2:52:02.000 --> 2:52:05.000]  and how this terrible, like we recorded an ATP
[2:52:05.000 --> 2:52:08.000]  and I called that move like a punitive move
[2:52:08.000 --> 2:52:09.000]  in Apple's part.
[2:52:09.000 --> 2:52:12.000]  And then you, before we could post our show,
[2:52:12.000 --> 2:52:14.000]  you either posted a blog post about it
[2:52:14.000 --> 2:52:16.000]  where you called it punitive or released a podcast
[2:52:16.000 --> 2:52:17.000]  about it where you called it punitive.
[2:52:17.000 --> 2:52:18.000]  And it's like, God damn it.
[2:52:18.000 --> 2:52:20.000]  Like it says it's for both same thing,
[2:52:20.000 --> 2:52:22.000]  but yours got out first.
[2:52:22.000 --> 2:52:23.000]  But yeah.
[2:52:23.000 --> 2:52:25.000]  I know the feel like again,
[2:52:25.000 --> 2:52:27.000]  when I hear you on podcast,
[2:52:27.000 --> 2:52:28.000]  I think the same thing.
[2:52:28.000 --> 2:52:31.000]  Like we tend to think and say the same things.
[2:52:31.000 --> 2:52:33.000]  And then it's like half the time,
[2:52:33.000 --> 2:52:35.000]  you're excited to hear the other person
[2:52:35.000 --> 2:52:36.000]  chiming in with what you would have said
[2:52:36.000 --> 2:52:37.000]  if you're there.
[2:52:37.000 --> 2:52:38.000]  And the other half the time,
[2:52:38.000 --> 2:52:40.000]  you're like, I was just thinking that.
[2:52:40.000 --> 2:52:42.000]  I'm a bit credit for that idea.
[2:52:42.000 --> 2:52:44.000]  We shouldn't go on long about it,
[2:52:44.000 --> 2:52:46.000]  but we could talk about the 16 gig thing quickly.
[2:52:46.000 --> 2:52:49.000]  But I think if you want to stop dancing around
[2:52:49.000 --> 2:52:51.000]  the elephant room,
[2:52:51.000 --> 2:52:52.000]  I think the bottom line is,
[2:52:52.000 --> 2:52:54.000]  and I think you guys even mentioned this,
[2:52:54.000 --> 2:52:56.000]  what it all comes down to is it is a fear
[2:52:56.000 --> 2:53:00.000]  in the back of our heads that this is a Tim Cook thing.
[2:53:00.000 --> 2:53:02.000]  Because it really only makes sense.
[2:53:02.000 --> 2:53:04.000]  I think it makes perfect sense.
[2:53:04.000 --> 2:53:07.000]  If you're staring at a spreadsheet of component costs
[2:53:07.000 --> 2:53:10.000]  and profit margins
[2:53:10.000 --> 2:53:14.000]  and the combined net with a projection
[2:53:14.000 --> 2:53:19.000]  of how a 1664 128 spread
[2:53:19.000 --> 2:53:23.000]  would push X number of people to get 64
[2:53:23.000 --> 2:53:25.000]  instead of the lower price model
[2:53:25.000 --> 2:53:29.000]  than in a 3264 128 scenario.
[2:53:29.000 --> 2:53:31.000]  From a spreadsheet perspective,
[2:53:31.000 --> 2:53:33.000]  it makes perfect sense.
[2:53:33.000 --> 2:53:35.000]  I completely understand every aspect of it.
[2:53:35.000 --> 2:53:37.000]  But in every other way,
[2:53:37.000 --> 2:53:40.000]  it is, to me, it's a bone-headed mistake.
[2:53:40.000 --> 2:53:42.000]  But Tim Cook's the same guy going on all the talk shows
[2:53:42.000 --> 2:53:44.000]  and TV stations and talking about how Apple
[2:53:44.000 --> 2:53:46.000]  doesn't do moves that are short-term.
[2:53:46.000 --> 2:53:48.000]  It's not looking for short-term stock market game.
[2:53:48.000 --> 2:53:50.000]  It's long-term thinking of whatever.
[2:53:50.000 --> 2:53:51.000]  So he's saying all the right things,
[2:53:51.000 --> 2:53:53.000]  but sometimes people just make mistakes.
[2:53:53.000 --> 2:53:54.000]  And like I said,
[2:53:54.000 --> 2:53:58.000]  I'm talking about this decision to go with the 1664 128.
[2:53:58.000 --> 2:54:00.000]  This decision was made a long time ago.
[2:54:00.000 --> 2:54:03.000]  And I think by now, when they're having the meetings
[2:54:03.000 --> 2:54:06.000]  about like iOS 8 adoption and storage space and stuff like that,
[2:54:06.000 --> 2:54:08.000]  hopefully they're going to correct for it.
[2:54:08.000 --> 2:54:09.000]  They're not perfect.
[2:54:09.000 --> 2:54:10.000]  They make mistakes.
[2:54:10.000 --> 2:54:12.000]  I think they maybe just miscalculated.
[2:54:12.000 --> 2:54:15.000]  They were dazzled by all the things that you mentioned.
[2:54:15.000 --> 2:54:17.000]  Look at how we can push people up to the product line
[2:54:17.000 --> 2:54:21.000]  and in exchange, do we think there are any downsides to the 16?
[2:54:21.000 --> 2:54:24.000]  And they were able to convince themselves that the downsides
[2:54:24.000 --> 2:54:25.000]  weren't that big of a deal.
[2:54:25.000 --> 2:54:29.000]  But that still sawing 16s and still sawing the A5
[2:54:29.000 --> 2:54:31.000]  with no way for developers to exclude it,
[2:54:31.000 --> 2:54:33.000]  I think the meetings they're having now,
[2:54:33.000 --> 2:54:35.000]  hopefully they're discussing these things and saying,
[2:54:35.000 --> 2:54:37.000]  going forward for the next set of things,
[2:54:37.000 --> 2:54:39.000]  let's not make this particular mistake again.
[2:54:39.000 --> 2:54:41.000]  Let's remedy this.
[2:54:41.000 --> 2:54:43.000]  There's a big lag time on this type of thing.
[2:54:43.000 --> 2:54:45.000]  Again, when they came out with that same range
[2:54:45.000 --> 2:54:46.000]  and when they came out with the iPads
[2:54:46.000 --> 2:54:47.000]  and it was the same range,
[2:54:47.000 --> 2:54:49.000]  it's not like they can learn that lesson between like,
[2:54:49.000 --> 2:54:52.000]  it's just there is a long turnaround time this
[2:54:52.000 --> 2:54:56.000]  and I'm hoping that this is not like a,
[2:54:56.000 --> 2:54:58.000]  like them being duplicitous about the philosophy
[2:54:58.000 --> 2:55:01.000]  but merely a mistake that they will correct going forward.
[2:55:01.000 --> 2:55:02.000]  I hope so.
[2:55:02.000 --> 2:55:04.000]  Because my fear is if they don't go to 32 next year
[2:55:04.000 --> 2:55:06.000]  then they're already going to be too late with 32
[2:55:06.000 --> 2:55:08.000]  and when they do go to 32,
[2:55:08.000 --> 2:55:10.000]  it's already going to be 32 is too little.
[2:55:10.000 --> 2:55:13.000]  And the thing is, it's on them to get this right
[2:55:13.000 --> 2:55:16.000]  because they're the company that does not add an SD card slot
[2:55:16.000 --> 2:55:18.000]  to their iOS devices.
[2:55:18.000 --> 2:55:20.000]  So they really, and you can't upgrade it
[2:55:20.000 --> 2:55:22.000]  and so like they really need, they really need to get this right.
[2:55:22.000 --> 2:55:26.000]  And they're doing things like making cameras that shoot.
[2:55:26.000 --> 2:55:28.000]  Yeah, 1080p video.
[2:55:28.000 --> 2:55:31.000]  Really, really credible 1080p video.
[2:55:31.000 --> 2:55:32.000]  Like really good.
[2:55:32.000 --> 2:55:34.000]  Like you're not going to regret that, you know,
[2:55:34.000 --> 2:55:38.000]  this is your footage of your, you know,
[2:55:38.000 --> 2:55:39.000]  son's first birthday.
[2:55:39.000 --> 2:55:41.000]  And time lapse and burst mode.
[2:55:41.000 --> 2:55:44.000]  Like there's so many ways you can fill up that storage real fast.
[2:55:44.000 --> 2:55:45.000]  Right.
[2:55:45.000 --> 2:55:48.000]  But 41 megapixel panoramic images.
[2:55:48.000 --> 2:55:49.000]  Which is great.
[2:55:49.000 --> 2:55:51.000]  But which are huge.
[2:55:51.000 --> 2:55:52.000]  Yeah, it's like count.
[2:55:52.000 --> 2:55:54.000]  It's just, yeah.
[2:55:54.000 --> 2:55:57.000]  It's the, I remember this was the most recent episode of the one before.
[2:55:57.000 --> 2:55:59.000]  But it's like the, and you mentioned it
[2:55:59.000 --> 2:56:01.000]  when you were talking about how like this is the type of device
[2:56:01.000 --> 2:56:02.000]  where you have to give caveats.
[2:56:02.000 --> 2:56:03.000]  We can tell people to buy it.
[2:56:03.000 --> 2:56:04.000]  Yeah.
[2:56:04.000 --> 2:56:06.000]  It's like all of us told people who wanted to buy Macs
[2:56:06.000 --> 2:56:08.000]  back when Macs were first becoming popular.
[2:56:08.000 --> 2:56:10.000]  We just always tell them back in the day.
[2:56:10.000 --> 2:56:11.000]  Like you can go get a power book.
[2:56:11.000 --> 2:56:12.000]  They're really awesome.
[2:56:12.000 --> 2:56:13.000]  But make sure you upgrade the RAM.
[2:56:13.000 --> 2:56:15.000]  They say, really do I need to upgrade them like trust me by default.
[2:56:15.000 --> 2:56:17.000]  It comes with an amount of RAM that is ridiculous.
[2:56:17.000 --> 2:56:19.000]  No, and, and we also used to tell them to get a third party RAM
[2:56:19.000 --> 2:56:21.000]  because Apple used to charge you a ton for it.
[2:56:21.000 --> 2:56:23.000]  Like those stupid caveats they used to tell,
[2:56:23.000 --> 2:56:25.000]  how many years did we spend telling people
[2:56:25.000 --> 2:56:27.000]  upgrade the RAM don't buy Apple's RAM by third party?
[2:56:27.000 --> 2:56:30.000]  It added a complication and a caveat to a recommendation
[2:56:30.000 --> 2:56:32.000]  that made it scarier for people.
[2:56:32.000 --> 2:56:33.000]  Yeah.
[2:56:33.000 --> 2:56:36.000]  And now that, that type of thing is creeping back in where like,
[2:56:36.000 --> 2:56:37.000]  don't, don't buy the 16s.
[2:56:37.000 --> 2:56:38.000]  You're going to regret it.
[2:56:38.000 --> 2:56:40.000]  If you're asking me advice on which one you should buy
[2:56:40.000 --> 2:56:43.000]  or the type of person who should not buy the 16,
[2:56:43.000 --> 2:56:45.000]  trust me, save money for a couple more months
[2:56:45.000 --> 2:56:47.000]  and get the, you know, 64.
[2:56:47.000 --> 2:56:49.000]  Yeah, I, I just can't, I don't know.
[2:56:49.000 --> 2:56:51.000]  It just, or irks me that there's,
[2:56:51.000 --> 2:56:54.000]  and it doesn't bother me quite as much that like the lower end
[2:56:54.000 --> 2:56:56.000]  models that the old, I, you know, I've had,
[2:56:56.000 --> 2:56:59.000]  uh, minis are 16.
[2:56:59.000 --> 2:57:02.000]  But it really irks me that the new top of the line one
[2:57:02.000 --> 2:57:03.000]  starts at 16.
[2:57:03.000 --> 2:57:04.000]  Yeah.
[2:57:04.000 --> 2:57:06.000]  Like this, though, there's, there's an unsafe model to buy
[2:57:06.000 --> 2:57:08.000]  in the flagship iPhone 6.
[2:57:08.000 --> 2:57:12.000]  Right. Like people who are only going to spend $299 on their iPad
[2:57:12.000 --> 2:57:15.000]  are kind of, I'm sure going into it with eyes wide open that they
[2:57:15.000 --> 2:57:18.000]  know they're not getting the best and that they're, you know,
[2:57:18.000 --> 2:57:20.000]  that there's going to be some limits.
[2:57:20.000 --> 2:57:23.000]  Whereas anybody buying a new iPad Air 2,
[2:57:23.000 --> 2:57:27.000]  uh, I think that they should feel confident that no matter which one they
[2:57:27.000 --> 2:57:30.000]  get, that it's, it's a good, it's, you know, good,
[2:57:30.000 --> 2:57:31.000]  better best not.
[2:57:31.000 --> 2:57:33.000]  And, and RAM is the same thing.
[2:57:33.000 --> 2:57:35.000]  Like when they used to sell Mac models with two little RAMs,
[2:57:35.000 --> 2:57:37.000]  like you're only hurting your own image app because there was
[2:57:37.000 --> 2:57:40.000]  nothing worse than a Mac with a spinning disk and two little RAM.
[2:57:40.000 --> 2:57:41.000]  Yeah.
[2:57:41.000 --> 2:57:42.000]  And it just didn't get better.
[2:57:42.000 --> 2:57:45.000]  Memory compression was the perhaps the only bump that actually made like the
[2:57:45.000 --> 2:57:46.000]  RAM usage to get better.
[2:57:46.000 --> 2:57:47.000]  Right.
[2:57:47.000 --> 2:57:50.000]  But every other thing, like three OS versions from now,
[2:57:50.000 --> 2:57:52.000]  that RAM is going to be even worse.
[2:57:52.000 --> 2:57:54.000]  At least you could upgrade the RAM until it started soldering it on.
[2:57:54.000 --> 2:57:56.000]  And once it did start soldering around, I was glad that they bumped
[2:57:56.000 --> 2:57:58.000]  everybody up to 16 minimum and everything.
[2:57:58.000 --> 2:58:00.000]  Like they're finally getting on the ball on that.
[2:58:00.000 --> 2:58:01.000]  But now they just dropped the ball.
[2:58:01.000 --> 2:58:02.000]  Yeah.
[2:58:02.000 --> 2:58:03.000]  And it's, it's like I've been writing that it's,
[2:58:03.000 --> 2:58:04.000]  it's like a brand thing.
[2:58:04.000 --> 2:58:06.000]  And it's, you can't measure that on the spreadsheet.
[2:58:06.000 --> 2:58:09.000]  But the RAM thing with Macs, like, and I know on the ATP use,
[2:58:09.000 --> 2:58:11.000]  it's like four, four megabytes of RAM.
[2:58:11.000 --> 2:58:12.000]  Which shows how old the problem.
[2:58:12.000 --> 2:58:15.000]  I remember when four, four megabytes of RAM was the baseline.
[2:58:15.000 --> 2:58:19.000]  And it was years past where anybody else in the industry had gone
[2:58:19.000 --> 2:58:23.000]  to like 16.
[2:58:23.000 --> 2:58:27.000]  But I think even to this day, all the way from the era when,
[2:58:27.000 --> 2:58:30.000]  when they were selling Macs with only four megabytes,
[2:58:30.000 --> 2:58:35.000]  megabytes of RAM to today, that helped fuel the image that
[2:58:35.000 --> 2:58:38.000]  so many people have that Apple price gouges people.
[2:58:38.000 --> 2:58:42.000]  Because everybody was told you have to upgrade the RAM.
[2:58:42.000 --> 2:58:43.000]  And don't buy it from Apple.
[2:58:43.000 --> 2:58:44.000]  Don't buy it from Apple.
[2:58:44.000 --> 2:58:46.000]  Go to crucial or, you know, somebody like that.
[2:58:46.000 --> 2:58:49.000]  And then get someone to install it or all in store it for you.
[2:58:49.000 --> 2:58:51.000]  And feel like you're breaking your brand new machine
[2:58:51.000 --> 2:58:54.000]  because you'd have to do this thing that made a snap, you know,
[2:58:54.000 --> 2:58:56.000]  it never felt good.
[2:58:56.000 --> 2:59:00.000]  But when, you know, and you go and you'd say like,
[2:59:00.000 --> 2:59:02.000]  go to crucial, crucial has great RAM.
[2:59:02.000 --> 2:59:04.000]  You'd Google some reviews and everybody would say,
[2:59:04.000 --> 2:59:06.000]  crucial sells high quality RAM.
[2:59:06.000 --> 2:59:08.000]  This is good, these are good memory chips.
[2:59:08.000 --> 2:59:12.000]  And then you see that you are saving $600 versus what Apple would charge you
[2:59:12.000 --> 2:59:13.000]  for the same amount of RAM.
[2:59:13.000 --> 2:59:17.000]  And it's actually, it was actually true that Apple was price gouging you.
