[00:00.000 --> 00:01.440]  Hello
[02:37:54.820 --> 02:38:01.820]  And he'll never hear from a reader that it was junking up the site. He just doesn't care. And that's why the slippery slope happens.
[02:38:01.820 --> 02:38:16.820]  Yep. That's a great, great story. Well, an interesting story. It's a very sad, bad story. The last factor in all of this is this, and we've been going on a long time, but I've been off for a while.
[02:38:16.820 --> 02:38:26.820]  But to wrap this up, is the mobile versus desktop web disparity. And Mary Meeker's slide, let me make a note to see if I can link to that.
[02:38:26.820 --> 02:38:39.820]  But her slide on the amount of time people spend on various medias, TV, print, stuff like that, versus the amount percentage of the percentage of their time they spend on them versus the percentage of advertising that is devoted to them.
[02:38:39.820 --> 02:38:59.820]  It is shown ever since she's been doing it that new stuff is underrepresented by ads early, and then eventually it catch it inevitably catches up. It's almost like Moneyball where eventually the advertisers realize that we can we can underpay for what it's worth on this new thing and get more bang for our buck than the existing ones.
[02:38:59.820 --> 02:39:10.820]  And the graph shows that the amount of time people spend on TV corresponds closely to the amount of money spent on TV advertising. The amount of time people spend with print corresponds pretty closely to how much time they spend on it.
[02:39:10.820 --> 02:39:17.820]  And in the early days of the web, like you said, it was not even five years ago, not even the early days, like five years ago, that wasn't true.
[02:39:17.820 --> 02:39:31.820]  And it has, in her slide this year, it's caught up. Oh, TV is totally screwed, by the way. That's the other part of that. Everybody's realized that TV is not worth it, and so TV advertising is going to go in the hole as a part of it.
[02:39:31.820 --> 02:39:48.820]  Except for, and again, I think it's probably going to be one of those upside down smiles where like the big name sports are still going to be live. NFL is going to be fine. The Oscars are going to be fine.
[02:39:48.820 --> 02:39:55.820]  You know, episodes of 30 minute sitcoms are going to be in big trouble.
[02:39:55.820 --> 02:40:05.820]  But the big thing that she showed, though, is that there's a big disparity with mobile and desktop. And mobile is consuming, I think, about as much time as the desktop web.
[02:40:05.820 --> 02:40:15.820]  But it's way underrepresented. She said, I think her number was something like $35 or $40 billion a hole between how much money should be being spent.
[02:40:15.820 --> 02:40:23.820]  If you say that, you know, all time should be represented by advertising equally. And like you said, even just five years ago, the desktop web was there.
[02:40:23.820 --> 02:40:33.820]  Video, too, goes into that where people are watching video and the percentage of video advertising is nothing compared to where the people are is not where the advertising is in mobile and video.
[02:40:33.820 --> 02:40:39.820]  Yeah, absolutely not. And that's really going to come with kids because, I mean, it's it.
[02:40:39.820 --> 02:40:42.820]  We both have, is Jonah still 10?
[02:40:42.820 --> 02:40:43.820]  He's 11.
[02:40:43.820 --> 02:40:48.820]  He just turned 11. Yeah, he's a little bit older than Julian. So we have 10 11 year old kids, and then my daughter's 13.
[02:40:48.820 --> 02:40:55.820]  And, you know, they don't watch TV. They watch. They watch online videos. They watch YouTube mostly. And it's mostly Minecraft videos, although not entirely.
[02:40:55.820 --> 02:41:01.820]  But, you know, YouTube and Netflix. And he's, he's, he's, uh, it's fascinating to watch him.
[02:41:01.820 --> 02:41:07.820]  He's he loves if he finds a new show he likes and I don't even know how he finds him. He will deep dive and watch the entirety.
[02:41:07.820 --> 02:41:13.820]  It's word of mouth. My son's done that. My daughter and her friends will do that, too, where they'll just find something and they'll be talking about binge watching.
[02:41:13.820 --> 02:41:18.820]  They just go, they go nuts with it. So, you know, the next generation is bringing this on, too.
[02:41:18.820 --> 02:41:23.820]  And so they, you know, the money is going to try to find a way to reach them.
[02:41:23.820 --> 02:41:29.820]  Yeah, definitely. It'll catch up eventually. There's no doubt about it because somebody is going to be smart.
[02:41:29.820 --> 02:41:33.820]  The problem is that mobile right now, you know, it's it's hard to advertise on mobile, right?
[02:41:33.820 --> 02:41:37.820]  The screens are small and the mobile advertising we've seen has been lousy.
[02:41:37.820 --> 02:41:49.820]  That's exactly where I want to go with this, though, and why the content blockers coming to iOS is so big is that for as obnoxious as advertising is on desktop web and how it, you know, and let's face it.
[02:41:49.820 --> 02:41:58.820]  The line between desktop and mobile is sort of arbitrary because most people are using laptops as their desktop now.
[02:41:58.820 --> 02:42:05.820]  And we have a lot of the same issues where you're maybe your Internet connection is not a great Wi-Fi connection, right?
[02:42:05.820 --> 02:42:15.820]  Maybe you're in a hotel and and you've got a Wi-Fi connection that's slower than your phone connection or maybe like somebody who's just been on vacation.
[02:42:15.820 --> 02:42:27.820]  Exactly. Or maybe maybe you're on the train between New York and Philly and you're tethered to a cellular device and you go through sections of New Jersey where cellular coverage is crap.
[02:42:27.820 --> 02:42:36.820]  I mean, you go in the city, you know, you go places, there's, you know, buildings block the Verizon cell tower for two blocks.
[02:42:36.820 --> 02:42:39.820]  You've got crap connection. Everybody knows this is true.
[02:42:39.820 --> 02:42:54.820]  Well, those are the cases where waiting for stuff and having ads that, you know, run a script for a minute, whether it feels slow or not, if it just runs for a minute, but it's stressing the antenna on your phone.
