[00:00.000 --> 00:04.520]  Still there. Oh, yeah, you know what it did it. Oh, you sound so much better
[01:59:04.620 --> 01:59:09.500]  We would just sit up there and throw popcorn on teenagers who were making out down below, you know in the back
[01:59:11.020 --> 01:59:16.300]  They're like little kids up in the front row little kids on the balcony and then like teenagers making out and like the back row
[01:59:16.300 --> 01:59:18.300]  We would like try to throw popcorn on them. Oh
[01:59:18.300 --> 01:59:23.140]  Oh the great thing they had video games in the lobby, you know coin up
[01:59:23.980 --> 01:59:27.200]  Like a little mini arcade in the lobby and you could play them
[01:59:27.200 --> 01:59:30.340]  And you know, so I said that the old man's dad was the projectionist
[01:59:30.340 --> 01:59:36.740]  Well, the projection booth was up in the balcony and it took him I swear no joke like five minutes to walk up the steps
[01:59:37.220 --> 01:59:42.300]  Like he was seriously all and he would he was so old that he would take the steps like left foot
[01:59:42.300 --> 01:59:45.940]  And then the right foot would be in the same step. Oh, no, but right foot
[01:59:45.940 --> 01:59:48.660]  So it was like a last call for video games
[01:59:48.660 --> 01:59:53.940]  Like when his dad started going up the steps, you knew you had time for you could you could still get one more game in
[01:59:55.580 --> 02:00:01.420]  Without missing what a place but I couldn't get into I couldn't get in to see Kujo and I remember Blue Lagoon
[02:00:01.420 --> 02:00:03.420]  I remember missing out on the Blue Lagoon
[02:00:03.900 --> 02:00:06.540]  I remember seeing that on cable Oh brother
[02:00:07.420 --> 02:00:12.260]  But all my friends my friends parents just did my they just didn't check. I think I don't think anybody's I
[02:00:12.260 --> 02:00:16.900]  I was probably around eight or nine at the time. I don't think anybody in their right mind would let their eight or nine year
[02:00:16.900 --> 02:00:18.900]  old see Kujo
[02:00:19.860 --> 02:00:22.860]  But here's the thing too, I remember thinking I would be fine
[02:00:22.860 --> 02:00:28.880]  I was not I've never once was upset by a movie in my entire life as a kid. I was you know, I think
[02:00:29.700 --> 02:00:35.220]  Pretty naturally mature I could have I and my friends saw Kujo and they were fine. Yeah. Yeah. Yeah
[02:00:35.220 --> 02:00:40.980]  Including my friend Dave who is the kid who got freaked out by Raiders of the Lost Ark
[02:00:40.980 --> 02:00:46.860]  He went to see Kujo thought it was a cool movie. Yeah, if you know what you're in for, you know, yeah
[02:00:47.580 --> 02:00:52.940]  Never tell my Blade Runner story. No, I hung out with older kids a lot of the time and I went back
[02:00:53.900 --> 02:00:55.900]  From Florida to visit my friends in Ohio
[02:00:56.900 --> 02:01:01.980]  Whatever that summer was some Blade Runner was out and they were all older than me and they could pass and I look like I
[02:01:01.980 --> 02:01:07.300]  Was four and I'm just never forget we walk up there and they buy their tickets in my hand of God
[02:01:07.300 --> 02:01:11.380]  I walked up to the counter. I think I was holding an unlit cigarette. Maybe they'd given me
[02:01:11.380 --> 02:01:14.500]  I woke up to the counter and I go one adult for Blade Runner
[02:01:15.940 --> 02:01:20.300]  How old are you I was 13 and like really one adult
[02:01:24.260 --> 02:01:26.260]  Superman to
[02:01:26.260 --> 02:01:32.900]  Did you ever do that as a teenager like like in your in your like teenage years
[02:01:32.900 --> 02:01:36.340]  Did you ever do the thing where you'd buy a ticket for one that you know?
[02:01:36.340 --> 02:01:42.060]  They'd sell you and then try to sneak in to I never that never occurred to me. It's such that's such a smart trick
[02:01:42.060 --> 02:01:46.500]  I was scared to do anything. I was always scared to buy beer. I was scared to go to R-rated movies
[02:01:46.500 --> 02:01:49.300]  I was just I was so I was such a good kid
[02:01:49.300 --> 02:01:56.780]  I you know like a good kid like I did not want to disappoint anybody in authority. I was scared. I was scared now
[02:01:56.780 --> 02:02:00.420]  I was a scammer like the rise of the multiplex and then like
[02:02:00.860 --> 02:02:05.460]  Once I was old enough those things that the whole point is those things make money because they're so understaffed
[02:02:05.460 --> 02:02:08.240]  They got like one kid that walks around and sweeps up popcorn once a day
[02:02:08.240 --> 02:02:12.140]  No one's paying the attention to who's going in those theaters you go and sit somewhere near an adult. You're good to go
[02:02:12.540 --> 02:02:17.980]  Yeah, like I think a bunch of Schwarzenegger's 80s movies for R-rated. Oh, yeah
[02:02:17.980 --> 02:02:23.340]  You know, it's all those. It's just always shooting people up and blowing things up
[02:02:23.340 --> 02:02:24.260]  But we'd go you know
[02:02:24.260 --> 02:02:28.540]  We would just go and buy tickets for I don't know whatever we thought we could get into and you can always sneak in
[02:02:28.540 --> 02:02:32.400]  There was just always one guy like who would make sure you had a ticket
[02:02:32.400 --> 02:02:39.060]  There is no money in pursuing that no, I mean there's money in running and selling, you know goobers and popcorn
[02:02:39.060 --> 02:02:48.020]  There's no money in monitoring those theaters. I remember one time my friend Ethan and I went to a multiplex to I
[02:02:48.660 --> 02:02:52.500]  Forget was there girls involved there might have it might it wasn't a date because I
[02:02:53.100 --> 02:02:56.220]  Wasn't you know wasn't lucky enough to have dates, but it might have been like us
[02:02:56.220 --> 02:02:58.520]  It was like a teenage situation over there were girls
[02:02:59.100 --> 02:03:02.260]  involved and so I could kind of pretend like maybe it would be a day and
[02:03:02.700 --> 02:03:08.260]  We wanted to see an R-rated movie, but we were it was we weren't like 13 anymore. We were maybe more like
[02:03:08.260 --> 02:03:11.860]  15 or 16 and so we didn't think it'd be a problem
[02:03:12.740 --> 02:03:17.940]  and we asked for the R-rated movie and she said no, you know do you have ID and we're like
[02:03:17.940 --> 02:03:20.940]  No, and she was and she's like a 17th and we're like, of course
[02:03:21.900 --> 02:03:25.340]  And she's like, no you're not and then we're like, well give us two tickets for you know
[02:03:25.340 --> 02:03:31.740]  Whatever it was PG and she's like no. Oh no shit and with my friend. Ethan's brother had
[02:03:32.580 --> 02:03:36.420]  Had driven us and dropped us off nice enough. He was like two or three years older
[02:03:36.420 --> 02:03:39.140]  So he was like 17 or 18 and he hadn't gone yet
[02:03:39.140 --> 02:03:44.180]  He was still was there, you know, we ran and got him and he he bought us our ticket. Oh, you're kidding
[02:03:44.260 --> 02:03:47.880]  Yeah, he bought us to it, but it was like but I still don't know how that got around
[02:03:47.880 --> 02:03:51.700]  I have no I have no respect for people who buy beer for underage kids
[02:03:51.700 --> 02:03:57.940]  But people who buy I said the guy who drinks a lot but but but somebody buying movie tickets for kids. That's pretty cool
[02:03:58.380 --> 02:04:04.700]  Yeah, but I don't know why she fell for that. She wouldn't fall for our will just buy the PG but she somehow fell for
[02:04:04.700 --> 02:04:11.420]  I apparently once there's a 17 year old involved you can get anybody in there show the ID they they can't say anything
[02:04:11.420 --> 02:04:13.420]  That's the law, right?
[02:04:15.580 --> 02:04:19.220]  One adult I think we told her do that he was our parent
[02:04:19.860 --> 02:04:23.500]  Two years old walking in my dad holding holding a finger under your nose
[02:04:25.180 --> 02:04:27.180]  My dad says it's okay
[02:04:28.340 --> 02:04:32.140]  Blade Runner, I'll tell you what Blade Runner is a damn borderline movie for
[02:04:32.140 --> 02:04:37.980]  10 10 11, you know, there's again that that Hunger Games Die Hard
[02:04:37.980 --> 02:04:40.840]  There's so many movies where I'm like you so can't see this yet
[02:04:40.840 --> 02:04:45.660]  But I really I cannot wait till my kid can see Die Hard. Yeah, I remember
[02:04:46.940 --> 02:04:48.940]  My was not allowed to read
[02:04:50.180 --> 02:04:53.940]  The Catcher in the Rye and I don't even know why I wanted to at some point
[02:04:53.940 --> 02:04:56.740]  I'd you know, I had become a you know, a fairly
[02:04:57.540 --> 02:04:59.540]  avid reader and
[02:04:59.540 --> 02:05:05.740]  My mom, you know, definitely my mom encouraged it and you know would would I could buy books?
[02:05:05.740 --> 02:05:07.380]  We get books at library and at some point
[02:05:07.380 --> 02:05:10.340]  I wanted to read The Catcher in the Rye because I'd heard it was a cool book or whatever and
[02:05:10.500 --> 02:05:14.620]  She thought about I could tell she was really thoughtful and she was like, you know, it's a great book
[02:05:14.620 --> 02:05:17.220]  I can't wait for you to read it, but you're not you're not old enough yet. And
[02:05:17.740 --> 02:05:21.460]  And I would ask like every six months. Can I read Catcher in the Rye?
[02:05:21.460 --> 02:05:24.940]  Can I read Catcher in the Rye and eventually she let me and I forget I don't know how old I was
[02:05:24.940 --> 02:05:28.380]  but you know, maybe like 12 or 13 and I read it and
[02:05:28.380 --> 02:05:34.740]  I was expecting it because it'd been so set up by her not allowing me to be like Lolita or something
[02:05:34.740 --> 02:05:39.900]  Yeah, I thought it was gonna be like and this is gonna be some great stuff. And I just remember being bored to tears
[02:05:39.900 --> 02:05:42.460]  I was like what the hell it's just a kid walking around
[02:05:43.460 --> 02:05:47.900]  So much more when I got older. Oh, yeah, you know what and I wish that's what my mom had said to me
[02:05:47.900 --> 02:05:53.260]  I wish she hadn't made she was thinking too much about some of the content and some of the ideas and I really really
[02:05:53.420 --> 02:05:55.020]  fundamentally it was more like
[02:05:55.020 --> 02:05:59.100]  You're you you shouldn't bother reading it. Now. You won't appreciate it, right?
[02:06:01.180 --> 02:06:05.700]  That's kind of the trade-off we were talking about it's a truly great book, but you're not ready for it yet
[02:06:06.060 --> 02:06:08.500]  Well, I'll give you and I'll tell you where I'm going with this is
[02:06:09.140 --> 02:06:13.260]  Movie wise it's actually rated G content wise. It's not that bad
[02:06:13.940 --> 02:06:18.060]  but I won't let Jonas watch 2001 right because I
[02:06:18.660 --> 02:06:21.980]  Strongly suspect he'll be bored to tears and I don't want him to get it
[02:06:21.980 --> 02:06:28.260]  I thought that this movie is polite or like or I mean watching the the ape stuff at the beginning going like oh that is so
[02:06:28.260 --> 02:06:30.060]  fake I
[02:06:30.060 --> 02:06:34.660]  Wonder if you would think it's fake some of it some of the bag the the the staging that looks fake
[02:06:34.660 --> 02:06:39.540]  I think the apes themselves are still better than you'd expect. That's that's for sure. But no, I'm with you
[02:06:39.540 --> 02:06:44.380]  That would be something is kind of like me with James Bond and her like I was amazed that she could tolerate the pacing to
[02:06:44.380 --> 02:06:46.700]  Watch Goldfinger like three times now. It's it's crazy
[02:06:46.700 --> 02:06:54.660]  There really is a seat at Goldfinger where they just sit on a porch and drink mint julep just it goes on and on and
[02:06:54.660 --> 02:06:59.500]  Then they have some discussions about whether they should go in or let James Bond keep doing his thing James Bond's in the cell
[02:06:59.500 --> 02:07:00.780]  He's out of the cell
[02:07:00.780 --> 02:07:05.780]  He's in that he's in that he's in the world's craziest. He's hiding under the world's craziest rec room. My god
[02:07:05.780 --> 02:07:11.180]  What's the guy's name Kent not Ken Curtis? What's the guy's name Ken Adams? Oh my god that that room?
[02:07:11.180 --> 02:07:18.820]  I love that room so much and every time every time we watch it when Goldfinger leaves to go make his deal with the guy
