[00:00.480 --> 00:01.920]  You were at CES.
[02:01:52.180 --> 02:01:56.180]  or, you know, a separate app running on the device.
[02:01:56.180 --> 02:02:00.180]  Did you see the summon feature for the Teslas?
[02:02:01.180 --> 02:02:02.180]  You know, I feel dumb
[02:02:02.180 --> 02:02:04.180]  because I actually had heard about that before
[02:02:04.180 --> 02:02:07.180]  but I didn't realize it hadn't been announced.
[02:02:07.180 --> 02:02:09.180]  Yeah, I saw that, it's cool.
[02:02:09.180 --> 02:02:11.180]  And that's the type of stuff that I think,
[02:02:11.180 --> 02:02:14.180]  this is the revolution that's coming to the car industry
[02:02:14.180 --> 02:02:16.180]  and it has nothing to do with apps, right?
[02:02:16.180 --> 02:02:19.180]  Like, the fact that you can't get apps for your Tesla
[02:02:19.180 --> 02:02:22.180]  does not change anybody's desire to buy a Tesla at all
[02:02:22.180 --> 02:02:23.180]  in either direction.
[02:02:23.180 --> 02:02:26.180]  Whether you didn't want one before or you do,
[02:02:26.180 --> 02:02:28.180]  the fact that it's not an app platform is irrelevant.
[02:02:28.180 --> 02:02:30.180]  It's the fact that the car can do,
[02:02:30.180 --> 02:02:33.180]  apps are just the wrong concept for a car.
[02:02:33.180 --> 02:02:34.180]  They really are.
[02:02:34.180 --> 02:02:36.180]  I mean, I know that there's certain things like,
[02:02:36.180 --> 02:02:40.180]  maybe you would want something app-like for music
[02:02:40.180 --> 02:02:41.180]  but it doesn't have to be apps,
[02:02:41.180 --> 02:02:44.180]  you just want to get music in your car.
[02:02:44.180 --> 02:02:46.180]  And, yep, so the summon feature is really cool.
[02:02:46.180 --> 02:02:49.180]  It's like, you can, you tell your Tesla
[02:02:49.180 --> 02:02:51.180]  that you're ready to go to work
[02:02:51.180 --> 02:02:54.180]  and the Tesla will like, open the garage door,
[02:02:54.180 --> 02:02:58.180]  get outside and be right there at the curb
[02:02:58.180 --> 02:03:02.180]  ready for you to get in and drive.
[02:03:02.180 --> 02:03:03.180]  And when you get home,
[02:03:03.180 --> 02:03:05.180]  you can just get out of the Tesla in front of your house
[02:03:05.180 --> 02:03:06.180]  and go in the front door
[02:03:06.180 --> 02:03:10.180]  and the Tesla will go through the nitpicky detail
[02:03:10.180 --> 02:03:13.180]  of carefully driving itself into your garage.
[02:03:13.180 --> 02:03:16.180]  And like, the crazy long-term thing they said was like,
[02:03:16.180 --> 02:03:19.180]  if you're in LA, you're going to be in the garage
[02:03:19.180 --> 02:03:22.180]  like if you're in LA, your car will drive from New York
[02:03:22.180 --> 02:03:24.180]  and come pick you up or something like that.
[02:03:24.180 --> 02:03:26.180]  Right, that's absolutely, yeah.
[02:03:26.180 --> 02:03:28.180]  Right, right now it's like limited to a very,
[02:03:28.180 --> 02:03:30.180]  very near proximity around your house or whatever,
[02:03:30.180 --> 02:03:33.180]  but that they've already got it in place,
[02:03:33.180 --> 02:03:35.180]  you know, plans in place where you'll be able to do it
[02:03:35.180 --> 02:03:38.180]  from any distance where there's contiguous land access.
[02:03:38.180 --> 02:03:40.180]  So, you know, you can't make your car magically
[02:03:40.180 --> 02:03:42.180]  get itself to Hawaii, but you can.
[02:03:42.180 --> 02:03:43.180]  Yet.
[02:03:43.180 --> 02:03:45.180]  Yeah, but you can go LA to New York.
[02:03:45.180 --> 02:03:47.180]  Yeah, I love this.
[02:03:47.180 --> 02:03:54.180]  You know, I think that the concept of a car
[02:03:54.180 --> 02:03:57.180]  and of transport is really changing a lot.
[02:03:57.180 --> 02:04:02.180]  And yeah, I mean, it was funny because CES was literally
[02:04:02.180 --> 02:04:06.180]  the week before the biggest car show in the world,
[02:04:06.180 --> 02:04:08.180]  but it's there that a lot of these companies
[02:04:08.180 --> 02:04:09.180]  were making their big announcements
[02:04:09.180 --> 02:04:12.180]  because they're all trying to position themselves
[02:04:12.180 --> 02:04:13.180]  as technology companies now.
[02:04:13.180 --> 02:04:17.180]  And, you know, some of them are going to,
[02:04:17.180 --> 02:04:22.180]  what I love about Tesla is just that these ideas are so wacky,
[02:04:22.180 --> 02:04:25.180]  but then they just released a software update
[02:04:25.180 --> 02:04:27.180]  and they're there, like the self-driving mode.
[02:04:27.180 --> 02:04:29.180]  I don't think anyone the week before was like,
[02:04:29.180 --> 02:04:32.180]  oh, I wonder when my Tesla is going to be able to drive itself.
[02:04:32.180 --> 02:04:36.180]  And then Elon Musk is like, here it is, boom.
[02:04:36.180 --> 02:04:38.180]  And I think they even have to dial it back now
[02:04:38.180 --> 02:04:40.180]  because it was like a little too crazy.
[02:04:40.180 --> 02:04:43.180]  But I love it.
[02:04:43.180 --> 02:04:45.180]  Did I mention this on the show?
[02:04:45.180 --> 02:04:46.180]  I forget if I did or not.
[02:04:46.180 --> 02:04:48.180]  I have such a terrible podcast amnesia,
[02:04:48.180 --> 02:04:52.180]  but that I got to ride in a self-driving Mercedes Benz.
[02:04:52.180 --> 02:04:53.180]  Oh, cool.
[02:04:53.180 --> 02:04:54.180]  And it was amazing.
[02:04:54.180 --> 02:04:56.180]  It's truly, truly amazing.
[02:04:56.180 --> 02:04:59.180]  Mercedes flew a bunch of, not a bunch,
[02:04:59.180 --> 02:05:01.180]  a small number of riders out.
[02:05:01.180 --> 02:05:02.180]  And I don't know why they picked me,
[02:05:02.180 --> 02:05:04.180]  but I didn't question it.
[02:05:04.180 --> 02:05:06.180]  Where'd you go?
[02:05:06.180 --> 02:05:08.180]  Sunnydale? Sunnyvale? Mountain View?
[02:05:08.180 --> 02:05:09.180]  Oh, okay.
[02:05:09.180 --> 02:05:10.180]  Somewhere out there.
[02:05:10.180 --> 02:05:11.180]  Somewhere out, it's out in the valley.
[02:05:11.180 --> 02:05:14.180]  Down the street from Yahoo.
[02:05:14.180 --> 02:05:18.180]  And got to ride in a self-driving S-Class.
[02:05:18.180 --> 02:05:22.180]  We went out on the highway and the car drove, did everything.
[02:05:22.180 --> 02:05:24.180]  It was amazing.
[02:05:24.180 --> 02:05:25.180]  And it works.
[02:05:25.180 --> 02:05:26.180]  It absolutely works.
[02:05:26.180 --> 02:05:28.180]  And it's not perfect yet, obviously.
[02:05:28.180 --> 02:05:30.180]  But if anything, all of the imperfections
[02:05:30.180 --> 02:05:32.180]  are on the side of being conservative.
[02:05:32.180 --> 02:05:35.180]  It's a very heavy breaker.
[02:05:35.180 --> 02:05:38.180]  It breaks very, very aggressively.
[02:05:38.180 --> 02:05:40.180]  We were heading up an on-ramp to get onto a highway
[02:05:40.180 --> 02:05:42.180]  and go high-speed driving.
[02:05:42.180 --> 02:05:44.180]  And it was later in the afternoon,
[02:05:44.180 --> 02:05:47.180]  and we were heading right into the sun.
[02:05:47.180 --> 02:05:49.180]  And basically, just talking to their engineers,
[02:05:49.180 --> 02:05:51.180]  all of the things that make driving hard for humans
[02:05:51.180 --> 02:05:54.180]  are the exact same thing that make self-driving hard.
[02:05:54.180 --> 02:05:55.180]  If you have trouble seeing,
[02:05:55.180 --> 02:05:57.180]  the cameras on the car have trouble seeing as well.
[02:05:57.180 --> 02:05:59.180]  And it was really a lot of glare.
[02:05:59.180 --> 02:06:01.180]  And it braked going up the ramp
[02:06:01.180 --> 02:06:04.180]  because the glare was so bad that it couldn't really even see.
[02:06:04.180 --> 02:06:06.180]  It was like the status indicated,
[02:06:06.180 --> 02:06:08.180]  it was just like, can't tell what's ahead.
[02:06:08.180 --> 02:06:10.180]  Therefore, it's going to stop.
[02:06:10.180 --> 02:06:13.180]  And it was an unnatural thing that a human wouldn't have done.
[02:06:13.180 --> 02:06:15.180]  And a couple of other times,
[02:06:15.180 --> 02:06:17.180]  it broke a little bit too aggressively.
[02:06:17.180 --> 02:06:19.180]  But for the most part, I think you could easily,
[02:06:19.180 --> 02:06:22.180]  if you didn't tell somebody and blindfolded them,
[02:06:22.180 --> 02:06:25.180]  I think that you could easily,
[02:06:25.180 --> 02:06:28.180]  the cars they already have today could easily fool somebody
[02:06:28.180 --> 02:06:31.180]  in thinking that a human did the driving.
[02:06:31.180 --> 02:06:32.180]  That's great.
[02:06:32.180 --> 02:06:34.180]  Yeah, that's going to be awesome.
[02:06:34.180 --> 02:06:37.180]  So one of the questions I asked them was,
[02:06:37.180 --> 02:06:38.180]  do they anticipate,
[02:06:38.180 --> 02:06:40.180]  and that they're obviously solving,
[02:06:40.180 --> 02:06:43.180]  they're solving really, really fascinating
[02:06:43.180 --> 02:06:45.180]  AI engineering problems,
[02:06:45.180 --> 02:06:47.180]  hardware, software, sensors,
[02:06:47.180 --> 02:06:49.180]  the braking systems and the software,
[02:06:49.180 --> 02:06:51.180]  of course, to drive all this.
[02:06:51.180 --> 02:06:53.180]  But they're also solving legislative
[02:06:53.180 --> 02:06:56.180]  and regulatory problems at the same time.
[02:06:56.180 --> 02:06:58.180]  And do they, like right now,
[02:06:58.180 --> 02:07:00.180]  I said I could go buy a Mercedes Benz.
[02:07:00.180 --> 02:07:02.180]  Any Benz I drive off the lot,
[02:07:02.180 --> 02:07:05.180]  I can instantly go and greatly exceed
[02:07:05.180 --> 02:07:07.180]  any speed limit in the United States
[02:07:07.180 --> 02:07:08.180]  at my own discretion.
[02:07:08.180 --> 02:07:11.180]  Will I have that ability in a self-driving car?
[02:07:11.180 --> 02:07:15.180]  And I was told quite bluntly, no.
[02:07:15.180 --> 02:07:17.180]  There's almost no chance that it would be legal
[02:07:17.180 --> 02:07:19.180]  for them to make a self-driving car
[02:07:19.180 --> 02:07:20.180]  that will exceed speed limits,
[02:07:20.180 --> 02:07:21.180]  which is kind of weird.
[02:07:21.180 --> 02:07:25.180]  And it's going to drive the sort of libertarian mindset
[02:07:25.180 --> 02:07:27.180]  at people, I think, a little nutty.
[02:07:27.180 --> 02:07:28.180]  But their explanation was,
[02:07:28.180 --> 02:07:30.180]  but why do you want to drive faster now?
[02:07:30.180 --> 02:07:33.180]  It's because you're bored.
[02:07:33.180 --> 02:07:36.180]  And if you're not paying attention to the road,
[02:07:36.180 --> 02:07:38.180]  if you're just reading or watching TV
[02:07:38.180 --> 02:07:39.180]  or whatever on your way to work,
[02:07:39.180 --> 02:07:43.180]  you're not going to care that it takes five minutes longer.
[02:07:43.180 --> 02:07:44.180]  Totally.
[02:07:44.180 --> 02:07:46.180]  And I think I also saw something similar
[02:07:46.180 --> 02:07:51.180]  with the Tesla thing where it's programmed
[02:07:51.180 --> 02:07:52.180]  that it could maybe go, I think,
[02:07:52.180 --> 02:07:54.180]  five miles over the limit or something like that
[02:07:54.180 --> 02:07:55.180]  based on where it is.
[02:07:55.180 --> 02:07:56.180]  I'm not sure.
[02:07:56.180 --> 02:07:57.180]  I may be making that up.
[02:07:57.180 --> 02:07:59.180]  But I thought I read something about that.
[02:07:59.180 --> 02:08:01.180]  And then, of course, if you need to go faster,
[02:08:01.180 --> 02:08:05.180]  there's the flying car that they had at CES, too,
[02:08:05.180 --> 02:08:10.180]  the scary quadcopter with a person in it.
[02:08:10.180 --> 02:08:11.180]  Did you see that?
[02:08:11.180 --> 02:08:12.180]  No, I did not.
[02:08:12.180 --> 02:08:13.180]  Oh, yeah.
[02:08:13.180 --> 02:08:15.180]  It was like a human-sized drone.
[02:08:15.180 --> 02:08:16.180]  Oh, God.
[02:08:16.180 --> 02:08:17.180]  So great.
[02:08:17.180 --> 02:08:20.180]  So we've got that to look forward to.
[02:08:20.180 --> 02:08:21.180]  The one thing talking to people at Mercedes
[02:08:21.180 --> 02:08:27.180]  is they were very, you know,
[02:08:27.180 --> 02:08:29.180]  they are very confident in their ability
[02:08:29.180 --> 02:08:32.180]  and that they are going to have world-class self-driving cars.
[02:08:32.180 --> 02:08:34.180]  I mean, I rode in one that already was real,
[02:08:34.180 --> 02:08:36.180]  the real deal.
[02:08:36.180 --> 02:08:40.180]  But they divide the stages of self-driving cars
[02:08:40.180 --> 02:08:42.180]  in, like, four levels.
[02:08:42.180 --> 02:08:44.180]  And level one is the stuff that we already have
[02:08:44.180 --> 02:08:46.180]  you can get on the market today
[02:08:46.180 --> 02:08:48.180]  where you can set your car to maintain distance
[02:08:48.180 --> 02:08:50.180]  from the car in front of it
[02:08:50.180 --> 02:08:54.180]  and that Tesla has a feature where you can turn on the thing
[02:08:54.180 --> 02:08:59.180]  and it'll do the highway driving for you.
[02:08:59.180 --> 02:09:02.180]  But part of stage one is that stage one means
[02:09:02.180 --> 02:09:05.180]  you still have a human driver who is expected
[02:09:05.180 --> 02:09:09.180]  to be able to take over the control of the car in an instant,
[02:09:09.180 --> 02:09:13.180]  like, hands ready to take over at all times.
[02:09:13.180 --> 02:09:15.180]  And that's where the industry is today
[02:09:15.180 --> 02:09:17.180]  in terms of, like, what's on the market
[02:09:17.180 --> 02:09:19.180]  and that they were absolutely...
[02:09:19.180 --> 02:09:21.180]  They considered it almost seemingly.
[02:09:21.180 --> 02:09:23.180]  This wasn't what they said, but reading between the lines,
[02:09:23.180 --> 02:09:25.180]  it seemed like they were angry
[02:09:25.180 --> 02:09:28.180]  and it was, like, a setback to the industry
[02:09:28.180 --> 02:09:30.180]  that when Tesla first made this feature available
[02:09:30.180 --> 02:09:32.180]  that jackasses were setting up GoPros
[02:09:32.180 --> 02:09:34.180]  and showing themselves, like, reading the newspaper
[02:09:34.180 --> 02:09:36.180]  while their car drove.
[02:09:36.180 --> 02:09:39.180]  Like, there was a guy who got in the backseat of his Tesla
[02:09:39.180 --> 02:09:43.180]  while it was on, like, a highway in California.
[02:09:43.180 --> 02:09:45.180]  And that it's so... That's not...
[02:09:45.180 --> 02:09:47.180]  That's not... You're not supposed to do that.
[02:09:47.180 --> 02:09:51.180]  And somebody's gonna do that in a disaster.
