[00:00.000 --> 00:03.000]  Hello there. Hello.
[2:16:26.000 --> 2:16:29.000]  And I don't want to write a slap dash one day review.
[2:16:29.000 --> 2:16:30.000]  There's no point in that.
[2:16:30.000 --> 2:16:32.000]  So let me take my time.
[2:16:32.000 --> 2:16:36.000]  And the people who care about getting the depth later will,
[2:16:36.000 --> 2:16:39.000]  will care because I've already missed the weekend.
[2:16:39.000 --> 2:16:42.000]  And so, and I'm not going to write, write a crappy review.
[2:16:42.000 --> 2:16:43.000]  Yeah.
[2:16:43.000 --> 2:16:48.000]  Yeah. I remember, it's like, so the first iPhone, you know, I certainly didn't have anything in advance.
[2:16:48.000 --> 2:16:54.000]  I just got in line, literally waited in line with everybody all day long at the King of Prussian Mall here in Philly.
[2:16:54.000 --> 2:17:01.000]  And got home at night, had terrible problems activating it.
[2:17:01.000 --> 2:17:04.000]  It felt like I was ready to die.
[2:17:04.000 --> 2:17:09.000]  And then just banged out my initial thoughts, you know, like, you know, wow,
[2:17:09.000 --> 2:17:12.000]  that's, I can't believe they're using Comic Sans in the notes app, you know,
[2:17:12.000 --> 2:17:13.000]  I mean, I was excited.
[2:17:13.000 --> 2:17:15.000]  And I think I had some interesting first observations.
[2:17:15.000 --> 2:17:17.000]  But it was more or less like I was publishing my notes.
[2:17:17.000 --> 2:17:20.000]  It wasn't that I was writing an article.
[2:17:20.000 --> 2:17:24.000]  I just published my notes because I couldn't, like, I had to write something.
[2:17:24.000 --> 2:17:26.000]  I felt not just because I was so excited.
[2:17:26.000 --> 2:17:27.000]  Yeah, that's actually nothing.
[2:17:27.000 --> 2:17:28.000]  That's actually a really good technique.
[2:17:28.000 --> 2:17:32.000]  And sometimes I do that too, where it's like, let me give you my notes of, like, first impressions.
[2:17:32.000 --> 2:17:33.000]  But it's not my review.
[2:17:33.000 --> 2:17:35.000]  I still need to think about it.
[2:17:35.000 --> 2:17:36.000]  But here's some stuff I noticed.
[2:17:36.000 --> 2:17:37.000]  And then you move.
[2:17:37.000 --> 2:17:37.000]  Right.
[2:17:37.000 --> 2:17:41.000]  I guess, yeah, I guess what I'm trying to, yeah, it's one of those things where it's only used,
[2:17:41.000 --> 2:17:46.000]  to me, the only two interesting ways to do it is really, really, here's my notes and my first impressions.
[2:17:46.000 --> 2:17:52.000]  Or here's something I've taken at least a week to sort of let it permeate.
[2:17:52.000 --> 2:17:53.000]  Yeah.
[2:17:53.000 --> 2:17:54.000]  Totally.
[2:17:54.000 --> 2:18:02.000]  What do you think of the event venue moving to, to answer college, whatever this,
[2:18:02.000 --> 2:18:03.000]  I've never been there.
[2:18:03.000 --> 2:18:04.000]  I've never been there.
[2:18:04.000 --> 2:18:06.000]  I didn't go to the iMac event when they held it there.
[2:18:06.000 --> 2:18:08.000]  When they introduced the first iMac.
[2:18:08.000 --> 2:18:15.000]  Yeah, I was all before my time is, you know, before during Fireball was even existed.
[2:18:15.000 --> 2:18:19.000]  And it's mysterious big mystery box up front.
[2:18:19.000 --> 2:18:20.000]  Nobody even knows what it is.
[2:18:20.000 --> 2:18:21.000]  Nobody even knows if it's a building.
[2:18:21.000 --> 2:18:25.000]  I mean, some people think it's like, just scaffolding the cover of what's under it.
[2:18:25.000 --> 2:18:31.000]  Yeah, I think this is, I mean, people love the Apple Creme analogy, you know, everybody loves that.
[2:18:31.000 --> 2:18:32.000]  But I don't know.
[2:18:32.000 --> 2:18:38.000]  I think one reason is that finding event venues is hard.
[2:18:38.000 --> 2:18:43.000]  In the conference center stuff tends to get booked sometimes years in advance.
[2:18:43.000 --> 2:18:47.000]  So they may have looked for a good Moscone West time and just not found one.
[2:18:47.000 --> 2:18:49.000]  And you're a boy and a theater is too small.
[2:18:49.000 --> 2:18:51.000]  I think they really wanted to invite a larger crowd.
[2:18:51.000 --> 2:18:55.000]  We've, there have been some reports about like fashion industry people invited to.
[2:18:55.000 --> 2:18:58.000]  It's like at some point they're going to run out of space for the, for the press.
[2:18:58.000 --> 2:19:05.000]  And if they can't get Moscone West, the number of venues in the Bay Area that can fit that are limited.
[2:19:05.000 --> 2:19:12.000]  And then I also know from talking to people at Apple that they've always, you know, they're based in Cupertino.
[2:19:12.000 --> 2:19:19.000]  At any time you do an event in San Francisco, there's a lot of overhead in people coming up to the city and you got to get hotel rooms.
[2:19:19.000 --> 2:19:21.000]  And they're in the city for days at the venue beforehand.
[2:19:21.000 --> 2:19:22.000]  Right.
[2:19:22.000 --> 2:19:25.000]  Because their hours, their hours, their pre-event hours are so crazy.
[2:19:25.000 --> 2:19:28.000]  They can't afford the back and forth.
[2:19:28.000 --> 2:19:29.000]  Yeah.
[2:19:29.000 --> 2:19:30.000]  Because what is about an hour?
[2:19:30.000 --> 2:19:31.000]  It's about an hour.
[2:19:31.000 --> 2:19:33.000]  If you get catch traffic well.
[2:19:33.000 --> 2:19:34.000]  Yeah.
[2:19:34.000 --> 2:19:35.000]  Yeah.
[2:19:35.000 --> 2:19:36.000]  But I mean, yeah.
[2:19:36.000 --> 2:19:38.000]  Unless you're going through like exactly at the commute, it's the hour-ish between them.
[2:19:38.000 --> 2:19:43.000]  So you're not shuttling back up and down, especially since a lot of times the night before the event, they're late.
[2:19:43.000 --> 2:19:44.000]  Right.
[2:19:44.000 --> 2:19:45.000]  Locking it all down.
[2:19:45.000 --> 2:19:46.000]  Right.
[2:19:46.000 --> 2:19:54.000]  And so you've got all of your people who are setting up the venue and are going to be participating are off site far away.
[2:19:54.000 --> 2:20:01.000]  And that's, you know, it's something that they do with WWDC for instance and any other event they do up in the city.
[2:20:01.000 --> 2:20:07.000]  But definitely it's an added bit of a pain that I think they would rather not do.
[2:20:07.000 --> 2:20:13.000]  And I'm pretty sure that they're constructing an event space in the new campus that will allow them to just do the events on campus.
[2:20:13.000 --> 2:20:15.000]  Because town hall is too small too.
[2:20:15.000 --> 2:20:18.000]  So I think it was close and it's big.
[2:20:18.000 --> 2:20:27.000]  And then the structure, my guess is like literally it was close and big, but it didn't have room for hands-on area, briefing rooms, something like that.
[2:20:27.000 --> 2:20:28.000]  And they're like, you know what?
[2:20:28.000 --> 2:20:31.000]  It's better for us to rent this and build a temporary structure than it is to go somewhere else.
[2:20:31.000 --> 2:20:32.000]  So let's just do it.
[2:20:32.000 --> 2:20:36.000]  Well, because remember the one two years ago that was in San Jose.
[2:20:36.000 --> 2:20:37.000]  Yeah, the California theater.
[2:20:37.000 --> 2:20:38.000]  Right.
[2:20:38.000 --> 2:20:42.000]  They've done two events there because they did the U2 color iPod.
[2:20:42.000 --> 2:20:46.000]  See, I know I wasn't going to events at that time.
[2:20:46.000 --> 2:20:49.000]  So I missed that one.
[2:20:49.000 --> 2:20:50.000]  That was a beautiful theater.
[2:20:50.000 --> 2:20:52.000]  California theater at San Jose is beautiful.
[2:20:52.000 --> 2:20:55.000]  A hands-on area was totally a nightmare.
[2:20:55.000 --> 2:20:56.000]  Exactly.
[2:20:56.000 --> 2:20:57.000]  That's exactly what was going.
[2:20:57.000 --> 2:21:00.000]  The hands-on area was like going up into your parent's attic.
[2:21:00.000 --> 2:21:07.000]  Well, imagine there's hundreds of people in a space that was like barely big enough for you to go buy some jujubis at the counter.
[2:21:07.000 --> 2:21:08.000]  Yeah, that's exactly what it was.
[2:21:08.000 --> 2:21:12.000]  It was like here's where they're usually just selling popcorn and you know.
[2:21:12.000 --> 2:21:20.000]  Yeah, it didn't it didn't it was it was a nice venue, but there was Apple always likes to have one hands-on area.
[2:21:20.000 --> 2:21:27.000]  So that the press can get their hands on the stuff and take pictures with Tim Cook coming out and looking at the new stuff.
[2:21:27.000 --> 2:21:31.000]  And then they also like to have briefing areas where they can meet with a press.
[2:21:31.000 --> 2:21:35.000]  And that's where you know, if you're getting an advance unit, that's where you pick it up.
[2:21:35.000 --> 2:21:39.000]  And you know, that's a big checklist of items.
[2:21:39.000 --> 2:21:42.000]  And I think there's very few venues like Moscone West will do it.
[2:21:42.000 --> 2:21:45.000]  But my guess is that Moscone West wasn't available.
[2:21:45.000 --> 2:21:49.000]  Or I don't think they ever just had a pure product introduction.
[2:21:49.000 --> 2:21:51.000]  I can't recall it.
[2:21:51.000 --> 2:21:53.000]  I think they have.
[2:21:53.000 --> 2:21:56.000]  I think they have done it where they've literally just taken it for the day.
[2:21:56.000 --> 2:21:59.000]  But it's a big conference space and they're working on Moscone.
[2:21:59.000 --> 2:22:03.000]  So it's very difficult to get space and something like that.
[2:22:03.000 --> 2:22:09.000]  So, yeah, I think it's, I think that that's what I think it's, I'm going to go with a nice simple,
[2:22:09.000 --> 2:22:14.000]  Occam's razor explanation that they pick the venue because it has a lot of seats.
[2:22:14.000 --> 2:22:16.000]  And they do want to invite more people.
[2:22:16.000 --> 2:22:20.000]  Yeah, I mean, they could have taken it to like where the San Jose sharks players.
[2:22:20.000 --> 2:22:22.000]  Like that giant arena of Apple.
[2:22:22.000 --> 2:22:24.000]  No, see, but in theory, they could.
[2:22:24.000 --> 2:22:27.000]  But I think they wouldn't because they wouldn't like the acoustic.
[2:22:27.000 --> 2:22:29.000]  No, no, it's totally true.
[2:22:29.000 --> 2:22:32.000]  But that's the difficulty in finding a venue that's like the right size for them.
[2:22:32.000 --> 2:22:35.000]  That's like conference space and not sporting arena.
[2:22:35.000 --> 2:22:43.000]  And then I think the big white box is a big white temporary hands on area.
[2:22:43.000 --> 2:22:48.000]  Because if they've invited more people, there's going to be a lot more, you know, need for a big one.
[2:22:48.000 --> 2:22:53.000]  And the last time I tried it in the theater with the tiny little thing, it was actually a very unpleasant hands on.
[2:22:53.000 --> 2:22:54.000]  Yeah, I'm sorry.
[2:22:54.000 --> 2:22:57.000]  I just, I don't think there's so many people that can get into the Flint Center too.
[2:22:57.000 --> 2:23:00.000]  So it makes it even worse that like now you've got this big venue.
[2:23:00.000 --> 2:23:03.000]  Okay, but then you really need a big hands on area.
[2:23:03.000 --> 2:23:12.000]  Or you're going to have members of the press waiting for hours to get through the doors by the, you know, get admitted by the fire marshal to get into a space.
[2:23:12.000 --> 2:23:13.000]  Right.
[2:23:13.000 --> 2:23:17.000]  And so you've got a, you know, the math works, as soon as the venue gets bigger, the hands on area has to get bigger.
[2:23:17.000 --> 2:23:21.000]  Like town hall, they use the little piano lounge across the way.
[2:23:21.000 --> 2:23:28.000]  And that's a tight fit because the town hall is small, the piano lounge is also small and it doesn't fit.
[2:23:28.000 --> 2:23:31.000]  Yeah, that's not that pleasant either just in terms.
[2:23:31.000 --> 2:23:39.000]  And that's, you know, with the overflow crowd, you know, you know, take however many people and fit in town hall, they may be invited to more.
[2:23:39.000 --> 2:23:40.000]  Yeah.
[2:23:40.000 --> 2:23:43.000]  And that's, it's just already a couple of people.
[2:23:43.000 --> 2:23:44.000]  Yeah.
[2:23:44.000 --> 2:23:45.000]  So I think that's what it is.
[2:23:45.000 --> 2:23:46.000]  I think it's a hands on there.
[2:23:46.000 --> 2:23:50.000]  And maybe they also have some like temporary briefing rooms or something in there.
[2:23:50.000 --> 2:23:52.000]  Yeah, yeah, probably.
[2:23:52.000 --> 2:23:59.000]  And, and maybe they have some stuff to demo that does take more physical space home kit stuff.
[2:23:59.000 --> 2:24:00.000]  Car play.
[2:24:00.000 --> 2:24:02.000]  Car play.
[2:24:02.000 --> 2:24:04.000]  And, you know, and that all fits in.
[2:24:04.000 --> 2:24:10.000]  I don't think it's super mysterious though, you know, I don't, I don't think that they've built like a full scale home.
[2:24:10.000 --> 2:24:12.000]  You know, so I've seen people speculate in that.
[2:24:12.000 --> 2:24:13.000]  I mean, that's crazy.
[2:24:13.000 --> 2:24:15.000]  They don't need to do that.
[2:24:15.000 --> 2:24:19.000]  They did maybe they have some couches and whatever, you know, it.
[2:24:19.000 --> 2:24:22.000]  I agree with you. I think there's the Occam's razor.
[2:24:22.000 --> 2:24:26.000]  Uh, explanation is the best, which is this was a venue they could get.
[2:24:26.000 --> 2:24:30.000]  And the one thing it didn't have was space for hands on stuff.
[2:24:30.000 --> 2:24:40.000]  So, you know, and when you're playing with, uh, in Apple's league, um, and you're shopping around for venues, you look at the cost of setting up a temporary structure for a week.
[2:24:40.000 --> 2:24:44.000]  And pencil it in and maybe that's actually as ridiculous as it seems.
[2:24:44.000 --> 2:24:46.000]  Maybe that's the best deal.
[2:24:46.000 --> 2:24:47.000]  Yeah.
[2:24:47.000 --> 2:24:48.000]  That's exactly what I think exactly.
[2:24:48.000 --> 2:24:51.000]  Now, we'll embarrass ourselves.
[2:24:51.000 --> 2:24:52.000]  Yeah.
[2:24:52.000 --> 2:24:53.000]  People are listening back.
[2:24:53.000 --> 2:24:57.000]  They didn't realize they built an entire house under there and it was full of wearable devices.
[2:24:57.000 --> 2:24:58.000]  Right.
[2:24:58.000 --> 2:24:59.000]  But I can't wait.
[2:24:59.000 --> 2:25:00.000]  I can't wait.
[2:25:00.000 --> 2:25:05.000]  Cause the next time I'm going to see you in two days, you know, less than two days, I will see you.
[2:25:05.000 --> 2:25:09.000]  I will almost always run into you in the morning outside the event venue.
[2:25:09.000 --> 2:25:10.000]  Yep.
[2:25:10.000 --> 2:25:13.000]  And if they've uncovered it and something else, we could just look at each other.
[2:25:13.000 --> 2:25:14.000]  We won't even need to talk.
[2:25:14.000 --> 2:25:16.000]  I'll just hide our heads and change.
[2:25:16.000 --> 2:25:18.000]  Yep, exactly right.
[2:25:18.000 --> 2:25:21.000]  We'll utter a silent apology to talk show listeners.
[2:25:21.000 --> 2:25:22.000]  Right.
[2:25:22.000 --> 2:25:26.000]  I'll have to have you right back on as the next episodes guess so that we can apologize.
[2:25:26.000 --> 2:25:27.000]  Right.
[2:25:27.000 --> 2:25:28.000]  What went wrong?
[2:25:28.000 --> 2:25:29.000]  Yep.
[2:25:29.000 --> 2:25:33.000]  Jason Selle, thank you so much for your time.
[2:25:33.000 --> 2:25:34.000]  Thanks for having me.
[2:25:34.000 --> 2:25:35.000]  It was a lot of fun.
[2:25:35.000 --> 2:25:37.000]  It's great to be on.
[2:25:37.000 --> 2:25:42.000]  God, you know, I just, your voice is like butter on a podcast.
[2:25:42.000 --> 2:25:44.000]  A podcast that needs butter, hopefully.
[2:25:44.000 --> 2:25:47.000]  Well, you know, you know, you do a lot of podcasts.
