[00:00.000 --> 00:05.180]  Feel like we got to talk about the thing which thing my thing. How was your with your eyeball? Yeah
[02:13:28.660 --> 02:13:30.260]  I don't I don't have a good number
[02:13:30.260 --> 02:13:34.740]  But I think it's silly to just look and say oh they sold so many hundreds of millions of devices
[02:13:34.740 --> 02:13:38.740]  That's obviously the market to attack. Yeah, I just think it doesn't actually work
[02:13:38.740 --> 02:13:42.100]  You have to pick a price that's commensurate with how you would price the equivalent Mac app
[02:13:42.100 --> 02:13:45.140]  And I really do believe that and it's you know
[02:13:45.140 --> 02:13:49.700]  And I but I realized that the App Store is not set up to promote apps like that
[02:13:49.700 --> 02:13:54.980]  You're not gonna get on the best-selling chart that way and being on the best-selling chart does get you downloads
[02:13:54.980 --> 02:13:56.340]  It's you know
[02:13:56.340 --> 02:14:00.820]  Well, the only the only thing that Apple added what a couple years in was the
[02:14:00.820 --> 02:14:07.780]  Top generating top revenue generating apps, right? And that's that's the one sort of SOP that we got that you know
[02:14:07.780 --> 02:14:09.780]  If you do have a more expensive app
[02:14:09.780 --> 02:14:12.980]  Potentially you could wind up on that chart and that that could be useful
[02:14:12.980 --> 02:14:18.580]  but I don't think it's in the end played out that way because I think that's a whole lot of that is in-app purchase stuff where
[02:14:18.580 --> 02:14:22.900]  It could be a free or a freemium game type thing where you know
[02:14:22.900 --> 02:14:27.540]  You've got it for free and then you spend a whole bunch of money on coins or whatever and that's what we're talking about
[02:14:27.540 --> 02:14:32.020]  You've got it for free and then you spend a whole bunch of money on coins or whatever and that's what winds up topping those charts
[02:14:32.020 --> 02:14:38.100]  I think it's as you said that the stores just aren't set up to promote an app that is priced sustainably. Yeah
[02:14:38.660 --> 02:14:41.460]  Totally agree. So you were right. I was wrong
[02:14:42.900 --> 02:14:49.060]  Well, I just I well I only wish you know, hopefully people listen and developers listen and say you know what?
[02:14:49.060 --> 02:14:51.780]  I'm not making enough money at $2.99 or $4.99
[02:14:51.780 --> 02:14:56.900]  I should try a higher price because that's that's really what it is is that you can't be the only one that does it
[02:14:56.900 --> 02:15:01.940]  That's what we tried it in the first place and it didn't work and even even someone like you who's got you know
[02:15:01.940 --> 02:15:07.500]  An audience who will listen to this. I don't know that it needs a title change from everybody really to make it sustainable
[02:15:07.500 --> 02:15:11.620]  Oh, you know ever since we wrote about it and Jason Snell of Lincoln and shown us
[02:15:12.020 --> 02:15:15.780]  Jason still had a brief interview with me about it today that I thought was came off pretty good
[02:15:15.820 --> 02:15:16.660]  I've got a lot
[02:15:16.660 --> 02:15:21.620]  we've got a lot of feedback about it and it does seem like I think that there's a movement of foot to maybe do this and
[02:15:21.620 --> 02:15:26.860]  It might have to it is I think hearkening back to almost the pre App Store days where we're you know
[02:15:26.860 --> 02:15:29.740]  You're gonna have to do your marketing on your own outside the App Store
[02:15:29.740 --> 02:15:35.340]  But that you know that that for a certain class of tool app that the prices I think are going to go up
[02:15:35.340 --> 02:15:37.340]  I think there's momentum. I
[02:15:38.020 --> 02:15:44.240]  Hope so. Yeah. Yeah, so let's wrap it up. But let's put a shout out to audio hijack. So audio hijack
[02:15:45.060 --> 02:15:47.060]  The new version is
[02:15:47.080 --> 02:15:50.720]  3.0, right? That's right. It is version 3.0 big hit
[02:15:51.340 --> 02:15:55.560]  For you guys at rogue amoeba. Do you guys have a patch upgrade up to 301 yet?
[02:15:55.560 --> 02:16:02.880]  302 and I think 303 will probably be probably not before this airs. But yeah, we're at 302 now. What's the price?
[02:16:03.240 --> 02:16:04.760]  It's forty nine dollars
[02:16:04.760 --> 02:16:09.880]  But if anyone has bought any audio hijack in the past any product with audio hijack in the name
[02:16:10.080 --> 02:16:16.880]  Which there were a couple different versions whenever it's a twenty five dollar upgrade. That's it's a bargain. That's absolute positive bargain
[02:16:16.880 --> 02:16:18.640]  I bet you get a lot of very well
[02:16:18.640 --> 02:16:23.720]  I'll bet there's a lot of diehard audio hijack users who are begging you to take their $25
[02:16:23.720 --> 02:16:27.320]  It has been incredible to get a whole lot of feedback from people
[02:16:27.960 --> 02:16:31.840]  Who have been using it forever and love the new version and you know
[02:16:31.840 --> 02:16:36.240]  I'm sure everybody who ever puts out a new version says this is the best version and Apple always says that but
[02:16:36.600 --> 02:16:43.200]  In this case, it's it's just been phenomenally well received to the point where I would not have expected it. Yeah
[02:16:43.200 --> 02:16:45.640]  well, I think it's really I had had your
[02:16:46.360 --> 02:16:52.280]  Your colleague Krista on a few episodes ago and we talked about the interface which is to me fantastic
[02:16:52.280 --> 02:16:58.240]  I think you guys got I think just from my sense from talking to Krista was that you guys got too close to the interface
[02:16:58.480 --> 02:17:02.720]  During its development and you lost sight of just how radically better it was
[02:17:03.440 --> 02:17:06.480]  Because oh in terms of the past several years of developing version 3
[02:17:06.480 --> 02:17:06.960]  Yes
[02:17:06.960 --> 02:17:14.040]  that you guys you guys were nose to the grindstone on that interface for so long and you became infamous intimately familiar with it and
[02:17:15.200 --> 02:17:20.780]  And then it came out and I think it was just I think it's that interface that's driving the hit because to me
[02:17:20.780 --> 02:17:25.200]  I always I always knew what audio hijack did but I have to admit that when I looked at it
[02:17:25.200 --> 02:17:29.280]  I was always a little like I have to I have to read and think about what I'm doing here
[02:17:29.280 --> 02:17:34.920]  Whereas with the new interface, it's in an instant. You can see exactly what is going on and it's you know
[02:17:35.320 --> 02:17:41.180]  Yeah, I mean that that was certainly the idea was we've got a pipeline and you can visually see my audio is going from here
[02:17:41.180 --> 02:17:43.560]  to here and it's doing what I expected to do and
[02:17:44.120 --> 02:17:49.200]  Previously we had most of the power that's in this version, but it was a lot more difficult to suss out, right?
[02:17:49.200 --> 02:17:55.040]  But and you know and on the back end you guys have been through so much. It's always been a Mac OS 10 product
[02:17:55.040 --> 02:17:59.760]  It hasn't it debuted on Mac OS 10. So you don't have any classic Mac OS roots, right?
[02:18:00.400 --> 02:18:06.160]  There was there was a plug-in version back on Mac OS 9 but as a product it was it's always been on Mac OS 10
[02:18:06.320 --> 02:18:08.320]  You guys have been through so many technical
[02:18:09.080 --> 02:18:14.840]  differences in at the level that you that audio hijack needs to operate in terms of you know, I mean
[02:18:14.840 --> 02:18:16.840]  There was no core audio back in
[02:18:17.200 --> 02:18:18.960]  2001
[02:18:18.960 --> 02:18:20.960]  What's there? I don't think so. I
[02:18:21.440 --> 02:18:28.920]  Mean, yeah, we've gone through we've gone through what 11 different versions of the operating system and it's it's it's it's been it's been a
[02:18:29.560 --> 02:18:31.520]  Pretty long journey as far as getting to where we are
[02:18:31.520 --> 02:18:35.640]  But the only way that that worked was through upgrade pricing and having a sane
[02:18:36.540 --> 02:18:38.480]  Sustainable price to start with right? Yeah
[02:18:38.480 --> 02:18:43.840]  I think the bigger thing for us was having a price that you know made money as opposed to selling for 99 cents
[02:18:43.840 --> 02:18:49.040]  But certainly version 3 having an upgrade price has been essential right because there's no other way
[02:18:49.040 --> 02:18:53.000]  I mean, how could you justify three years of development on it if if you weren't going to do it?
[02:18:53.000 --> 02:18:57.300]  So anyway, my congrats well-deserved success on that app. It's thank you
[02:18:58.080 --> 02:19:02.560]  It should win all the awards in my opinion. Well, it's you know, it's funny. Somebody said that and
[02:19:03.160 --> 02:19:09.160]  It got me thinking there aren't very many Mac Awards left anymore. No week. Well, we lost Mac world's
[02:19:09.160 --> 02:19:15.780]  Eddie Awards, are they gonna do that? They didn't they didn't do it at the end of last year with their with their slim down staff
[02:19:17.000 --> 02:19:22.080]  You know, the the the ada's are now only for the App Store which audio hijack can't be in
[02:19:23.200 --> 02:19:29.080]  We lost I mean all the Mac magazines have disappeared and that was really the people that were doing a lot of the awards. Yeah
[02:19:29.720 --> 02:19:35.560]  So it's that actually somebody said that somebody said exactly that but it should win all the awards and and I said that's that's a lovely
[02:19:35.560 --> 02:19:42.900]  Thing to say and it made me depressed because there really aren't any of these sort of community recognition awards anymore. Yeah ada's
[02:19:43.920 --> 02:19:46.000]  You know, it's an achievement
[02:19:46.840 --> 02:19:48.840]  more than an award it
[02:19:48.920 --> 02:19:54.520]  Everybody if you get an ADA you've done good work. There is no way to get one that is not involve good work
[02:19:54.520 --> 02:19:59.720]  But it's it it's not really an award. It's you know, you you've done good work
[02:19:59.720 --> 02:20:03.040]  That is exactly where Apple wants you to be doing good work this year
[02:20:03.040 --> 02:20:08.960]  It's it's right, you know, not that again. I'm not downplaying it. I would certainly except I would happily accept one
[02:20:09.880 --> 02:20:12.880]  But it's to call it an award, you know, I don't know
[02:20:12.880 --> 02:20:17.400]  It's not like the Eddie's used to be where it was a more objective
[02:20:18.440 --> 02:20:23.800]  And had more of like a year-to-year fairness to it like the ada's shift radically
[02:20:23.800 --> 02:20:26.080]  I mean there was one year where they were like, you know iOS only
[02:20:26.600 --> 02:20:32.040]  well, and they had like they'd add a category like best dashboard widget and
