[00:00.000 --> 00:01.740]  Jason, how you doing?
[02:58:48.780 --> 02:58:51.540]  It'll fit, and it doesn't take that long.
[02:58:51.540 --> 02:58:56.000]  But I wrote like a script and it omitted my block quotes,
[02:58:56.000 --> 02:58:57.460]  which are extensive at times,
[02:58:57.460 --> 02:59:00.180]  and so it was only counting original words.
[02:59:00.180 --> 02:59:01.980]  I forget if I counted my headlines or not.
[02:59:01.980 --> 02:59:06.020]  I think I didn't because a lot of the times I lazy out
[02:59:06.020 --> 02:59:09.180]  and just use the other site's headline as my headline.
[02:59:09.180 --> 02:59:11.940]  You know, Wall Street Journal colon,
[02:59:11.940 --> 02:59:13.440]  just publish their headline.
[02:59:13.440 --> 02:59:15.740]  So just counting my words, I forget where I was at,
[02:59:15.740 --> 02:59:19.460]  but it was either a million or two million words
[02:59:19.460 --> 02:59:20.500]  of original writing.
[02:59:20.500 --> 02:59:22.340]  My word count might be higher,
[02:59:22.340 --> 02:59:24.500]  probably is higher than yours on average,
[02:59:24.500 --> 02:59:29.440]  but maybe not as far ahead as you think, though,
[02:59:29.440 --> 02:59:32.280]  but it's the post, though, that counts.
[02:59:32.280 --> 02:59:35.000]  Like, okay, I'm gonna send this to all the people
[02:59:35.000 --> 02:59:35.840]  who read my site,
[02:59:35.840 --> 02:59:37.820]  and there's a certain responsibility for that,
[02:59:37.820 --> 02:59:42.500]  and it's uncanny how similar the pace we're on is.
[02:59:42.500 --> 02:59:43.920]  That's weird, that's weird.
[02:59:43.920 --> 02:59:44.760]  I noticed.
[02:59:44.760 --> 02:59:47.660]  It's also weird that both of us write
[02:59:47.660 --> 02:59:52.380]  several books a year worth of words every year,
[02:59:52.380 --> 02:59:55.820]  but yeah, that's, yeah.
[02:59:55.820 --> 02:59:59.120]  But I feel like I couldn't sit down and write a book.
[02:59:59.120 --> 03:00:00.220]  I don't think so either.
[03:00:00.220 --> 03:00:04.300]  I could, I guess, I've often said,
[03:00:04.300 --> 03:00:06.500]  theory, I could do a collection,
[03:00:06.500 --> 03:00:08.900]  although I would probably pay someone else
[03:00:08.900 --> 03:00:10.500]  to pick the ones to choose
[03:00:10.500 --> 03:00:11.980]  because I don't know that I'm the right person
[03:00:11.980 --> 03:00:13.980]  to choose them, but that's not writing a book.
[03:00:13.980 --> 03:00:15.580]  A collection of the greatest hits
[03:00:15.580 --> 03:00:17.660]  of Daring Fireball with commentary.
[03:00:17.660 --> 03:00:19.500]  I mean, it's a book, it is a book,
[03:00:19.500 --> 03:00:21.940]  but it's not writing a book, right?
[03:00:21.940 --> 03:00:25.900]  I mean, it honestly feels to me like,
[03:00:25.900 --> 03:00:28.980]  I don't know, telling me to put together an airplane,
[03:00:28.980 --> 03:00:30.500]  or fix an airplane.
[03:00:30.500 --> 03:00:32.180]  This airplane doesn't start, what do you do?
[03:00:32.180 --> 03:00:33.020]  I don't know.
[03:00:33.020 --> 03:00:36.220]  I mean, I write every day, and like you said,
[03:00:36.220 --> 03:00:39.500]  we write books' lengths of words every year,
[03:00:39.500 --> 03:00:44.500]  but to sit down and write one 60,000 word plus narrative,
[03:00:45.500 --> 03:00:48.180]  it's not the way my brain works.
[03:00:48.180 --> 03:00:52.340]  It's, I feel like I found the medium for my writing brain.
[03:00:52.340 --> 03:00:54.640]  I often wonder, here's a question for you.
[03:00:55.880 --> 03:00:57.300]  I wonder what I would do
[03:00:57.300 --> 03:01:01.780]  if I had been born a generation earlier, you know, pre-wet.
[03:01:01.780 --> 03:01:04.580]  Because I absolutely, I can't help but think
[03:01:04.580 --> 03:01:06.700]  I'd have had the itch to write,
[03:01:06.700 --> 03:01:09.820]  and I probably still would have gone to the student
[03:01:09.820 --> 03:01:14.060]  newspaper at whatever college I would have gone to,
[03:01:14.060 --> 03:01:16.360]  born 25 or 30 years earlier.
[03:01:16.360 --> 03:01:18.540]  But I don't know what I would have done afterwards.
[03:01:18.540 --> 03:01:19.420]  I really don't.
[03:01:21.340 --> 03:01:23.100]  I think I would have wanted to be a writer.
[03:01:23.100 --> 03:01:23.940]  I don't know, though.
[03:01:23.940 --> 03:01:25.920]  I may not, I don't know.
[03:01:25.920 --> 03:01:30.360]  I might be doing something else, and in the back of my head,
[03:01:30.360 --> 03:01:32.300]  gone to my grave with a regret.
[03:01:32.300 --> 03:01:34.780]  Boy, you know, maybe next year I'll try writing a book,
[03:01:34.780 --> 03:01:37.500]  or writing something, or something, and never doing it.
[03:01:37.500 --> 03:01:38.940]  I don't know, I don't know what I,
[03:01:38.940 --> 03:01:42.260]  honest to God, don't know what I would do other than this.
[03:01:42.260 --> 03:01:44.460]  Nothing else I don't think would have stuck.
[03:01:45.860 --> 03:01:46.700]  And-
[03:01:46.700 --> 03:01:49.500]  Yeah, I'm not sure that I would be a writer,
[03:01:49.500 --> 03:01:54.500]  because for me, the attraction of it initially, certainly,
[03:01:55.380 --> 03:01:57.060]  and I think still to some extent,
[03:01:57.060 --> 03:01:59.220]  is like that it's writing on the web,
[03:01:59.220 --> 03:02:01.420]  and it's not only writing,
[03:02:01.420 --> 03:02:04.300]  but there's this curating part of it too
[03:02:04.300 --> 03:02:07.220]  that I really focus on.
[03:02:07.220 --> 03:02:10.740]  I was gonna be a scientist before I decided to pivot
[03:02:10.740 --> 03:02:14.000]  to trying to figure out how to make a living on the web.
[03:02:14.000 --> 03:02:14.920]  I went to grad school,
[03:02:14.920 --> 03:02:17.860]  I was gonna get a PhD in ceramic engineering.
[03:02:19.960 --> 03:02:21.180]  Yeah.
[03:02:21.180 --> 03:02:22.500]  I don't know why, I'm not laughing.
[03:02:22.500 --> 03:02:25.860]  Like making, like making gorilla glass, maybe, you know?
[03:02:25.860 --> 03:02:26.980]  I don't know.
[03:02:26.980 --> 03:02:28.340]  I'm not laughing at the field.
[03:02:28.340 --> 03:02:29.660]  I actually think it's fascinating,
[03:02:29.660 --> 03:02:32.420]  and I just was bitching on Mastodon yesterday,
[03:02:32.420 --> 03:02:34.340]  because I cracked the back of my iPhone
[03:02:34.340 --> 03:02:35.680]  for the second year of a row,
[03:02:35.680 --> 03:02:38.660]  that I cannot believe we make these things out of glass,
[03:02:38.660 --> 03:02:41.260]  which is the dumbest material you could possibly
[03:02:41.260 --> 03:02:42.220]  make them out of.
[03:02:42.220 --> 03:02:44.780]  And so I hope there's some ceramic engineer out there,
[03:02:44.780 --> 03:02:47.580]  literally a ceramic engineer who's got an idea
[03:02:47.580 --> 03:02:49.540]  for a ceramic that won't crack,
[03:02:49.540 --> 03:02:52.460]  but will pass through the pass-through charging,
[03:02:52.460 --> 03:02:54.660]  which is why they shifted to glass in the first place.
[03:02:54.660 --> 03:02:57.380]  So I'm not laughing at the field of ceramic engineering.
[03:02:57.380 --> 03:03:01.900]  I think it's as essential and as bright a future as ever.
[03:03:01.900 --> 03:03:04.340]  I'm just laughing at the idea of, you know,
[03:03:04.340 --> 03:03:08.300]  missing you as a voice in my life on a daily basis
[03:03:08.300 --> 03:03:09.980]  while you're out there baking
[03:03:09.980 --> 03:03:13.820]  the seventh generation gorilla glass in an oven.
[03:03:14.980 --> 03:03:16.580]  Yeah, exactly.
[03:03:16.580 --> 03:03:18.060]  Before we go, I mean, we've gone too long,
[03:03:18.060 --> 03:03:19.580]  but I have noticed, though,
[03:03:19.580 --> 03:03:22.380]  I mean, to circle back to design and stuff like that,
[03:03:22.380 --> 03:03:25.120]  that you've subtly, not redesigned,
[03:03:25.120 --> 03:03:29.300]  but tweaked the Kottke layout where your,
[03:03:29.300 --> 03:03:31.040]  what you call quick links,
[03:03:31.040 --> 03:03:33.340]  instead of, for a couple of years,
[03:03:33.340 --> 03:03:37.180]  what you were doing was sort of batching them up.
[03:03:37.180 --> 03:03:39.060]  I don't know if they were by the day
[03:03:39.060 --> 03:03:40.980]  or how were you doing that?
[03:03:40.980 --> 03:03:44.500]  You'd sort of put them in a multi-column pool
[03:03:44.500 --> 03:03:46.900]  in between true posts.
[03:03:46.900 --> 03:03:49.740]  Like you'd have post, post,
[03:03:49.740 --> 03:03:52.260]  and then a collection of quick links
[03:03:52.260 --> 03:03:56.460]  in a multi-column tag pool,
[03:03:56.460 --> 03:03:58.740]  then a post, a post,
[03:03:58.740 --> 03:04:01.140]  and then another, you know, quick link collection
[03:04:01.140 --> 03:04:02.180]  from earlier.
[03:04:02.180 --> 03:04:04.580]  Like how, I never quite discerned,
[03:04:05.480 --> 03:04:09.900]  I figure knowing you, it was probably hand pooled.
[03:04:09.900 --> 03:04:12.620]  This is enough to tie off as one pool
[03:04:12.620 --> 03:04:13.860]  and I'll move on to the next,
[03:04:13.860 --> 03:04:15.780]  or was it automated in some way?
[03:04:17.060 --> 03:04:20.020]  So it works slightly differently on the website
[03:04:20.020 --> 03:04:21.900]  and in RSS.
[03:04:21.900 --> 03:04:24.700]  So on the website, there was one main post,
[03:04:24.700 --> 03:04:26.860]  and then under that first main post,
[03:04:26.860 --> 03:04:28.620]  there was a quick link section.
[03:04:28.620 --> 03:04:30.980]  And that was just the last 10 quick links,
[03:04:30.980 --> 03:04:32.660]  like reverse chronological.
[03:04:32.660 --> 03:04:34.340]  And then there was a button to,
[03:04:34.340 --> 03:04:36.000]  you could click into like the main
[03:04:36.000 --> 03:04:37.920]  sort of quick links archive.
[03:04:37.920 --> 03:04:41.660]  But for RSS, what I did was every few hours,
[03:04:41.660 --> 03:04:43.260]  if there were two or more quick links,
[03:04:43.260 --> 03:04:45.820]  I would bundle those up and send them to RSS.
[03:04:45.820 --> 03:04:48.260]  Manually or automated?
[03:04:49.100 --> 03:04:52.340]  Automated, it was all like cron jobs and PHP scripts.
[03:04:52.340 --> 03:04:54.420]  And PHP, I was gonna ask what language.
[03:04:54.420 --> 03:04:57.540]  Yeah, you've unbundled that on the website
[03:04:57.540 --> 03:05:01.340]  and now the website is just purely reverse chronological.
[03:05:01.340 --> 03:05:02.180]  When did that happen?
[03:05:02.180 --> 03:05:03.880]  I don't think I noticed when that happened.
[03:05:03.880 --> 03:05:06.120]  Probably, I don't know, a month, month and a half
[03:05:06.120 --> 03:05:07.780]  after I got back from my sabbatical.
[03:05:07.780 --> 03:05:10.380]  So end of December, maybe sometime in January.
[03:05:10.380 --> 03:05:12.340]  I think it was probably sometime in January.
[03:05:12.340 --> 03:05:13.860]  I like it, I like it.
[03:05:13.860 --> 03:05:14.980]  There's a vector here.
[03:05:14.980 --> 03:05:16.540]  I feel like I'm moving towards something.
[03:05:16.540 --> 03:05:19.060]  Like the way that the quick links worked,
[03:05:19.060 --> 03:05:20.520]  it was getting a little long in the tooth
[03:05:20.520 --> 03:05:22.500]  and I wanted to move away from that.
[03:05:22.500 --> 03:05:24.980]  And because I feel like I'm putting
[03:05:24.980 --> 03:05:26.580]  a little bit more energy these days
[03:05:26.580 --> 03:05:28.540]  into the quick links, there's more of them
[03:05:28.540 --> 03:05:30.460]  than there used to be and they're more frequent.
[03:05:30.460 --> 03:05:33.220]  I wanted to highlight them more on the front page
[03:05:33.220 --> 03:05:34.120]  than they had been.
[03:05:34.120 --> 03:05:36.340]  So that was kind of the impetus there.
[03:05:36.340 --> 03:05:37.180]  I like it.
[03:05:37.180 --> 03:05:40.760]  I will just say, A, I like the change.
[03:05:40.760 --> 03:05:42.660]  And I think it, I don't know why.
[03:05:42.660 --> 03:05:46.540]  I don't know, it just, it's in my ears, not my eyes.
[03:05:46.540 --> 03:05:50.220]  It just reads better to me and it reads more like you.
[03:05:50.220 --> 03:05:53.020]  And I don't know if it's coincident or not.
[03:05:53.020 --> 03:05:57.380]  I just feel like when, my sense as a reader
[03:05:57.380 --> 03:05:59.640]  is that when you came back from sabbatical,
[03:05:59.640 --> 03:06:01.180]  you needed to warm up a little.
[03:06:03.300 --> 03:06:05.740]  I don't, I was so happy when you came back
[03:06:05.740 --> 03:06:08.760]  and it was great and it was, you were back,
[03:06:08.760 --> 03:06:13.520]  but I honestly feel like it's more recently.
[03:06:13.520 --> 03:06:18.140]  Let's just say it's in 2023, like post-New Year,
[03:06:18.140 --> 03:06:21.660]  there are more stretches of kotke.org
[03:06:21.660 --> 03:06:26.380]  where I have to close the tab because it's,
[03:06:26.380 --> 03:06:31.180]  I've already ruined half my day with the links
[03:06:31.180 --> 03:06:33.680]  and I'm not even caught up yet.
[03:06:33.680 --> 03:06:38.680]  And it's so crack for my, this is all,
[03:06:39.020 --> 03:06:41.660]  God damn it, the next very, the next one too,
[03:06:41.660 --> 03:06:46.300]  son of a bitch, you know, like a hitting streak.
[03:06:46.300 --> 03:06:50.220]  But there's a famous story, I forget who had it,
[03:06:50.220 --> 03:06:51.860]  but there was the famous year, yeah,
[03:06:51.860 --> 03:06:55.860]  it's the famous year where Ted Williams hit 400
[03:06:55.860 --> 03:06:59.500]  and Joe DiMaggio had the 56 game hitting streak in baseball.
[03:06:59.500 --> 03:07:01.460]  I forget which year, I should,
[03:07:01.460 --> 03:07:03.340]  the fact that I know most of this, but not which year,
[03:07:03.340 --> 03:07:07.180]  but that's bizarre, A, that there's these two freakish
[03:07:07.180 --> 03:07:11.020]  stats in baseball, Ted Williams, last guy to hit 400,
[03:07:11.020 --> 03:07:13.440]  Joe DiMaggio has a 56 game hitting streak.
[03:07:13.440 --> 03:07:15.540]  In other words, for people who aren't baseball fans,
[03:07:15.540 --> 03:07:18.740]  56 games in a row, he got at least one hit.
[03:07:18.740 --> 03:07:21.420]  But the most amazing stat of that season
[03:07:21.420 --> 03:07:23.700]  was at some point in the middle of the year,
[03:07:23.700 --> 03:07:25.660]  and I don't know the number, but Ted Williams
[03:07:25.660 --> 03:07:30.060]  had something like 14 or 15 consecutive at bats with a hit,
[03:07:30.060 --> 03:07:34.100]  which is, let's say you're hitting 400,
[03:07:34.100 --> 03:07:36.320]  so it's a little bit less than a coin flip,
[03:07:36.320 --> 03:07:39.820]  it's less than a coin flip, but like 14 or 15,
[03:07:39.820 --> 03:07:42.320]  or I forget what the number is, but it was freakish.
[03:07:42.320 --> 03:07:45.420]  But that's what, Kotke's been on, to me,
[03:07:45.420 --> 03:07:46.540]  and I'm not just buttering you up
[03:07:46.540 --> 03:07:48.980]  because you've been so generous with your time on my show,
[03:07:48.980 --> 03:07:51.220]  but you've had more streaks like that,
[03:07:51.220 --> 03:07:53.940]  where it's not just every day you've got something
[03:07:53.940 --> 03:07:55.580]  that I think is gold and I'm jealous
[03:07:55.580 --> 03:07:57.780]  that I'm not the one who found it first and linked to it,
