[00:00.000 --> 00:00.840]  What time you got?
[2:48:14.280 --> 2:48:19.160]  their, their promise shipping device is a thing with no cables. You just put, it's battery operated
[2:48:19.160 --> 2:48:23.240]  and you put it on your head and that's it. Whereas the thing that they let people try,
[2:48:24.200 --> 2:48:30.520]  it involved like a battery pack on your waist and a cable connecting the battery pack to the
[2:48:30.520 --> 2:48:37.160]  thing on your head. And they had to take, uh, physical measurements of the distance between your
[2:48:37.160 --> 2:48:42.200]  pupils and then enter it by hand into the device, whereas the, you know, the shipping product
[2:48:42.200 --> 2:48:46.520]  is supposed to be, you know, like, if you've got one and I try it on, it's going to, the device
[2:48:46.520 --> 2:48:53.560]  itself will measure the pupil distance to calibrate itself. Um, it's all very, that's, uh,
[2:48:53.560 --> 2:49:01.160]  raises all sorts of reds of hearts in my mind. Right. And it is, that's the hard part. And it's sort
[2:49:01.160 --> 2:49:06.120]  of, you know, and of course, I'm going to bring it back to Apple, but it's an interesting
[2:49:06.120 --> 2:49:15.560]  contrast with the watch where when they showed us the watch back in October, or I guess it was
[2:49:15.560 --> 2:49:21.560]  September, right? September was the watch. Um, it was, I mean, they didn't say it's final
[2:49:21.560 --> 2:49:26.200]  hardware, but it was as close to final, you know, I'm sure there might be some tweaks or something
[2:49:26.200 --> 2:49:29.720]  like that, but it was, you know, they were real. The things they let us, and they let us try them on
[2:49:29.720 --> 2:49:36.440]  our wrists and, you know, it's the same materials. They were stainless. They, they were gold. They were
[2:49:36.440 --> 2:49:43.080]  aluminum. All the bands were there. We got to play with the bands. Um, and they just didn't let us
[2:49:43.080 --> 2:49:47.400]  see the software, you know, they just had the demo loop of the software, but the actual hardware was
[2:49:47.400 --> 2:49:52.920]  there. I mean, it's, there's no trickery about it. That's interesting. Yeah, where is my, or it sounds
[2:49:52.920 --> 2:49:58.280]  like Microsoft had the software pretty nailed down, but not the hardware. Well, no, but they didn't
[2:49:58.280 --> 2:50:01.960]  really, it wasn't, it was the software was also a can. The software they took people through
[2:50:01.960 --> 2:50:07.480]  was, yeah, it's all canned, you know, everybody got the same loop. Well, I mean, and canned in a way
[2:50:07.480 --> 2:50:11.720]  where it wasn't just playing, like with the watch, it really just played a loop, and there was no
[2:50:11.720 --> 2:50:16.280]  interactivity at all, whereas clearly this thing was actually, I guess you moved your head was
[2:50:16.280 --> 2:50:20.520]  adjusting what you saw, you know, it was all, but, you know, the things that you did were very,
[2:50:20.520 --> 2:50:26.520]  very limited. It was everybody got the same Minecraft game. Everybody got the same, um, you know,
[2:50:26.520 --> 2:50:31.240]  a Skype call to how to hook up a light, which I thought was the most compelling.
[2:50:32.680 --> 2:50:39.400]  Yeah, that's really cool. The demo they had, it's, you know, in the product video, they showed
[2:50:39.400 --> 2:50:44.440]  somebody getting help doing some home plumbing repair in the thing that they gave to the journalist,
[2:50:44.440 --> 2:50:48.360]  it was a little bit of like, it was like hooking up a light switch, a little home electricity.
[2:50:48.360 --> 2:50:53.000]  And the idea is they had an expert electrician on the other end using Skype on a tablet who could
[2:50:53.000 --> 2:51:00.520]  see what you see through your, um, HoloLens, and then he could annotate it with his finger on the
[2:51:00.520 --> 2:51:06.040]  tablet by saying here, take this cable here and then, you know, draw a little line on it, and hook
[2:51:06.040 --> 2:51:10.280]  this thing up to there and do that, you know, which is a very compelling, it's not just compelling
[2:51:10.280 --> 2:51:14.600]  from a use perspective, it's compelling from a product perspective, because that's a platform,
[2:51:14.600 --> 2:51:20.280]  like you could see there being all kinds of services being offered, you know, over this.
[2:51:20.280 --> 2:51:25.480]  And it's an example of like, I think, uh, you know, in the long run, I'm more interested in
[2:51:25.480 --> 2:51:30.120]  augmented reality than in virtual reality. Like, I think, I mean, Oculus Rift looks amazing, but
[2:51:30.120 --> 2:51:37.480]  to me, that's in the same vein as video games. Um, it is video games. I mean, I might mean
[2:51:37.480 --> 2:51:43.080]  to be dismissive because I realized video games are an enormous industry. Um, you know, like,
[2:51:43.080 --> 2:51:50.120]  uh, Horace, did you just put posted a point that, uh, that the app store is now paying developers more
[2:51:50.120 --> 2:51:56.440]  than the box office receipts of Hollywood combined in the US. And some people, I link. Yeah. And
[2:51:56.440 --> 2:51:59.640]  and some people linked down like, they're like, so what? And I was like, well, it's not a huge,
[2:51:59.640 --> 2:52:03.800]  it's not like a magic number. It doesn't mean anything in particular. It's just to just put it in
[2:52:03.800 --> 2:52:07.960]  context, though, like you, we've all grown up knowing that Hollywood is Hollywood and it's a big deal.
[2:52:07.960 --> 2:52:14.760]  You know, the Apple App Store alone is now bigger than that. Yeah, but it's a destination. It's
[2:52:14.760 --> 2:52:20.520]  a thing you go and do. Whereas like, what's so compelling about the smartphone is it's with you
[2:52:20.520 --> 2:52:26.200]  all the time in your actual real life. And you could see like, in like 10 years down the road,
[2:52:26.200 --> 2:52:32.120]  where the Microsoft is doing is actually like a normal pair of glasses. Like the thing with
[2:52:32.120 --> 2:52:38.440]  Google Glass is like the the the fundamental concept I don't think was flawed. Just everything
[2:52:38.440 --> 2:52:44.840]  about the product execution was was horribly flawed. Right. And the, a lot of the, the contrary
[2:52:44.840 --> 2:52:51.000]  feedback I've gotten this week, you know, is like, well, how can you, how can you say that this
[2:52:51.000 --> 2:52:55.880]  looks cool? And you're, you know, did nothing but shit all over a group of glass for two years.
[2:52:55.880 --> 2:53:02.040]  And it's, again, it's like I never, I and I don't think anybody ever said that augmented reality
[2:53:02.040 --> 2:53:07.400]  is a goofy idea that's never going to take off. It was glass in particular. Everything about glass
[2:53:07.400 --> 2:53:12.920]  that the actual nature of how it was presented in their, their proposal of how you'd use it was,
[2:53:12.920 --> 2:53:19.160]  was wrong. Not the idea that augmented reality in general is bad. No. You know, I could see it,
[2:53:19.160 --> 2:53:24.680]  I could see it multiple ways. I can see it where, you know, obtrusive headsets like what,
[2:53:24.680 --> 2:53:29.560]  you know, HoloLens is going to be when it chips. Uh, I mean, you know, you look like Robert
[2:53:29.560 --> 2:53:35.400]  Apple looking on. That's okay. You see, I could see right, you know, there's all sorts of things
[2:53:35.400 --> 2:53:40.120]  you do at home that you wouldn't do in public that you look weird. Like being, you know,
[2:53:40.120 --> 2:53:45.480]  hunching your shoulders over a little video game controller is not something you would do while,
[2:53:45.480 --> 2:53:50.520]  you know, I, you know, out in public, but, you know, while you're playing a game, it's fine.
[2:53:51.560 --> 2:53:54.920]  If you think about something like, what's the precursor to the iPhone? It's like, it's like the iPod,
[2:53:54.920 --> 2:53:59.960]  but from a, a fundamental level, they're very different products. The iPod was dependent on a PC,
[2:53:59.960 --> 2:54:05.560]  the center of your existence was the PC, the digital hub, and the iPod lets you carry music with you.
[2:54:05.560 --> 2:54:11.320]  Yet from a, like a hardware perspective, the iPod very much led to the iPhone, you know,
[2:54:11.320 --> 2:54:16.280]  the, what Apple were in miniaturization, battery technology, all that sort of stuff led to the
[2:54:16.280 --> 2:54:20.520]  iPhone. And I think it's a similar thing here. Right now it will start out as being something
[2:54:20.520 --> 2:54:26.440]  you do at home. You're not going to wear this robo cop thing outside, but Microsoft will develop
[2:54:26.440 --> 2:54:32.440]  the expertise and, and like how to build this sort of stuff. It'll get smaller. And at some point,
[2:54:32.440 --> 2:54:38.280]  they will be ready to make the shift, uh, you know, to being something outside, whereas Google
[2:54:38.280 --> 2:54:42.600]  jumped straight to being outside when the technology isn't even remotely close to being ready.
[2:54:42.600 --> 2:54:48.840]  And, and that's why it was a mess. And everything fell out of that, everything fell out of that,
[2:54:48.840 --> 2:54:52.840]  because then by trying to make it small enough that you'd even vaguely want to wear it or be
[2:54:52.840 --> 2:54:58.120]  willing to wear it in public, it was so technically limited that it wasn't compelling. There was
[2:54:58.120 --> 2:55:04.040]  never anything about it that was like a, wow, holy crap. Whereas also, you know, that was more or
[2:55:04.040 --> 2:55:08.360]  less the responsibility had who got to try on the HoloLens at the Microsoft event was,
[2:55:08.360 --> 2:55:14.680]  wow, this was so frustrating, right? Like the HoloLens, it was genuinely compelling. And it's
[2:55:14.680 --> 2:55:20.600]  compelling from a today perspective, and it's a compelling from a like 10 year from now perspective.
[2:55:21.560 --> 2:55:28.760]  And, and it's just a shame that I, and so I guess they got the HoloLens benefit, but I mean,
[2:55:28.760 --> 2:55:30.840]  like, why did it have to be at this event?
[2:55:32.200 --> 2:55:37.880]  I, that's exactly my point exactly. I couldn't agree more. And as the week has gone on,
[2:55:37.880 --> 2:55:42.360]  and I've seen what people have written about, I, I, my, that was my initial reaction on day one,
[2:55:42.360 --> 2:55:47.400]  and it's only been reaffirmed because almost everything I've seen written since has been about
[2:55:47.400 --> 2:55:52.840]  HoloLens, not about Windows. Yeah. And one, they needed to make points about Windows 10 that
[2:55:52.840 --> 2:55:58.040]  like this is Windows and chill out, you know, we've come to our senses. And two, like, the vision
[2:55:58.040 --> 2:56:03.880]  was compelling, but no one, no one's paying attention to it. Right. And it's a hard thing, you know,
[2:56:03.880 --> 2:56:07.480]  I know you're there. I could see why they're excited about it. I can see why they might have been
