[00:00.000 --> 00:02.000]  Hello there
[02:17:39.260 --> 02:17:41.380]  It's one of those things where it's only used to me
[02:17:41.380 --> 02:17:47.500]  The only two interesting ways to do it is really really here's my notes and my first impressions or here's something
[02:17:47.500 --> 02:17:49.980]  I've taken at least a week to sort of
[02:17:50.860 --> 02:17:52.860]  Let it permeate totally
[02:17:53.900 --> 02:17:57.820]  What do you think of the event venue moving to?
[02:17:58.780 --> 02:18:03.980]  De Anza College, whatever the Flint Center Center. I've never been there. I've never been there ever been there
[02:18:03.980 --> 02:18:07.440]  I didn't go to the iMac event when they held it there when they introduced the first iMac
[02:18:07.440 --> 02:18:13.800]  Yeah, I was all before my time as you know before you've daring fireball was even existed
[02:18:14.720 --> 02:18:16.720]  and it's mysterious big
[02:18:17.760 --> 02:18:21.440]  Mystery box out front. Nobody even knows what it is. Nobody even knows if it's a building
[02:18:21.440 --> 02:18:25.440]  I mean some people think it's like it like just scaffolding to cover what's under yeah
[02:18:25.440 --> 02:18:32.160]  I I think this is I mean people love the Apple Kremlin ology, you know, everybody loves that but I don't know
[02:18:32.160 --> 02:18:36.400]  I I think one reason is that finding event venues is hard
[02:18:36.400 --> 02:18:40.560]  in the conference center stuff tends to get booked
[02:18:41.560 --> 02:18:42.960]  sometimes years in advance
[02:18:42.960 --> 02:18:49.200]  So they may have looked for a good Moscone West time and just not found one or and Yerba Buena theaters too small
[02:18:49.200 --> 02:18:51.480]  I think they want they really wanted to invite a larger crowd
[02:18:51.480 --> 02:18:55.960]  We've there have been some reports about like some fashion industry people invited to it's like at some point
[02:18:55.960 --> 02:18:58.060]  They're gonna run out of space for the for the press
[02:18:58.440 --> 02:19:03.400]  if and if they can't get Moscone West the number of venues in the Bay Area that can that can fit that are
[02:19:04.360 --> 02:19:05.400]  limited
[02:19:05.400 --> 02:19:11.320]  And then I also know from talking to people at Apple that they've always you know
[02:19:11.320 --> 02:19:14.680]  They're based in Cupertino it anytime you do an event in San Francisco
[02:19:14.680 --> 02:19:16.680]  There's a lot of overhead in
[02:19:16.720 --> 02:19:21.840]  People coming up to the city and you got to get hotel rooms and they're in the city for days at the venue before hand
[02:19:21.840 --> 02:19:27.680]  Right because their hours their hours their pre-event hours are so crazy. They can't afford the back and forth
[02:19:27.680 --> 02:19:33.200]  Yeah, cuz it's Lee. What is about an hour? It's about an hour from if you get catch traffic. Well, yeah
[02:19:33.200 --> 02:19:37.760]  Yeah, but I mean, yeah, unless you're going through like exactly at the commute. It's the hour ish between them
[02:19:37.760 --> 02:19:43.000]  So you're not shuttling back up and down especially since a lot of times the the night before the event. They're they're late
[02:19:43.640 --> 02:19:44.680]  Locking it all down
[02:19:44.680 --> 02:19:52.060]  And so you've got all of your people who are setting up the venue and are gonna be participating are off-site
[02:19:52.680 --> 02:20:00.120]  far away and that's you know, it's something that they they do with WWDC for instance and any other event they do up in
[02:20:00.120 --> 02:20:01.920]  the city but definitely
[02:20:01.920 --> 02:20:08.560]  It's an added bit of a pain that I think they would rather not do and I'm pretty sure that they're constructing an event space
[02:20:08.560 --> 02:20:13.880]  In the new campus that will allow them to just do the events on campus because town hall is too small, too
[02:20:13.920 --> 02:20:15.920]  so I think yeah, I think it was close and
[02:20:16.560 --> 02:20:18.440]  it's big and
[02:20:18.440 --> 02:20:24.720]  Then the structure my guess is like literally it was close and big but it didn't have room for hands-on area
[02:20:25.400 --> 02:20:27.520]  Briefing rooms something like that and they're like, you know what?
[02:20:27.520 --> 02:20:31.000]  It's better for us to rent this and build a temporary structure than it is to go somewhere else
[02:20:31.000 --> 02:20:32.360]  So let's just do it
[02:20:32.360 --> 02:20:37.240]  Well, cuz remember the one two years ago that was in San Jose, California theater, right?
[02:20:38.440 --> 02:20:40.440]  Two events there because they did the u2
[02:20:40.880 --> 02:20:42.320]  color iPod
[02:20:42.320 --> 02:20:47.220]  Yeah, I know I I wasn't going to events at that time. So I missed that one
[02:20:48.520 --> 02:20:54.160]  That was a beautiful theater, California theater in San Jose is beautiful hands-on area was totally a nightmare
[02:20:55.160 --> 02:21:00.080]  Exactly. That's exactly where I was going. The hands-on area was like going up into your parents attic
[02:21:00.080 --> 02:21:06.680]  Well, imagine just hundreds of people in a space that was like barely big enough for you to go buy some jujubes at the counter
[02:21:06.680 --> 02:21:12.240]  Yeah, that's exactly what it was. It was like here's where they're usually just selling popcorn and you know, yeah
[02:21:12.240 --> 02:21:15.580]  It didn't it didn't it was it was a nice venue
[02:21:15.720 --> 02:21:20.720]  but there was Apple always likes to have one hands-on area so that the press can
[02:21:21.800 --> 02:21:26.320]  Get their hands on the stuff and take pictures with Tim Cook coming out and looking at the new stuff
[02:21:26.320 --> 02:21:31.920]  And then they also like to have briefing areas where they can meet with a press and that's where you you know
[02:21:31.920 --> 02:21:34.040]  If you're getting an advanced unit, that's where you'll pick it up
[02:21:34.600 --> 02:21:36.160]  and
[02:21:36.160 --> 02:21:41.880]  You know, that's a big checklist of items and I think there's very few venues like Moscone West will do it
[02:21:41.880 --> 02:21:49.320]  But my guess is that Moscone West wasn't available or I don't think have they ever just had a pure product introduction at Moscone
[02:21:49.320 --> 02:21:51.520]  I can't recall my time
[02:21:51.520 --> 02:21:55.960]  I think they have I think they have done it where they've literally just taken it for the day
[02:21:55.960 --> 02:22:02.640]  But but it's a big conference space and they're never gonna County. So it's very difficult to get space and something like that, right?
[02:22:02.800 --> 02:22:09.480]  So yeah, I think it's I think that that's what I think it's I'm gonna go with a nice simple Occam's razor
[02:22:10.320 --> 02:22:15.760]  Explanation that they picked the venue because it has a lot of seats and they do want to invite more people
[02:22:15.760 --> 02:22:21.720]  I mean they could they could have taken it to like where the San Jose Sharks players like a giant arena of Apple
[02:22:21.720 --> 02:22:27.360]  No, see, but they could in theory they could but I think they wouldn't because they wouldn't like the the no
[02:22:27.360 --> 02:22:32.280]  No, it's totally true. But that's the difficulty in finding a venue. That's like the right size for them
[02:22:32.320 --> 02:22:40.440]  That's like conference space and not sporting arena. And and then I think the big white box is a big white
[02:22:41.200 --> 02:22:42.520]  temporary
[02:22:42.520 --> 02:22:46.840]  Hands-on area because if they've invited more people there's gonna be a lot more
[02:22:46.840 --> 02:22:51.600]  You know need for a big one and the last time I tried it in the theater with a tiny little thing
[02:22:51.600 --> 02:22:53.640]  It was actually a very unpleasant hands-on
[02:22:53.640 --> 02:22:57.980]  I just that's I don't think there's any so many people that can get into the Flint Center, too
[02:22:57.980 --> 02:23:00.840]  So it makes it even worse that like now you've got this big venue
[02:23:00.840 --> 02:23:01.320]  Okay
[02:23:01.320 --> 02:23:06.320]  But now you really need a big hands-on area or you're gonna have members of the press waiting for hours
[02:23:06.720 --> 02:23:13.040]  To get through the doors by the you know get admitted by the fire marshal to get into a space, right?
[02:23:13.040 --> 02:23:17.920]  And so you've got a you know, the math works as soon as the venue gets bigger the hands-on area has to get bigger
[02:23:17.920 --> 02:23:18.560]  like town hall
[02:23:18.560 --> 02:23:23.080]  they use the little piano lounge across the way and that's a tight fit because
[02:23:23.360 --> 02:23:27.700]  Yeah town hall is small. The piano lounge is also small and it doesn't fit
[02:23:28.580 --> 02:23:33.920]  Yeah, that's not that pleasant either just in term and that's you know with the overflow crowd, you know
[02:23:34.360 --> 02:23:39.880]  You know take however many people and fit in town hall. They maybe invite two more. Yeah, and
[02:23:39.880 --> 02:23:44.640]  And that's it's just already channel call. Yeah, so I think that's what it is
[02:23:44.640 --> 02:23:48.000]  I think it's a hands-on area and maybe they also have some like temporary
[02:23:48.800 --> 02:23:50.960]  Briefing rooms or something in there. Yeah
[02:23:50.960 --> 02:23:58.480]  Yeah, probably and and maybe they have some stuff to demo that does take more physical space home kit
[02:23:58.480 --> 02:24:00.400]  stuff carplay, you know
[02:24:00.400 --> 02:24:05.760]  Car play and you know and that all fits in I don't think it's super mysterious though
[02:24:05.760 --> 02:24:11.720]  You know, I don't I don't think that they've built like a full-scale home, you know, so I've seen people speculating that
[02:24:11.720 --> 02:24:17.360]  I mean, that's crazy. I they don't need to do that. They did maybe they have some couches and whatever, you know
[02:24:17.880 --> 02:24:21.200]  It I agree with you. I think there's the Occam's razor
[02:24:22.960 --> 02:24:28.360]  Explanation is the best which is this was a venue they could get and the one thing it didn't have was space for
[02:24:28.760 --> 02:24:34.040]  Hands-on stuff so, you know and when you're playing with in Apple's League
[02:24:34.040 --> 02:24:39.920]  and you're shopping around for venues you look at the cost of setting up a temporary structure for a week and
[02:24:40.720 --> 02:24:45.320]  Pencil it in and maybe that's actually as ridiculous as it seems. Maybe that's the best deal
[02:24:45.920 --> 02:24:48.680]  Yeah, that's exactly what I think exactly now
[02:24:49.240 --> 02:24:51.240]  Now we'll embarrass ourselves
