[00:00.000 --> 00:02.000]  How are you?
[02:19:59.820 --> 02:20:02.900]  I'm gonna stay here for a while and I could see them doing it
[02:20:02.900 --> 02:20:06.780]  It would be a big deal keeping in mind that they if they have an iPhone 9 or whatever
[02:20:06.780 --> 02:20:09.700]  They call that LCD phone and they have a plus
[02:20:09.700 --> 02:20:13.380]  Like that's two brand new products
[02:20:13.540 --> 02:20:19.300]  So if they have those two and they say also the 10 got better, right? I think that they can get away with that
[02:20:19.300 --> 02:20:22.180]  I don't think people are gonna be like, well, they didn't do anything with a 10
[02:20:22.180 --> 02:20:24.260]  It's like no, it's the new 10 the 10 got better, too
[02:20:24.260 --> 02:20:27.820]  Yeah, but that do they need to give it a new name in order to make that claim
[02:20:27.820 --> 02:20:31.100]  I don't think they do I think saying it's the new iPhone. It's this year's iPhone
[02:20:31.100 --> 02:20:34.220]  It's the next iPhone 10 is something they could get away with
[02:20:34.220 --> 02:20:39.980]  I could I could my idea and and now that I'm looking at it and I'm listening to you you're changing my mind
[02:20:39.980 --> 02:20:42.860]  But my idea is if they stick with numbers that they would go
[02:20:43.020 --> 02:20:50.860]  iPhone 11 iPhone 11 plus and then not Roman numerals 1 1 and I've and iPhone 9 for the LCD version
[02:20:51.060 --> 02:20:56.660]  11 it could 11 plus and now you'll finally get my spinal tap appearance at an Apple event if they do that and
[02:20:56.980 --> 02:21:02.220]  That I've got that I've got it. I've got it goes to 11 joke. Yeah, I draft. Yeah, there we go
[02:21:02.220 --> 02:21:04.220]  I've got one in there already
[02:21:04.300 --> 02:21:10.700]  And one of the reasons I thought that this might be possible is that it by keeping the numbers two
[02:21:11.100 --> 02:21:15.640]  Digits apart not just 10 and 9 but 11 and 9 it justifies that
[02:21:16.180 --> 02:21:20.820]  $200 price difference between what I presume to be the starting price of this
[02:21:21.420 --> 02:21:27.380]  6.1 inch LCD one of $800 and why in the world would you spend an extra 200 and and
[02:21:27.940 --> 02:21:29.940]  Probably 300 to get the plus model
[02:21:29.940 --> 02:21:31.100]  um
[02:21:31.100 --> 02:21:34.140]  Well, it's two generations ahead. I don't know
[02:21:34.660 --> 02:21:37.640]  And then I'll go back. I will go back to
[02:21:38.980 --> 02:21:41.700]  Bang my hop. But here's the thing. Even if they go 11 and 9
[02:21:41.700 --> 02:21:45.580]  What do they do next year because the the mid tier model can't go to 10?
[02:21:46.340 --> 02:21:50.700]  Because they've already has 10 like one of the problems is that they can't just key
[02:21:50.700 --> 02:21:56.500]  I feel like they can't just keep adding a digit to the high end because eventually you're gonna get to like you said like iPhone
[02:21:56.500 --> 02:22:01.500]  17 I mean even iPhone 13 might be something they want. Yeah, nobody nobody wants that
[02:22:01.500 --> 02:22:06.780]  So here's a wild card because I I've been calling it the iPhone 9 because I don't know what else to call it
[02:22:07.020 --> 02:22:14.020]  But given how different that phone is like it's way bigger than the iPhone 8 and 7 and 6 right all of which look exactly
[02:22:14.020 --> 02:22:15.660]  the same
[02:22:15.660 --> 02:22:17.660]  It's the same design style
[02:22:18.020 --> 02:22:20.580]  And this is totally different. This is more like an iPhone 10
[02:22:20.580 --> 02:22:27.900]  It might not call the iPhone 9 it might be called the iPhone something else to differentiate it. That isn't number-based at all
[02:22:28.300 --> 02:22:30.300]  right and
[02:22:30.940 --> 02:22:33.260]  Again, you look at Apple's other product lines
[02:22:33.260 --> 02:22:38.760]  It gets it uncouples the iPhone from a number or at least a number as the only branding
[02:22:38.760 --> 02:22:44.540]  So then they could have the iPhone whatever and the iPhone the new iPhone 10 and the new iPhone 10 plus and if they do
[02:22:44.540 --> 02:22:50.060]  That they could keep iterating those products for a while without ever changing their names and just saying it's the new one and out
[02:22:50.060 --> 02:22:54.620]  Here's my idea and it's just might just I might be the only one who wants them to go this way
[02:22:54.700 --> 02:22:58.100]  But I'll go back to my guests from last year, which is iPhone Pro
[02:22:58.820 --> 02:23:00.380]  for the
[02:23:00.380 --> 02:23:01.820]  OLED models
[02:23:01.820 --> 02:23:07.060]  Maybe with and I don't think they'd ever say Pro Plus because then it starts to sound like it so they just call them both
[02:23:07.340 --> 02:23:12.960]  iPhone Pro and one of them's bigger and one of them smaller exactly like I iPad Pro exactly like MacBook Pro
[02:23:13.180 --> 02:23:18.980]  Both have the same name one's bigger one smaller. Nobody's confused because it's obvious which one's bigger. It's bigger
[02:23:18.980 --> 02:23:21.780]  And then the other one would just be called iPhone
[02:23:22.260 --> 02:23:25.180]  Now that's that sounds nice and neat
[02:23:25.180 --> 02:23:28.660]  But then it's all conflated by the fact that Apple continues to sell
[02:23:29.020 --> 02:23:36.500]  Old iPhones for years and years at lower price points beneath these two new tiers and then you've got iPhone Pro iPhone
[02:23:36.500 --> 02:23:41.980]  It sounds good enough, but then you've still got what iPhone 7 and iPhone 8 or whatever
[02:23:41.980 --> 02:23:43.980]  I don't know what they plan to keep around
[02:23:44.340 --> 02:23:45.900]  Embedded in my theory about them
[02:23:45.900 --> 02:23:50.700]  Just saying it's the new iPhone 10 is the idea that the iPhone 10 is a very high-end
[02:23:51.500 --> 02:23:52.740]  product
[02:23:52.740 --> 02:23:59.540]  Doesn't trickle down right? That's part of my theory there is that exactly is that maybe they maybe it costs $9.99
[02:23:59.540 --> 02:24:05.120]  Maybe it goes down in price, but like there's no last year's model for sale of the iPhone 10, right?
[02:24:05.120 --> 02:24:09.020]  You don't get you they're not gonna sell the old iPhone 10 for $8.99
[02:24:09.020 --> 02:24:14.380]  That's like no no. No if you want the iPhone 10, it's $9.99 to start and you can get the new one
[02:24:14.380 --> 02:24:15.940]  That's a big change for them
[02:24:15.940 --> 02:24:20.140]  but if they've got other products in the line if they still sell the the eight and
[02:24:20.820 --> 02:24:24.700]  They've got this new thing nine or whatever they call it and then they've got the new tens
[02:24:24.700 --> 02:24:29.700]  Like they still got a product spread there. There is a question over time. Like how do they do it? But like the SE
[02:24:30.300 --> 02:24:31.980]  Similarly, which hasn't been updated in a while
[02:24:31.980 --> 02:24:37.840]  But the SE is the same thing where it's like they can call things the SE and just increment the year and still
[02:24:38.180 --> 02:24:42.580]  So eventually you may end up in a scenario where instead of this trickle-down of old products
[02:24:42.580 --> 02:24:47.460]  Maybe this is a four-year deal where they're in the middle of it now of migrating to this
[02:24:47.460 --> 02:24:51.780]  They have different iPhone models that change every year at different price points
[02:24:51.780 --> 02:24:55.020]  which means that you're buying the latest and greatest of the
[02:24:55.660 --> 02:25:02.180]  iPhone SE instead of buying a three-year-old iPhone and I think for some people that might be more appealing to be like
[02:25:02.180 --> 02:25:07.680]  I've got the 2018 model iPhone SE instead of yeah, I've got the 2016 iPhone
[02:25:07.680 --> 02:25:12.780]  That's all I could afford like it. It feels better to have the latest low-end model
[02:25:12.780 --> 02:25:15.960]  I think rather than the high-end model from three years ago
[02:25:16.020 --> 02:25:16.520]  Yeah
[02:25:16.520 --> 02:25:23.380]  And the other thing that is specific to iPhone and only iPhone at least in Apple's world, although the watch might be close
[02:25:24.140 --> 02:25:30.820]  Is that it is it is pretty pretty regularly annual and it has been since the iPhone
[02:25:30.820 --> 02:25:36.980]  5 I believe the 4s was the one that came out in October
[02:25:37.540 --> 02:25:44.500]  Right after Steve Jobs died and then ever since it's been like first or second Tuesday or Wednesday in September
[02:25:45.580 --> 02:25:48.780]  Every single year and no other Apple product is like that, right?
[02:25:48.780 --> 02:25:53.460]  Even the iPad isn't as annual and like I mentioned earlier in the show the iPad Pro
[02:25:53.500 --> 02:25:57.940]  that is but pro models that are currently for sale are both well over a year old and
[02:25:57.940 --> 02:26:03.500]  and there is to me something to the you know, and the iPhone is obviously the most important product Apple makes by
[02:26:03.900 --> 02:26:07.620]  You know any measure you could possibly measure and so having that
[02:26:08.540 --> 02:26:15.540]  You know unique new this is obviously the latest and greatest name every year might factor into that to some degree
[02:26:15.860 --> 02:26:21.020]  Because it you know, it's not meant to sit around as the top tier phone for 18 months or 24 months
[02:26:21.020 --> 02:26:26.140]  But I don't know it's the I'm sure there are lots of branding experts out there who are
[02:26:26.140 --> 02:26:31.280]  Have lots of opinions about what Apple should do with this product since it is one of the most successful products out there
[02:26:31.280 --> 02:26:37.280]  I I do look at the Apple watch and think with the Apple watch they've managed to do something where it's always Apple watch
[02:26:37.720 --> 02:26:44.120]  Mm-hmm, but there is a tag to it. Yeah changes, right, right and in some ways I feel like that's the ideal
[02:26:44.740 --> 02:26:47.440]  Right, but but you know, maybe with something that's more computer
[02:26:47.440 --> 02:26:52.320]  You don't need to do that and something with fashion a you do but like the beauty of the Apple watch series 3 is
[02:26:52.320 --> 02:26:57.940]  That it's an Apple watch people don't look at my Apple watch and say oh, is that the series 3 they say?
[02:26:57.940 --> 02:27:00.560]  Oh, you have an Apple watch and which one is it?
[02:27:00.560 --> 02:27:05.640]  And I said, well, this is the one with GPS or I say this is a series 3 but and it's on their website
[02:27:05.640 --> 02:27:12.560]  It's like Apple watch series 3 but it's the Apple watch. The name is still Apple watch. The number is a tag
[02:27:12.560 --> 02:27:17.140]  It's a it's a subhead. It's not the product name and I don't know
[02:27:17.140 --> 02:27:22.920]  Is that where Apple wants to go with the iPhone like would they really rather it be the iPhone?
[02:27:22.920 --> 02:27:29.520]  Series something or iPhone some other kind of like sub subhead a little like secondary name for it
[02:27:29.520 --> 02:27:34.160]  That tells you what model it is or again. The simplest thing is it's this year's model
