[00:00.000 --> 00:02.000]  He says he joined.
[02:39:00.860 --> 02:39:04.660]  The thing is, you can lean into that, because we're not trying to de-age him.
[02:39:04.660 --> 02:39:09.780]  We're saying, this is Boba who's been digested slightly, and he's put on some weight, and
[02:39:09.780 --> 02:39:15.420]  he's a little worse for wear, but he's still pretty cranky, and if he's a little heavier
[02:39:15.420 --> 02:39:18.700]  now and he's older, that's the character, and so go with it, and they did.
[02:39:18.700 --> 02:39:22.380]  They talked about that in the gallery thing, that they wanted to give Boba Fett a different
[02:39:22.380 --> 02:39:26.220]  fighting style than the Mandalorian, and what they ended up giving him was a fighting style
[02:39:26.220 --> 02:39:32.060]  that befits the actor who's playing him, which I think is great, because there's no established
[02:39:32.060 --> 02:39:35.780]  stuff in the universe in the existing canon of what Boba Fett's supposed to be like after
[02:39:35.780 --> 02:39:37.580]  he escapes the Sarlacc, so guess what?
[02:39:37.580 --> 02:39:38.580]  This is what he's like.
[02:39:38.580 --> 02:39:42.940]  Now, can they build a series on that gruff, tough character?
[02:39:42.940 --> 02:39:43.940]  I don't know.
[02:39:43.940 --> 02:39:44.940]  We'll see.
[02:39:44.940 --> 02:39:49.780]  Especially since he's on the Jabba throne, or on the Bib Fortuna throne, or whatever
[02:39:49.780 --> 02:39:54.380]  the throne is called, that he takes over there, I'm not sure what that series is going to
[02:39:54.380 --> 02:39:55.380]  be like.
[02:39:55.380 --> 02:39:59.300]  He doesn't seem like the type of character that you could build a series around, but
[02:39:59.300 --> 02:40:06.120]  you know, I assume the people who have that franchise have a story in mind that they want
[02:40:06.120 --> 02:40:09.620]  to tell, and my whole thing is if you have a story you want to tell in the universe,
[02:40:09.620 --> 02:40:13.500]  go for it, and if you want to use this character, feel free, because it's not like Boba Fett
[02:40:13.500 --> 02:40:17.180]  in the original trilogy is so well established that you're hemmed in.
[02:40:17.180 --> 02:40:20.060]  He's such a cipher, you can honestly do whatever the hell you want with him.
[02:40:20.060 --> 02:40:23.860]  Well, wait, you're forgetting that monologue where he describes everything that he loves,
[02:40:23.860 --> 02:40:32.860]  and being bought off one of those giant cows on Naboo, and he's just a really fully fleshed
[02:40:32.860 --> 02:40:33.860]  out character.
[02:40:33.860 --> 02:40:38.260]  I mean, the whole season should just be about him constantly reliving having his backpack
[02:40:38.260 --> 02:40:41.940]  malfunction when he gets accidentally poked in the back by Han, and he's like so embarrassed
[02:40:41.940 --> 02:40:42.940]  by that.
[02:40:42.940 --> 02:40:47.300]  There's just constant nightmares and dreams about it, and people teasing him in the street.
[02:40:47.300 --> 02:40:49.860]  And then it burped, everybody, it burped!
[02:40:49.860 --> 02:40:53.980]  And it's just how his head is down, and he's just walking.
[02:40:53.980 --> 02:40:58.060]  To answer your question, Jon, I don't care.
[02:40:58.060 --> 02:40:59.060]  I don't care.
[02:40:59.060 --> 02:41:02.460]  I like the actor, I like the character.
[02:41:02.460 --> 02:41:10.300]  When I was young, when we were young, and when Boba Fett went into that select pit,
[02:41:10.300 --> 02:41:15.460]  I felt a little ripped off because I thought he was a great character and I wanted to see
[02:41:15.460 --> 02:41:18.060]  him do more kickass stuff.
[02:41:18.060 --> 02:41:21.600]  I don't know if you guys have felt it yet, but we're old.
[02:41:21.600 --> 02:41:25.980]  I don't need to see him crawl out of a starlike pit and kick some ass.
[02:41:25.980 --> 02:41:26.980]  I don't care.
[02:41:26.980 --> 02:41:33.480]  I'm not really entirely sure where that story arc goes.
[02:41:33.480 --> 02:41:39.180]  I was more invested, oddly, because I didn't like him in the first season, but Bill Burr's
[02:41:39.180 --> 02:41:44.880]  character this season excited me more than Boba Fett.
[02:41:44.880 --> 02:41:48.620]  I did like him cracking Stormtrooper helmets open.
[02:41:48.620 --> 02:41:49.620]  That was cool.
[02:41:49.620 --> 02:41:53.780]  Yeah, I think it's the first time we've seen Stormtrooper armor shattered and fragmented.
[02:41:53.780 --> 02:41:57.580]  We've seen it burned and we've seen it get bashed a lot but then bounce off, but this
[02:41:57.580 --> 02:42:00.980]  is the first time we've actually seen it shatter like the plastic we know it is.
[02:42:00.980 --> 02:42:06.020]  I was dying for that to be the episode where armor actually worked.
[02:42:06.020 --> 02:42:09.540]  Like have a rock explode and have rocks bounce off of their armor.
[02:42:09.540 --> 02:42:10.540]  Do something!
[02:42:10.540 --> 02:42:13.740]  My family was asking about this too, and my in-universe explanation, which may or may
[02:42:13.740 --> 02:42:18.500]  not be supported by the materials, is we know the Empire cheaps out on its crap.
[02:42:18.500 --> 02:42:20.580]  It's why there's no atmosphere in TIE fighters.
[02:42:20.580 --> 02:42:22.600]  It's not giving these people the best armor.
[02:42:22.600 --> 02:42:28.060]  It's better than no armor in that maybe you'll take a couple rocks from an Ewok and not die,
[02:42:28.060 --> 02:42:29.660]  but it's not going to stop a blaster.
[02:42:29.660 --> 02:42:30.660]  Right, yeah.
[02:42:30.660 --> 02:42:34.780]  You may get knocked out or knocked down, but you're out of the fight.
[02:42:34.780 --> 02:42:39.620]  Or maybe they cheat about so much that it's just like, quote unquote, armor and they just
[02:42:39.620 --> 02:42:41.820]  want these guys to look terrifying.
[02:42:41.820 --> 02:42:45.300]  If you wore it on a motorcycle, it would keep your skin from being scraped off by the asphalt.
[02:42:45.300 --> 02:42:46.700]  It's more like motorcycle armor.
[02:42:46.700 --> 02:42:49.300]  It's like, yeah, it's some protection.
[02:42:49.300 --> 02:42:52.340]  If you punch it with a bare fist, you're going to be glad you've got that helmet on.
[02:42:52.340 --> 02:42:56.500]  But if you have a big metal stick with a pointy thing at the end or a blaster, you get problems.
[02:42:56.500 --> 02:42:57.500]  My only complaint-
[02:42:57.500 --> 02:43:00.860]  Even if we had a scene with Finn saying like, you know what, that armor is just so that
[02:43:00.860 --> 02:43:04.200]  we feel empowered so we can go kill people.
[02:43:04.200 --> 02:43:09.500]  Like it doesn't, they 3D print this stuff off the line and it doesn't do anything.
[02:43:09.500 --> 02:43:12.540]  It doesn't keep out chemicals, or it keeps out smoke, but not chemicals.
[02:43:12.540 --> 02:43:15.660]  Wasn't that one of the lines in one of the movies that like, you know-
[02:43:15.660 --> 02:43:16.660]  Something, yeah, something like that.
[02:43:16.660 --> 02:43:18.020]  Like that, which doesn't make sense.
[02:43:18.020 --> 02:43:22.060]  It's just like, you know what, we wear the armor so that we feel scary and powerful.
[02:43:22.060 --> 02:43:23.060]  Just say that.
[02:43:23.060 --> 02:43:25.340]  And so they can't see we're all the same person.
[02:43:25.340 --> 02:43:28.980]  Because at this point it's getting extra, extra stupid.
[02:43:28.980 --> 02:43:32.980]  But should Boba Fett have a show?
[02:43:32.980 --> 02:43:33.980]  Sure.
[02:43:33.980 --> 02:43:35.220]  Maybe more people get employed.
[02:43:35.220 --> 02:43:36.220]  That's awesome.
[02:43:36.220 --> 02:43:38.940]  But I think they've already said it's a limited run, right?
[02:43:38.940 --> 02:43:41.980]  Like they're just going to do six episodes and that's it.
[02:43:41.980 --> 02:43:44.460]  And I can say, I say go for it.
[02:43:44.460 --> 02:43:50.420]  I like the idea that he's a fringe character and it's not one of, even though he's beloved,
[02:43:50.420 --> 02:43:54.460]  like super beloved, it's a fringe character.
[02:43:54.460 --> 02:43:55.700]  He's a guy with a helmet.
[02:43:55.700 --> 02:44:00.580]  So there's no need for worrying about the aging thing.
[02:44:00.580 --> 02:44:02.540]  You know, I liked that they hired the guy.
[02:44:02.540 --> 02:44:04.140]  You know, and sure.
[02:44:04.140 --> 02:44:05.140]  It does look like he-
[02:44:05.140 --> 02:44:08.460]  Well, the original guy, Jeremy Bullock, died right before-
[02:44:08.460 --> 02:44:09.460]  No, but they hired-
[02:44:09.460 --> 02:44:10.460]  Yeah.
[02:44:10.460 --> 02:44:11.460]  They're having the prequels, yeah.
[02:44:11.460 --> 02:44:12.460]  Yeah, I know.
[02:44:12.460 --> 02:44:14.340]  I'm trying to shoehorn in a mention of Jeremy Bullock.
[02:44:14.340 --> 02:44:15.340]  That's all.
[02:44:15.340 --> 02:44:16.340]  Right.
[02:44:16.340 --> 02:44:18.660]  But, you know, and you know, it's all right.
[02:44:18.660 --> 02:44:22.180]  They've already, you know, there was the whole, you know, you never saw him without his helmet.
[02:44:22.180 --> 02:44:26.540]  But you know, if they took off Darth Vader's helmet back in Return of the Jedi, they could
[02:44:26.540 --> 02:44:27.820]  take off anybody's helmet.
[02:44:27.820 --> 02:44:28.820]  So I'm fine with it.
[02:44:28.820 --> 02:44:29.820]  I'm going to, you know.
[02:44:29.820 --> 02:44:35.140]  I think 10 years ago, me would have been upset about it, and I'm like, eh, let's see.
[02:44:35.140 --> 02:44:36.140]  Cool.
[02:44:36.140 --> 02:44:38.740]  Yeah, I mean, like I said, if you think you have a story to tell, go for it.
[02:44:38.740 --> 02:44:39.740]  These characters aren't precious.
[02:44:39.740 --> 02:44:40.740]  Yeah.
[02:44:40.740 --> 02:44:41.740]  Like, it's fine.
[02:44:41.740 --> 02:44:42.740]  I like it.
[02:44:42.740 --> 02:44:43.740]  I feel like he's in good hands.
[02:44:43.740 --> 02:44:45.340]  I like it.
[02:44:45.340 --> 02:44:49.800]  I like the idea that the first thing he did when he got his stuff back together is go
[02:44:49.800 --> 02:44:51.340]  kill Bib Fortuna.
[02:44:51.340 --> 02:44:52.340]  Yeah.
[02:44:52.340 --> 02:44:53.340]  Yeah.
[02:44:53.340 --> 02:44:54.340]  I love it.
[02:44:54.340 --> 02:44:55.340]  I never liked that guy.
[02:44:55.340 --> 02:45:01.180]  I love that Bib Fortuna is put on like a hundred some-odd pounds, just because it's like, I
[02:45:01.180 --> 02:45:02.180]  don't have to.
[02:45:02.180 --> 02:45:03.180]  You get on that throne, and the pounds just come on.
[02:45:03.180 --> 02:45:04.780]  You just eat frog after frog.
[02:45:04.780 --> 02:45:05.780]  Yeah.
[02:45:05.780 --> 02:45:06.780]  All right.
[02:45:06.780 --> 02:45:07.780]  I kind of like that.
[02:45:07.780 --> 02:45:08.780]  It's, yeah.
[02:45:08.780 --> 02:45:09.780]  Let's wrap up.
[02:45:09.780 --> 02:45:10.780]  It's decadence.
[02:45:10.780 --> 02:45:11.780]  It's a sign of decadence, which is fun.
[02:45:11.780 --> 02:45:14.820]  Let's wrap up and revisit Guy's question about Luke's arc.
[02:45:14.820 --> 02:45:18.900]  Good, because I really, I think this is a pertinent question, and I think it goes to
[02:45:18.900 --> 02:45:19.900]  the hardest to watch.
[02:45:19.900 --> 02:45:24.980]  I mean, I think it's less pertinent than you think it is, but just to review, my problem
[02:45:24.980 --> 02:45:25.980]  with—
[02:45:25.980 --> 02:45:26.980]  You've been telling me that for like 30 years now.
[02:45:26.980 --> 02:45:27.980]  Come on.
[02:45:27.980 --> 02:45:34.620]  My problem with Luke in The Last Jedi has almost nothing to do with what you see Luke
[02:45:34.620 --> 02:45:38.120]  doing in present day in The Last Jedi, but everything to do with the flashback in which
[02:45:38.120 --> 02:45:43.220]  we are led to believe that he seriously considered killing the son of his best friend Han Solo
[02:45:43.220 --> 02:45:47.500]  because he sensed the dark side in him, and nothing we had seen on screen up to that point
[02:45:47.500 --> 02:45:54.220]  or since took us from the Luke at the end of Jedi to the Luke who would make that consideration.
[02:45:54.220 --> 02:45:58.980]  Luke couldn't even consider fighting, let alone killing his own father who had blown
[02:45:58.980 --> 02:46:01.260]  up entire planets, right?
[02:46:01.260 --> 02:46:05.700]  And suddenly he's going to consider killing Han Solo's son because he's an innocent child,
[02:46:05.700 --> 02:46:09.100]  because he sort of senses the dark side in him a little, because we know Luke is so afraid
[02:46:09.100 --> 02:46:12.220]  of the dark side, and if he ever meets anyone who has the dark side, he will kill them immediately.
[02:46:12.220 --> 02:46:13.220]  No, he won't.
[02:46:13.220 --> 02:46:14.220]  He absolutely won't.
[02:46:14.220 --> 02:46:15.580]  So that did not fit with his character.
[02:46:15.580 --> 02:46:20.420]  Now, I'm not saying that can never happen, but you have to build the story pieces, taking
[02:46:20.420 --> 02:46:23.780]  me from the Luke at the end of Jedi to the Luke that considers killing his son.
[02:46:23.780 --> 02:46:27.700]  I have no problem getting to the Luke who's bitter on the island.
[02:46:27.700 --> 02:46:30.980]  That's super easy, because you can just do that with, like, well, I tried to train a
[02:46:30.980 --> 02:46:31.980]  bunch of people.
[02:46:31.980 --> 02:46:32.980]  It didn't work out.
[02:46:32.980 --> 02:46:33.980]  I blew it.
[02:46:33.980 --> 02:46:34.980]  I'm super sad about it.
[02:46:34.980 --> 02:46:35.980]  Now I'm bitter on this island.
[02:46:35.980 --> 02:46:38.700]  They told that story, but the how did you get there?
[02:46:38.700 --> 02:46:40.980]  Oh, I was thinking about killing Han's son.
[02:46:40.980 --> 02:46:41.980]  Nope.
[02:46:41.980 --> 02:46:44.380]  Luke would not do that, and that is my giant objection.
[02:46:44.380 --> 02:46:45.380]  Right.
[02:46:45.380 --> 02:46:50.260]  So I think Luke on the island from Luke at Return of the Jedi, you can do a linear interpolation
[02:46:50.260 --> 02:46:51.260]  there, right?
[02:46:51.260 --> 02:46:54.260]  Yeah, because you know that the whole Jedi schooling thing didn't go well.
[02:46:54.260 --> 02:46:55.260]  It totally screwed up.
[02:46:55.260 --> 02:46:58.680]  He's super pissed and bitter about it, and that's a thing you can imagine happening.
[02:46:58.680 --> 02:47:01.700]  But in the midpoint, you try to kill your nephew?
[02:47:01.700 --> 02:47:06.500]  Yeah, but you know he's mostly a good-hearted person who feels bad, like Yoda in some respects.
[02:47:06.500 --> 02:47:11.020]  Yoda sort of went off on his own and was a little eccentric in his little hidey-hole
[02:47:11.020 --> 02:47:13.020]  on Dagobah and everything.
[02:47:13.020 --> 02:47:14.020]  Right.
[02:47:14.020 --> 02:47:15.020]  A little.
[02:47:15.020 --> 02:47:16.020]  A little.
[02:47:16.020 --> 02:47:20.220]  Yeah, but so did Obi-Wan, and that's a little bit of my explanation for Luke and the last
