[00:00.000 --> 00:03.000]  Where do we even start, Ben?
[02:27:30.000 --> 02:27:35.000]  I'll check it out after the show. What else? Anything else you want to talk about?
[02:27:35.000 --> 02:27:40.000]  No, we're two and a half hours in the last I think the last 30 minutes got pretty choppy.
[02:27:40.000 --> 02:27:46.000]  Yeah, no, it's probably pretty. That's a good way to end it. All right. Who do you like in the NCAA tournament?
[02:27:46.000 --> 02:27:50.000]  Well, with my heart or with my head? Well, give me both picks.
[02:27:50.000 --> 02:27:53.000]  Well, obviously, Wisconsin for both. All right. No, I mean, I would.
[02:27:53.000 --> 02:27:57.000]  Kentucky. Did you go to University of Wisconsin? Yes, I did.
[02:27:57.000 --> 02:28:02.000]  Wow. So it's not just that you're I knew you were there. I didn't know if you were if you were just local or if you actually went to the school.
[02:28:02.000 --> 02:28:07.000]  Well, that's terribly exciting. Yes. And so you like their chances?
[02:28:07.000 --> 02:28:13.000]  I think I think we have a decent chance. I mean, I think the great thing about this team is one that they made it last year.
[02:28:13.000 --> 02:28:17.000]  So I mean, they watched Kentucky on a last second shot.
[02:28:17.000 --> 02:28:27.000]  So like this team doesn't get frazzled like they just like Arizona, like punched him in the mouth in the first half of that game last week.
[02:28:27.000 --> 02:28:34.000]  And it worked really bad. But it's one of those teams you watch them and you're never worried because, you know, they're going to get it together and they're going to respond.
[02:28:34.000 --> 02:28:44.000]  And I think that's that's a good thing going against this undefeated juggernaut super team that they're not going to be intimidated.
[02:28:44.000 --> 02:28:52.000]  And they have a couple of guys that are real matchup problems. I think I think Kaminsky, the player of the year, the year, probably national player of the year.
[02:28:52.000 --> 02:29:01.000]  I think he's going to struggle. Frankly, the Collie Stein on Kentucky is is probably a perfect matchup for him.
[02:29:01.000 --> 02:29:07.000]  But I think, you know, Decker at the small forward spot definitely has the potential to be a matchup issue.
[02:29:07.000 --> 02:29:13.000]  And I think if anything can be Kentucky is Wisconsin, I think Kentucky should be favored. But I like their chances.
[02:29:13.000 --> 02:29:17.000]  Yeah. What's the spread? Do you have you looked at the spread? I haven't.
[02:29:17.000 --> 02:29:22.000]  I thought last week's weekend was an absolutely great weekend of college basketball.
[02:29:22.000 --> 02:29:30.000]  And there are so many crazy tight games, but almost every one came down to which to me, which team kept their shit together down the stretch.
[02:29:30.000 --> 02:29:35.000]  Yep. I mean, poor Gonzaga I was rooting for him. I hate Duke.
[02:29:35.000 --> 02:29:40.000]  So I was rooting for Gonzaga, but they didn't score a point in the last six and a half minutes, which is atrocious.
[02:29:40.000 --> 02:29:45.000]  You know, I mean, that's I mean, how can you win a basketball game, a tight basketball game where you don't score in the last six minutes?
[02:29:45.000 --> 02:29:51.000]  I mean, you know, Duke plays good defense, but man, that was bad. And they took some bad shots.
[02:29:51.000 --> 02:29:55.000]  And I thought with Louisville, who played.
[02:29:55.000 --> 02:29:58.000]  Wait, who did Michigan State? Yeah, Michigan State. Oh, my God.
[02:29:58.000 --> 02:30:06.000]  The guys on the foul line look like they were ready to die. And and it was like the clang of the ball hitting the hoop.
[02:30:06.000 --> 02:30:11.000]  It was like you're splitting. I mean, it was right. Horrible. And then Notre Dame then, too. Yeah.
[02:30:11.000 --> 02:30:19.000]  Another I mean, just like slicing them apart in the last the last two minutes, just like degenerating into pounding the ball at the top of the key.
[02:30:19.000 --> 02:30:26.000]  There was a guy I forget. I don't remember their names, but there was a guy with like in the last minute and Louisville was still in it.
[02:30:26.000 --> 02:30:32.000]  And a guard came down and they had all the time in the world down by one and a guard forced up a bad shot.
[02:30:32.000 --> 02:30:37.000]  And I thought Rick Pitino was I thought he was going to have an aneurysm.
[02:30:37.000 --> 02:30:44.000]  It was like he he put up a shot that was like you if you only got six seconds to go coast to coast.
[02:30:44.000 --> 02:30:47.000]  All right. You know, it wasn't maybe he could have gotten a better shot, but you can't blame him.
[02:30:47.000 --> 02:30:53.000]  You only had six shot, six seconds. This was like 40 seconds to go and or maybe a minute or so.
[02:30:53.000 --> 02:30:57.000]  You know, but it was it was outside the you know, you couldn't run the shot clock all the way down,
[02:30:57.000 --> 02:31:03.000]  but you had all the time you needed to get a good shot and run and play. And this guy came down and just forced up a shot.
[02:31:03.000 --> 02:31:08.000]  And, you know, it's to me is like a telltale sign of a team that cracked under pressure.
[02:31:08.000 --> 02:31:13.000]  Yeah, no, I'm sure. So I don't think I think I think you're right. I like Wisconsin's chances.
[02:31:13.000 --> 02:31:18.000]  I mean, let's face it. Kentucky is the best team. And I think that, you know, they're going to be tough to beat.
[02:31:18.000 --> 02:31:25.000]  But I think Wisconsin can do it because they've got the size. My hope is that we either see and I hate to say this because God Almighty,
[02:31:25.000 --> 02:31:36.000]  I hate Duke, but I feel like the two most interesting final matchups would be the all Big Ten matchup of Michigan State versus Wisconsin or one of the most underrated like rivalries in the country.
[02:31:36.000 --> 02:31:47.000]  Like it's pretty intense and has been for 10, 15 years now. And and, you know, what a what a feather in the cap to the Big Ten or Kentucky versus Duke.
[02:31:47.000 --> 02:31:52.000]  And I hate I don't like either Kentucky or Duke, but I mean, let's face it, that probably, you know, they're they're too top tier.
[02:31:52.000 --> 02:31:57.000]  You know, that would be the killer. Those would be the two killer championships to me.
[02:31:57.000 --> 02:32:02.000]  But I love Wisconsin, Duke and Wisconsin. Duke did play this year, actually. Duke won, but it was a great game.
[02:32:02.000 --> 02:32:09.000]  So it wouldn't be a bad consolation prize. By the way, the Kentucky opened as a six point favorite, but it's moved to five.
[02:32:09.000 --> 02:32:12.000]  So they are five point favorites. Yeah. Right. Well, anyway, I'll be rooting for Wisconsin.
[02:32:12.000 --> 02:32:18.000]  I love the underdog and either was I could I would root for either Wisconsin or Michigan State.
[02:32:18.000 --> 02:32:23.000]  Anybody but Duke or Kentucky, for God's sake. Ben Thompson, thank you for your time.
[02:32:23.000 --> 02:32:29.000]  For anybody who doesn't know, Ben is over in Taipei and he's on exactly 12 hours difference from the East Coast U.S.
[02:32:29.000 --> 02:32:37.000]  So it is two to 20 in the morning in Taipei. And Ben is a very busy man running Stratechery.
[02:32:37.000 --> 02:32:48.000]  Very good. Stratechery.com, which is a fantastic site, and he's killing it on a daily basis with his newsletter for members.
[02:32:48.000 --> 02:32:58.000]  It is some of the best and smartest money you could ever spend to stay informed about all the stuff we're talking about and more on a daily basis.
[02:32:58.000 --> 02:33:03.000]  I mean, I don't know how many words you're putting out a week, but it is impressive. Really, really.
[02:33:03.000 --> 02:33:08.000]  I mean, I mean, do you have secretly have somebody working for you? No, it's it's all me.
[02:33:08.000 --> 02:33:13.000]  I have my my secret ability is to write really fast and hopefully mostly cogently.
[02:33:13.000 --> 02:33:18.000]  So, yeah, it's about ten to eleven thousand words a week. It's I see it's one of those things that I that's a lot.
[02:33:18.000 --> 02:33:22.000]  Wow. That is great, though. I mean, I appreciate it on two levels is on one level.
[02:33:22.000 --> 02:33:29.000]  I appreciate just reading it. And then the the professional level, I'm like, holy shit, he's putting out a lot of words.
[02:33:29.000 --> 02:33:34.000]  I better start writing more. So anyway, thanks. Go check. Go check your stuff out at Strategery dot com.
[02:33:34.000 --> 02:33:42.000]  And your Twitter account is monk bent, M-O-N-K-B-E-N-T. And that's definitely worth a follow as well.
[02:33:42.000 --> 02:33:47.000]  So my thanks to you. Anything else you want to plug? Exponent dot FM.
[02:33:47.000 --> 02:33:53.000]  That's the podcast I do with James. Yes, of course. Duh. So check that out. That is also worth listening to.
[02:33:53.000 --> 02:34:02.000]  So if you enjoyed Ben's what's the sultry what's the word for your voice called sultry, your sultry tones, dulcet tones.
[02:34:02.000 --> 02:34:07.000]  The dulcet tones. Yes. Of Ben's voice and his insight. Definitely check that out, too.
[02:34:07.000 --> 02:34:26.000]  So my thanks to you. Go to go to sleep. Get some sleep. Sounds good. Thanks, Ben.
