[00:00.000 --> 00:03.480]  Is this the show are we on the show is this the show could be
[02:47:32.100 --> 02:47:38.100]  and it's like I kind of get that feeling when I watch your better elevation videos because I know you if I didn't know you it
[02:47:38.100 --> 02:47:42.160]  Wouldn't occur to me. You would just be this guy to saying this interesting thing on a video
[02:47:42.160 --> 02:47:47.580]  But because I know you it's like wait, that's Dave and he's like looking at me because he's looking at the camera
[02:47:48.220 --> 02:47:51.040]  Yeah guy mentioned something about being a little weirded out
[02:47:51.040 --> 02:47:54.360]  Like I was I was staring him directly and like I was making eye contact with him
[02:47:54.360 --> 02:47:56.360]  I but I think it's because I know you
[02:47:56.360 --> 02:48:03.000]  I don't know but like your most recent one you did without you being on camera. It was entirely visuals
[02:48:03.920 --> 02:48:10.040]  Or not. Well, everything's visual but like right? Yeah, it's it's like it's all sort of almost like like slide wear
[02:48:10.040 --> 02:48:13.920]  Yeah, and it was done in the style of and I got to give credit to it was done in the style of CGP Grey's
[02:48:13.920 --> 02:48:17.920]  Videos. Yeah, and that that as an influence has written all over it
[02:48:17.920 --> 02:48:20.200]  If you've ever seen anything that CGP Grey's done
[02:48:20.200 --> 02:48:22.520]  It's it's pretty obviously in his style and it was
[02:48:22.520 --> 02:48:26.060]  You know partly an homage and it was partly me kind of playing around with it
[02:48:26.060 --> 02:48:30.280]  and and I'd realized that I had started to get into into habits with like
[02:48:30.320 --> 02:48:34.000]  the the way I was handling jump cuts and the way I was doing anything on that show like I felt like
[02:48:34.160 --> 02:48:38.260]  Well, this is still really early and the whole point is to be experimenting. So let's try something new
[02:48:38.260 --> 02:48:42.920]  Yeah, maybe it's gonna be terrible. Maybe it's gonna be unwatchable, but I'm just gonna try something new and if it works
[02:48:42.920 --> 02:48:45.980]  It works if it doesn't and that was your episode called how to make a hit app
[02:48:45.980 --> 02:48:51.960]  I found that one super easy to listen to or watch, you know, like it went down like butter
[02:48:51.960 --> 02:48:58.640]  Whereas all the ones where you're on camera to me not because they're you're bad or awkward or I'm professional but it's because they're dude
[02:48:58.640 --> 02:49:04.000]  I know you there's something weird about that because I'm looking longingly into your eyes through your computer screen
[02:49:04.000 --> 02:49:10.200]  I don't know. It's the way like whenever you see somebody, you know on a video doesn't it have like a weird effect on you?
[02:49:10.200 --> 02:49:14.840]  You know, like I you know, I've seen Letterman thousands of times over the years
[02:49:15.120 --> 02:49:21.040]  But like if somebody I knew was on Letterman, it's weird like it's weird when I see Clayton Morris on TV
[02:49:21.040 --> 02:49:22.360]  Yeah
[02:49:22.360 --> 02:49:27.360]  Right. Yeah, I can see that. Well, maybe like now I'm just sort of thinking out loud
[02:49:27.360 --> 02:49:31.500]  But those Johnny I've videos that they they show whenever Apple releases a new product
[02:49:32.400 --> 02:49:38.460]  That same video where he's talking about the aluminium and how the thing is contoured in the whatever
[02:49:39.280 --> 02:49:42.720]  Imagine the whole time he's talking. He's staring into the camera, right?
[02:49:43.600 --> 02:49:49.660]  Probably be a little off-putting. So maybe there's maybe there is an element to there's an intimacy to eye contact that that
[02:49:49.660 --> 02:49:51.660]  is
[02:49:51.660 --> 02:49:56.440]  Not necessarily good or bad, but there might be something to that. Yeah, maybe there's some kind of psychology
[02:49:56.440 --> 02:50:00.420]  But like, you know, the nightly news guys all look right at the camera, you know
[02:50:00.420 --> 02:50:05.060]  The teleprompter is set up so that it looks like they're looking at the camera. Yeah, and I think it's it's maybe a
[02:50:06.820 --> 02:50:11.420]  Instructional versus informative. I don't know. Maybe there's got to be I'm sure somebody's done studies on this
[02:50:11.420 --> 02:50:14.140]  Yeah, I don't look this stuff up figure out the hell I'm doing
[02:50:14.140 --> 02:50:18.260]  I don't know John Stewart does the for a whole first half of his show looking right at the camera. Yeah, it's true
[02:50:18.260 --> 02:50:22.260]  It could be about the distance from the camera to like the length of focal length of the lines
[02:50:22.260 --> 02:50:27.980]  I don't know, but that's often the weeds where should people go where so you're not married to YouTube in particular though
[02:50:27.980 --> 02:50:32.340]  You might be switching to Vimeo. It's video not switching. I'm just trying to like YouTube
[02:50:32.340 --> 02:50:34.340]  I know is a thing and for for searchability
[02:50:34.780 --> 02:50:40.340]  YouTube is the second largest search engine and that's that's a real thing and I don't want to miss out on
[02:50:40.620 --> 02:50:42.180]  the kids and their YouTube
[02:50:42.180 --> 02:50:49.060]  but I also some people just hate YouTube and they hate Google and that's you know, at least an understandable position and if that's the
[02:50:49.060 --> 02:50:51.060]  Case now I'm on Vimeo because I get that killer deal
[02:50:51.900 --> 02:50:56.860]  So both like I'm just trying to I'm trying to make some stuff and see what works and whatever works
[02:50:56.860 --> 02:50:57.860]  You know when it comes to words
[02:50:57.860 --> 02:51:02.300]  It's like it's interesting to me and it's like you said with the kids in their YouTube like I hear the word
[02:51:02.380 --> 02:51:09.140]  youtuber and to me it sounds dismissive like I would be hesitant to say that you're a youtuber now because I don't want to I
[02:51:09.140 --> 02:51:13.860]  don't know it sounds to me like I'm insulting you like I'm calling like when people call
[02:51:14.600 --> 02:51:20.400]  Deuce Heather Armstrong a mommy blogger. It's like she's not a mommy blogger. She's a writer. She's a really good one
[02:51:20.400 --> 02:51:26.840]  and but it's you know, it somehow everything new I think sounds novel and diminutive like
[02:51:26.840 --> 02:51:33.280]  I'm sure the word like when they first started abbreviating television is TV it it's you know in the 40s or 50s
[02:51:33.280 --> 02:51:37.480]  It sounded like dismissive. It's just TV. It's you know, it's crap
[02:51:37.480 --> 02:51:43.140]  Whereas for me over that word, right who was born in the era where TV is an just almost
[02:51:43.740 --> 02:51:48.140]  Unimaginably dominant dominating cultural force. It just is what it is
[02:51:48.180 --> 02:51:52.680]  You know, they could have called it anything and it would just seem awesome because TV is awesome
[02:51:54.060 --> 02:51:58.820]  You know, I used to reject the word blog I really it just is not a good word to me
[02:51:58.820 --> 02:52:02.000]  I stuck with calling them web logs for as long as I could
[02:52:02.000 --> 02:52:08.520]  But now it's been long enough that it's you know, it no longer feels like anything and I feel like youtuber is that way
[02:52:08.520 --> 02:52:11.380]  And I've noticed with Jonas like, you know who watches
[02:52:12.120 --> 02:52:17.560]  obsessive amounts of YouTube he watches far more YouTube than he watches commercial television and
[02:52:19.000 --> 02:52:21.080]  Youtuber is just it's as no
[02:52:21.680 --> 02:52:26.360]  Plus or minus meaning at all. It just means somebody whose shows you can watch on
[02:52:27.680 --> 02:52:29.680]  YouTube, you know, that's it
[02:52:29.680 --> 02:52:31.680]  There's this really cool
[02:52:31.960 --> 02:52:36.480]  Democratization of content effect where this is sort of like this was our dream, right?
[02:52:36.480 --> 02:52:40.160]  The the Internet's dream was that anybody could make stuff and just put it out there
[02:52:40.160 --> 02:52:47.560]  Right. I'm playing music with some friends now and we're talking about like well in the 90s if you wanted to
[02:52:47.560 --> 02:52:51.560]  You know make a video that would be seen by anybody if you want to make a record you had to have a record deal
[02:52:51.560 --> 02:52:53.560]  And you had to have all this money and it cost a fortune
[02:52:53.760 --> 02:52:59.240]  Now like we could we could record a song and make the video for it and have like the song on iTunes and the video
[02:52:59.240 --> 02:53:03.220]  On YouTube by the end of the day. Well, the big thing I remember from the 90s was
[02:53:03.880 --> 02:53:07.680]  Pressing your own CDs and being you know, giving them out at you know
[02:53:07.760 --> 02:53:10.160]  If you're a bit good enough to even be booked at a venue
[02:53:10.160 --> 02:53:14.720]  Then you can give them out or sell them at the venue where if you were still below that you you know
[02:53:14.720 --> 02:53:19.160]  Like on college campuses and stuff, you'd you know set up shop somewhere and just hand them out to people
[02:53:19.560 --> 02:53:20.080]  Yeah
[02:53:20.080 --> 02:53:25.840]  now we live in this this time where you can just make stuff and put it on the internet and it's there for anybody and
[02:53:25.840 --> 02:53:32.560]  That's really cool. And it seems like the people the like the most creative and the most talented and the people with the access to the
[02:53:32.560 --> 02:53:34.560]  best equipment and technology
[02:53:34.920 --> 02:53:36.920]  Should maybe be the ones making
[02:53:37.300 --> 02:53:40.760]  The best content, but it doesn't necessarily seem to always be that way
[02:53:40.760 --> 02:53:44.440]  yeah, and the last thing that really hit me about that and ties into your your
[02:53:45.720 --> 02:53:50.760]  podcasting episode the podcast intervention episode is it ties into the
[02:53:50.760 --> 02:53:57.360]  At first if you're older and you're used to the woods comes the new stuff seems amateur, you know
[02:53:57.360 --> 02:54:04.900]  Like whether it's blogging for writing or YouTube videos five minute YouTube videos for video and it just seems like well
[02:54:04.900 --> 02:54:09.080]  This is the lesser. This is the the self, you know, what do they call it when you're publishing a novel?
[02:54:09.720 --> 02:54:11.720]  self-published novel
